ipl_season,sequence,eventid,innings,target,remainingballs,homescore,awayscore,fallofwickets,ball,over,scorevalue,validball,extras,dismissal,dismissaltype,batsmanid,batsman,batsmanteam,bowlerid,bowler,bowlerteam,otherathleteinvolvedid,otherathleteinvolved,nonstrikerid,nonstriker,runs,runrate
ipl21,100001,1254070,1st innings,0,119,0/0,0,0,1,0.1,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,379143,Quinton de Kock,0,0.0
ipl21,100002,1254070,1st innings,0,118,1/0,0,0,2,0.2,1,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,379143,Quinton de Kock,1,3.0
ipl21,100003,1254070,1st innings,0,117,2/0,0,0,3,0.3,1,0,0,False,,379143,Quinton de Kock,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,34102,Rohit Sharma,1,4.0
ipl21,100004,1254070,1st innings,0,116,4/0,0,0,4,0.4,2,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,379143,Quinton de Kock,2,6.0
ipl21,100005,1254070,1st innings,0,115,4/0,0,0,5,0.5,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,379143,Quinton de Kock,0,4.8
ipl21,100006,1254070,1st innings,0,114,6/0,0,0,6,0.6,2,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,379143,Quinton de Kock,2,6.0
ipl21,100101,1254070,1st innings,0,113,7/0,0,0,7,1.1,1,0,1,False,,379143,Quinton de Kock,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,34102,Rohit Sharma,1,6.0
ipl21,100102,1254070,1st innings,0,112,7/0,0,0,8,1.2,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,379143,Quinton de Kock,0,5.25
ipl21,100103,1254070,1st innings,0,111,7/0,0,0,9,1.3,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,379143,Quinton de Kock,0,4.66
ipl21,100104,1254070,1st innings,0,110,7/0,0,0,10,1.4,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,379143,Quinton de Kock,0,4.2
ipl21,100105,1254070,1st innings,0,109,8/0,0,0,11,1.5,1,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,379143,Quinton de Kock,1,4.36
ipl21,100106,1254070,1st innings,0,108,9/0,0,0,12,1.6,1,0,0,False,,379143,Quinton de Kock,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,34102,Rohit Sharma,1,4.5
ipl21,100201,1254070,1st innings,0,107,9/1,0,1,13,2.1,0,0,0,True,caught,379143,Quinton de Kock,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,325012,Marcus Stoinis,34102,Rohit Sharma,0,4.15
ipl21,100202,1254070,1st innings,0,106,10/1,0,0,14,2.2,1,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,34102,Rohit Sharma,1,4.28
ipl21,100203,1254070,1st innings,0,105,11/1,0,0,15,2.3,1,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,446507,Suryakumar Yadav,1,4.4
ipl21,100204,1254070,1st innings,0,104,11/1,0,0,16,2.4,0,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,34102,Rohit Sharma,0,4.12
ipl21,100205,1254070,1st innings,0,103,12/1,0,0,17,2.5,1,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,34102,Rohit Sharma,1,4.23
ipl21,100206,1254070,1st innings,0,102,16/1,0,0,18,2.6,4,0,0,False,,34102,Rohit Sharma,Mumbai Indians,325012,Marcus Stoinis,Delhi Capitals,,,446507,Suryakumar Yadav,4,5.33
ipl21,100301,1254070,1st innings,0,101,20/1,0,0,19,3.1,4,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,34102,Rohit Sharma,4,6.31
ipl21,100302,1254070,1st innings,0,100,20/1,0,0,20,3.2,0,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,34102,Rohit Sharma,0,6.0
ipl21,100303,1254070,1st innings,0,99,21/1,0,0,21,3.3,1,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,34102,Rohit Sharma,1,6.0
ipl21,100304,1254070,1st innings,0,98,25/1,0,0,22,3.4,4,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,446507,Suryakumar Yadav,4,6.81
ipl21,100305,1254070,1st innings,0,97,25/1,0,0,23,3.5,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,446507,Suryakumar Yadav,0,6.52
ipl21,100306,1254070,1st innings,0,96,31/1,0,0,24,3.6,6,0,0,False,,34102,Rohit Sharma,Mumbai Indians,26421,Ravichandran Ashwin,Delhi Capitals,,,446507,Suryakumar Yadav,6,7.75
ipl21,100401,1254070,1st innings,0,95,31/1,0,0,25,4.1,0,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,550215,Kagiso Rabada,Delhi Capitals,,,34102,Rohit Sharma,0,7.44
ipl21,100402,1254070,1st innings,0,94,35/1,0,0,26,4.2,4,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,550215,Kagiso Rabada,Delhi Capitals,,,34102,Rohit Sharma,4,8.07
ipl21,100403,1254070,1st innings,0,93,38/1,0,0,27,4.3,3,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,550215,Kagiso Rabada,Delhi Capitals,,,34102,Rohit Sharma,3,8.44
ipl21,100404,1254070,1st innings,0,92,38/1,0,0,28,4.4,0,0,0,False,,34102,Rohit Sharma,Mumbai Indians,550215,Kagiso Rabada,Delhi Capitals,,,446507,Suryakumar Yadav,0,8.14
ipl21,100405,1254070,1st innings,0,91,44/1,0,0,29,4.5,6,0,0,False,,34102,Rohit Sharma,Mumbai Indians,550215,Kagiso Rabada,Delhi Capitals,,,446507,Suryakumar Yadav,6,9.1
ipl21,100406,1254070,1st innings,0,90,45/1,0,0,30,4.6,1,0,0,False,,34102,Rohit Sharma,Mumbai Indians,550215,Kagiso Rabada,Delhi Capitals,,,446507,Suryakumar Yadav,1,9.0
ipl21,100501,1254070,1st innings,0,89,46/1,0,0,31,5.1,1,0,0,False,,34102,Rohit Sharma,Mumbai Indians,31107,Amit Mishra,Delhi Capitals,,,446507,Suryakumar Yadav,1,8.9
ipl21,100502,1254070,1st innings,0,88,46/1,0,0,32,5.2,0,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,31107,Amit Mishra,Delhi Capitals,,,34102,Rohit Sharma,0,8.62
ipl21,100503,1254070,1st innings,0,87,50/1,0,0,33,5.3,4,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,31107,Amit Mishra,Delhi Capitals,,,34102,Rohit Sharma,4,9.09
ipl21,100504,1254070,1st innings,0,86,54/1,0,0,34,5.4,4,0,0,False,,446507,Suryakumar Yadav,Mumbai Indians,31107,Amit Mishra,Delhi Capitals,,,34102,Rohit Sharma,4,9.52
