ipl_season,sequence,eventid,innings,target,remainingballs,homescore,awayscore,fallofwickets,ball,over,scorevalue,validball,extras,dismissal,dismissaltype,batsmanid,batsman,batsmanteam,bowlerid,bowler,bowlerteam,otherathleteinvolvedid,otherathleteinvolved,nonstrikerid,nonstriker,runs,runrate
ipl21,100001,1254068,1st innings,0,119,0/0,0,0,1,0.1,0,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,0,0.0
ipl21,100002,1254068,1st innings,0,118,0/0,0,0,2,0.2,0,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,0,0.0
ipl21,100003,1254068,1st innings,0,117,0/0,0,0,3,0.3,0,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,0,0.0
ipl21,100004,1254068,1st innings,0,116,4/0,0,0,4,0.4,4,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,4,6.0
ipl21,100005,1254068,1st innings,0,115,4/0,0,0,5,0.5,0,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,0,4.8
ipl21,100006,1254068,1st innings,0,114,5/0,0,0,6,0.6,1,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,1,5.0
ipl21,100101,1254068,1st innings,0,113,9/0,0,0,7,1.1,4,0,0,False,,422108,KL Rahul,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,398438,Mayank Agarwal,4,7.71
ipl21,100102,1254068,1st innings,0,112,10/0,0,0,8,1.2,1,0,0,False,,422108,KL Rahul,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,398438,Mayank Agarwal,1,7.5
ipl21,100103,1254068,1st innings,0,111,10/0,0,0,9,1.3,0,0,0,False,,398438,Mayank Agarwal,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,422108,KL Rahul,0,6.66
ipl21,100104,1254068,1st innings,0,111,15/0,0,0,9,1.3,5,1,1,False,,398438,Mayank Agarwal,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,422108,KL Rahul,5,10.0
ipl21,100105,1254068,1st innings,0,110,21/0,0,0,10,1.4,6,0,0,False,,398438,Mayank Agarwal,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,422108,KL Rahul,6,12.6
ipl21,100106,1254068,1st innings,0,109,21/0,0,0,11,1.5,0,0,0,False,,398438,Mayank Agarwal,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,422108,KL Rahul,0,11.45
ipl21,100107,1254068,1st innings,0,108,25/0,0,0,12,1.6,4,0,0,False,,398438,Mayank Agarwal,Punjab Kings,573930,Lukman Meriwala,Delhi Capitals,,,422108,KL Rahul,4,12.5
ipl21,100201,1254068,1st innings,0,107,25/0,0,0,13,2.1,0,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,0,11.53
ipl21,100202,1254068,1st innings,0,106,25/0,0,0,14,2.2,0,0,0,False,,422108,KL Rahul,Punjab Kings,247235,Chris Woakes,Delhi Capitals,,,398438,Mayank Agarwal,0,10.71
