ipl_season,sequence,eventid,innings,target,remainingballs,homescore,awayscore,fallofwickets,ball,over,scorevalue,validball,extras,dismissal,dismissaltype,batsmanid,batsman,batsmanteam,bowlerid,bowler,bowlerteam,otherathleteinvolvedid,otherathleteinvolved,nonstrikerid,nonstriker,runs,runrate
ipl20,100001,1254097,1st innings,0,119,1/0,0,0,1,0.1,1,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,330902,Mustafizur Rahman,Rajasthan Royals,,,28235,Shikhar Dhawan,1,6.0
ipl20,100002,1254097,1st innings,0,118,2/0,0,0,2,0.2,1,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,330902,Mustafizur Rahman,Rajasthan Royals,,,1070168,Prithvi Shaw,1,6.0
ipl20,100003,1254097,1st innings,0,117,2/0,0,0,3,0.3,0,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,330902,Mustafizur Rahman,Rajasthan Royals,,,28235,Shikhar Dhawan,0,4.0
ipl20,100004,1254097,1st innings,0,116,3/0,0,0,4,0.4,1,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,330902,Mustafizur Rahman,Rajasthan Royals,,,28235,Shikhar Dhawan,1,4.5
ipl20,100005,1254097,1st innings,0,115,4/0,0,0,5,0.5,1,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,330902,Mustafizur Rahman,Rajasthan Royals,,,1070168,Prithvi Shaw,1,4.8
ipl20,100006,1254097,1st innings,0,114,6/0,0,0,6,0.6,2,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,330902,Mustafizur Rahman,Rajasthan Royals,,,28235,Shikhar Dhawan,2,6.0
ipl20,100101,1254097,1st innings,0,113,10/0,0,0,7,1.1,4,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,853265,Mahipal Lomror,Rajasthan Royals,,,1070168,Prithvi Shaw,4,8.57
ipl20,100102,1254097,1st innings,0,112,10/0,0,0,8,1.2,0,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,853265,Mahipal Lomror,Rajasthan Royals,,,1070168,Prithvi Shaw,0,7.5
ipl20,100103,1254097,1st innings,0,111,10/0,0,0,9,1.3,0,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,853265,Mahipal Lomror,Rajasthan Royals,,,1070168,Prithvi Shaw,0,6.66
ipl20,100104,1254097,1st innings,0,110,11/0,0,0,10,1.4,1,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,853265,Mahipal Lomror,Rajasthan Royals,,,1070168,Prithvi Shaw,1,6.6
ipl20,100105,1254097,1st innings,0,109,11/0,0,0,11,1.5,0,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,853265,Mahipal Lomror,Rajasthan Royals,,,28235,Shikhar Dhawan,0,6.0
ipl20,100106,1254097,1st innings,0,108,11/0,0,0,12,1.6,0,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,853265,Mahipal Lomror,Rajasthan Royals,,,28235,Shikhar Dhawan,0,5.5
ipl20,100201,1254097,1st innings,0,107,12/0,0,0,13,2.1,1,0,0,False,,28235,Shikhar Dhawan,Delhi Capitals,1131754,Chetan Sakariya,Rajasthan Royals,,,1070168,Prithvi Shaw,1,5.53
ipl20,100202,1254097,1st innings,0,106,12/0,0,0,14,2.2,0,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,1131754,Chetan Sakariya,Rajasthan Royals,,,28235,Shikhar Dhawan,0,5.14
ipl20,100203,1254097,1st innings,0,105,12/0,0,0,15,2.3,0,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,1131754,Chetan Sakariya,Rajasthan Royals,,,28235,Shikhar Dhawan,0,4.8
ipl20,100204,1254097,1st innings,0,104,14/0,0,0,16,2.4,2,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,1131754,Chetan Sakariya,Rajasthan Royals,,,28235,Shikhar Dhawan,2,5.25
ipl20,100205,1254097,1st innings,0,103,16/0,0,0,17,2.5,2,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,1131754,Chetan Sakariya,Rajasthan Royals,,,28235,Shikhar Dhawan,2,5.64
ipl20,100206,1254097,1st innings,0,102,18/0,0,0,18,2.6,2,0,0,False,,1070168,Prithvi Shaw,Delhi Capitals,1131754,Chetan Sakariya,Rajasthan Royals,,,28235,Shikhar Dhawan,2,6.0
ipl20,100301,1254097,1st innings,0,101,18/1,0,1,19,3.1,0,0,0,True,bowled,28235,Shikhar Dhawan,Delhi Capitals,1122918,Kartik Tyagi,Rajasthan Royals,1122918,Kartik Tyagi,1070168,Prithvi Shaw,0,5.68
ipl20,100302,1254097,1st innings,0,100,18/1,0,0,20,3.2,0,0,0,False,,642519,Shreyas Iyer,Delhi Capitals,1122918,Kartik Tyagi,Rajasthan Royals,,,1070168,Prithvi Shaw,0,5.4
