awayscore,ball,batsman,batsmanid,batsmanteam,bowler,bowlerid,bowlerteam,by_how_many,by_what,city,date,dismissal,dismissaltype,eventid,extras,fallofwickets,homescore,innings,ipl_season,matchid,mom,nonstriker,nonstrikerid,otherathleteinvolved,otherathleteinvolvedid,over,remainingballs,result,runrate,runs,scorevalue,sequence,target,team1,team2,tossdecision,validball,venue,winner,year
147/9,115,T Natarajan,802575,Sunrisers Hyderabad,Dale Steyn,47492,Royal Challengers Bangalore,,,,,False,,1216534,0,0,0,2nd innings,ipl20,,,Sandeep Sharma,438362,,,19.1,5,,7.66,1,1,201901,164,,,,0,,,
149/9,116,Sandeep Sharma,438362,Sunrisers Hyderabad,Dale Steyn,47492,Royal Challengers Bangalore,,,,,False,,1216534,0,0,0,2nd innings,ipl20,,,T Natarajan,802575,,,19.2,4,,7.7,2,2,201902,164,,,,0,,,
153/9,117,Sandeep Sharma,438362,Sunrisers Hyderabad,Dale Steyn,47492,Royal Challengers Bangalore,,,,,False,,1216534,0,0,0,2nd innings,ipl20,,,T Natarajan,802575,,,19.3,3,,7.84,4,4,201903,164,,,,0,,,
153/10,118,Sandeep Sharma,438362,Sunrisers Hyderabad,Dale Steyn,47492,Royal Challengers Bangalore,,,,,True,caught,1216534,0,10,0,2nd innings,ipl20,,,T Natarajan,802575,Dale Steyn,47492.0,19.4,2,,7.77,0,0,201904,164,,,,0,,,
0,1,Yashasvi Jaiswal,1151278,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,0/0,1st innings,ipl20,,,Steven Smith,267192,,,0.1,119,,0.0,0,0,100001,0,,,,0,,,
0,2,Yashasvi Jaiswal,1151278,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,0/0,1st innings,ipl20,,,Steven Smith,267192,,,0.2,118,,0.0,0,0,100002,0,,,,0,,,
0,3,Yashasvi Jaiswal,1151278,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,1/0,1st innings,ipl20,,,Steven Smith,267192,,,0.3,117,,2.0,1,1,100003,0,,,,0,,,
0,4,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,3/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,0.4,116,,4.5,2,2,100004,0,,,,0,,,
0,5,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,3/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,0.5,115,,3.6,0,0,100005,0,,,,0,,,
0,6,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,4/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,0.6,114,,4.0,1,1,100006,0,,,,0,,,
0,7,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,4/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,1.1,113,,3.42,0,0,100101,0,,,,0,,,
0,7,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,1,0,5/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,1.1,113,,4.28,1,1,100102,0,,,,1,,,
0,8,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,5/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,1.2,112,,3.75,0,0,100103,0,,,,0,,,
0,9,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,6/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,1.3,111,,4.0,1,1,100104,0,,,,0,,,
0,10,Yashasvi Jaiswal,1151278,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,7/0,1st innings,ipl20,,,Steven Smith,267192,,,1.4,110,,4.2,1,1,100105,0,,,,0,,,
0,11,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,7/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,1.5,109,,3.81,0,0,100106,0,,,,0,,,
0,12,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,7/0,1st innings,ipl20,,,Yashasvi Jaiswal,1151278,,,1.6,108,,3.5,0,0,100107,0,,,,0,,,
0,13,Yashasvi Jaiswal,1151278,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,11/0,1st innings,ipl20,,,Steven Smith,267192,,,2.1,107,,5.07,4,4,100201,0,,,,0,,,
0,14,Yashasvi Jaiswal,1151278,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,True,caught,1216496,0,1,11/1,1st innings,ipl20,,,Steven Smith,267192,Deepak Chahar,447261.0,2.2,106,,4.71,0,0,100202,0,,,,0,,,
0,15,Sanju Samson,425943,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,12/1,1st innings,ipl20,,,Steven Smith,267192,,,2.3,105,,4.8,1,1,100203,0,,,,0,,,
0,16,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,12/1,1st innings,ipl20,,,Sanju Samson,425943,,,2.4,104,,4.5,0,0,100204,0,,,,0,,,
0,17,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,16/1,1st innings,ipl20,,,Sanju Samson,425943,,,2.5,103,,5.64,4,4,100205,0,,,,0,,,
0,18,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,17/1,1st innings,ipl20,,,Sanju Samson,425943,,,2.6,102,,5.66,1,1,100206,0,,,,0,,,
0,19,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,23/1,1st innings,ipl20,,,Sanju Samson,425943,,,3.1,101,,7.26,6,6,100301,0,,,,0,,,
0,20,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,23/1,1st innings,ipl20,,,Sanju Samson,425943,,,3.2,100,,6.9,0,0,100302,0,,,,0,,,
0,21,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,24/1,1st innings,ipl20,,,Sanju Samson,425943,,,3.3,99,,6.85,1,1,100303,0,,,,0,,,
0,22,Sanju Samson,425943,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,24/1,1st innings,ipl20,,,Steven Smith,267192,,,3.4,98,,6.54,0,0,100304,0,,,,0,,,
0,23,Sanju Samson,425943,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,24/1,1st innings,ipl20,,,Steven Smith,267192,,,3.5,97,,6.26,0,0,100305,0,,,,0,,,
0,24,Sanju Samson,425943,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,26/1,1st innings,ipl20,,,Steven Smith,267192,,,3.6,96,,6.5,2,2,100306,0,,,,0,,,
0,25,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,27/1,1st innings,ipl20,,,Sanju Samson,425943,,,4.1,95,,6.48,1,1,100401,0,,,,0,,,
0,26,Sanju Samson,425943,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,27/1,1st innings,ipl20,,,Steven Smith,267192,,,4.2,94,,6.23,0,0,100402,0,,,,0,,,
0,27,Sanju Samson,425943,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,31/1,1st innings,ipl20,,,Steven Smith,267192,,,4.3,93,,6.88,4,4,100403,0,,,,0,,,
0,28,Sanju Samson,425943,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,37/1,1st innings,ipl20,,,Steven Smith,267192,,,4.4,92,,7.92,6,6,100404,0,,,,0,,,
0,29,Sanju Samson,425943,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,39/1,1st innings,ipl20,,,Steven Smith,267192,,,4.5,91,,8.06,2,2,100405,0,,,,0,,,
0,30,Sanju Samson,425943,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,40/1,1st innings,ipl20,,,Steven Smith,267192,,,4.6,90,,8.0,1,1,100406,0,,,,0,,,
0,31,Sanju Samson,425943,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,41/1,1st innings,ipl20,,,Steven Smith,267192,,,5.1,89,,7.93,1,1,100501,0,,,,0,,,
0,32,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,42/1,1st innings,ipl20,,,Sanju Samson,425943,,,5.2,88,,7.87,1,1,100502,0,,,,0,,,
0,33,Sanju Samson,425943,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,48/1,1st innings,ipl20,,,Steven Smith,267192,,,5.3,87,,8.72,6,6,100503,0,,,,0,,,
0,34,Sanju Samson,425943,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,49/1,1st innings,ipl20,,,Steven Smith,267192,,,5.4,86,,8.64,1,1,100504,0,,,,0,,,
0,35,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,53/1,1st innings,ipl20,,,Sanju Samson,425943,,,5.5,85,,9.08,4,4,100505,0,,,,0,,,
0,36,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,54/1,1st innings,ipl20,,,Sanju Samson,425943,,,5.6,84,,9.0,1,1,100506,0,,,,0,,,
0,37,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,55/1,1st innings,ipl20,,,Sanju Samson,425943,,,6.1,83,,8.91,1,1,100601,0,,,,0,,,
0,38,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,61/1,1st innings,ipl20,,,Steven Smith,267192,,,6.2,82,,9.63,6,6,100602,0,,,,0,,,
0,39,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,67/1,1st innings,ipl20,,,Steven Smith,267192,,,6.3,81,,10.3,6,6,100603,0,,,,0,,,
0,40,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,67/1,1st innings,ipl20,,,Steven Smith,267192,,,6.4,80,,10.05,0,0,100604,0,,,,0,,,
0,41,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,68/1,1st innings,ipl20,,,Steven Smith,267192,,,6.5,79,,9.95,1,1,100605,0,,,,0,,,
0,42,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,68/1,1st innings,ipl20,,,Sanju Samson,425943,,,6.6,78,,9.71,0,0,100606,0,,,,0,,,
0,43,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,74/1,1st innings,ipl20,,,Steven Smith,267192,,,7.1,77,,10.32,6,6,100701,0,,,,0,,,
0,44,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,80/1,1st innings,ipl20,,,Steven Smith,267192,,,7.2,76,,10.9,6,6,100702,0,,,,0,,,
0,45,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,81/1,1st innings,ipl20,,,Steven Smith,267192,,,7.3,75,,10.8,1,1,100703,0,,,,0,,,
0,46,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,82/1,1st innings,ipl20,,,Sanju Samson,425943,,,7.4,74,,10.69,1,1,100704,0,,,,0,,,
0,47,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,88/1,1st innings,ipl20,,,Steven Smith,267192,,,7.5,73,,11.23,6,6,100705,0,,,,0,,,
0,47,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,1,0,90/1,1st innings,ipl20,,,Steven Smith,267192,,,7.5,73,,11.48,2,2,100706,0,,,,1,,,
0,48,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,96/1,1st innings,ipl20,,,Sanju Samson,425943,,,7.6,72,,12.0,6,6,100707,0,,,,0,,,
0,49,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,97/1,1st innings,ipl20,,,Steven Smith,267192,,,8.1,71,,11.87,1,1,100801,0,,,,0,,,
0,50,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,97/1,1st innings,ipl20,,,Sanju Samson,425943,,,8.2,70,,11.64,0,0,100802,0,,,,0,,,
0,51,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,98/1,1st innings,ipl20,,,Sanju Samson,425943,,,8.3,69,,11.52,1,1,100803,0,,,,0,,,
0,52,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,98/1,1st innings,ipl20,,,Steven Smith,267192,,,8.4,68,,11.3,0,0,100804,0,,,,0,,,
0,53,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,99/1,1st innings,ipl20,,,Steven Smith,267192,,,8.5,67,,11.2,1,1,100805,0,,,,0,,,
0,54,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,100/1,1st innings,ipl20,,,Sanju Samson,425943,,,8.6,66,,11.11,1,1,100806,0,,,,0,,,
0,55,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,106/1,1st innings,ipl20,,,Sanju Samson,425943,,,9.1,65,,11.56,6,6,100901,0,,,,0,,,
0,56,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,107/1,1st innings,ipl20,,,Sanju Samson,425943,,,9.2,64,,11.46,1,1,100902,0,,,,0,,,
0,57,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,113/1,1st innings,ipl20,,,Steven Smith,267192,,,9.3,63,,11.89,6,6,100903,0,,,,0,,,
0,58,Sanju Samson,425943,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,114/1,1st innings,ipl20,,,Steven Smith,267192,,,9.4,62,,11.79,1,1,100904,0,,,,0,,,
0,59,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,118/1,1st innings,ipl20,,,Sanju Samson,425943,,,9.5,61,,12.0,4,4,100905,0,,,,0,,,
0,60,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,119/1,1st innings,ipl20,,,Sanju Samson,425943,,,9.6,60,,11.9,1,1,100906,0,,,,0,,,
0,61,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,120/1,1st innings,ipl20,,,Sanju Samson,425943,,,10.1,59,,11.8,1,1,101001,0,,,,0,,,
0,62,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,120/1,1st innings,ipl20,,,Steven Smith,267192,,,10.2,58,,11.61,0,0,101002,0,,,,0,,,
0,63,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,126/1,1st innings,ipl20,,,Steven Smith,267192,,,10.3,57,,12.0,6,6,101003,0,,,,0,,,
0,64,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,127/1,1st innings,ipl20,,,Steven Smith,267192,,,10.4,56,,11.9,1,1,101004,0,,,,0,,,
0,64,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,1,0,128/1,1st innings,ipl20,,,Sanju Samson,425943,,,10.4,56,,12.0,1,1,101005,0,,,,1,,,
0,65,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,129/1,1st innings,ipl20,,,Sanju Samson,425943,,,10.5,55,,11.9,1,1,101006,0,,,,0,,,
0,66,Sanju Samson,425943,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,129/1,1st innings,ipl20,,,Steven Smith,267192,,,10.6,54,,11.72,0,0,101007,0,,,,0,,,
0,67,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,130/1,1st innings,ipl20,,,Sanju Samson,425943,,,11.1,53,,11.64,1,1,101101,0,,,,0,,,
0,68,Sanju Samson,425943,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,131/1,1st innings,ipl20,,,Steven Smith,267192,,,11.2,52,,11.55,1,1,101102,0,,,,0,,,
0,69,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,132/1,1st innings,ipl20,,,Sanju Samson,425943,,,11.3,51,,11.47,1,1,101103,0,,,,0,,,
0,70,Sanju Samson,425943,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,True,caught,1216496,0,2,132/2,1st innings,ipl20,,,Steven Smith,267192,Sanju Samson,425943.0,11.4,50,,11.31,0,0,101104,0,,,,0,,,
0,70,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,1,0,133/2,1st innings,ipl20,,,David Miller,321777,,,11.4,50,,11.4,1,1,101105,0,,,,1,,,
0,71,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,133/2,1st innings,ipl20,,,David Miller,321777,,,11.5,49,,11.23,0,0,101106,0,,,,0,,,
0,72,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,True,run out,1216496,0,3,134/3,1st innings,ipl20,,,David Miller,321777,Steven Smith,267192.0,11.6,48,,11.16,1,1,101107,0,,,,0,,,
0,73,Robin Uthappa,35582,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,134/3,1st innings,ipl20,,,Steven Smith,267192,,,12.1,47,,11.01,0,0,101201,0,,,,0,,,
0,74,Robin Uthappa,35582,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,135/3,1st innings,ipl20,,,Steven Smith,267192,,,12.2,46,,10.94,1,1,101202,0,,,,0,,,
0,75,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,136/3,1st innings,ipl20,,,Robin Uthappa,35582,,,12.3,45,,10.88,1,1,101203,0,,,,0,,,
0,76,Robin Uthappa,35582,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,136/3,1st innings,ipl20,,,Steven Smith,267192,,,12.4,44,,10.73,0,0,101204,0,,,,0,,,
0,77,Robin Uthappa,35582,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,136/3,1st innings,ipl20,,,Steven Smith,267192,,,12.5,43,,10.59,0,0,101205,0,,,,0,,,
0,78,Robin Uthappa,35582,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,137/3,1st innings,ipl20,,,Steven Smith,267192,,,12.6,42,,10.53,1,1,101206,0,,,,0,,,
0,79,Robin Uthappa,35582,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,138/3,1st innings,ipl20,,,Steven Smith,267192,,,13.1,41,,10.48,1,1,101301,0,,,,0,,,
0,80,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,139/3,1st innings,ipl20,,,Robin Uthappa,35582,,,13.2,40,,10.42,1,1,101302,0,,,,0,,,
0,81,Robin Uthappa,35582,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,140/3,1st innings,ipl20,,,Steven Smith,267192,,,13.3,39,,10.37,1,1,101303,0,,,,0,,,
0,81,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,1,0,141/3,1st innings,ipl20,,,Robin Uthappa,35582,,,13.3,39,,10.44,1,1,101304,0,,,,1,,,
0,82,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,147/3,1st innings,ipl20,,,Robin Uthappa,35582,,,13.4,38,,10.75,6,6,101305,0,,,,0,,,
0,83,Steven Smith,267192,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,148/3,1st innings,ipl20,,,Robin Uthappa,35582,,,13.5,37,,10.69,1,1,101306,0,,,,0,,,
0,84,Robin Uthappa,35582,Rajasthan Royals,Ravindra Jadeja,234675,Chennai Super Kings,,,,,False,,1216496,0,0,149/3,1st innings,ipl20,,,Steven Smith,267192,,,13.6,36,,10.64,1,1,101307,0,,,,0,,,
0,85,Robin Uthappa,35582,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,True,caught,1216496,0,4,149/4,1st innings,ipl20,,,Steven Smith,267192,Piyush Chawla,32966.0,14.1,35,,10.51,0,0,101401,0,,,,0,,,
0,86,Rahul Tewatia,423838,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,150/4,1st innings,ipl20,,,Steven Smith,267192,,,14.2,34,,10.46,1,1,101402,0,,,,0,,,
0,87,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,151/4,1st innings,ipl20,,,Rahul Tewatia,423838,,,14.3,33,,10.41,1,1,101403,0,,,,0,,,
0,88,Rahul Tewatia,423838,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,152/4,1st innings,ipl20,,,Steven Smith,267192,,,14.4,32,,10.36,1,1,101404,0,,,,0,,,
0,89,Steven Smith,267192,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,153/4,1st innings,ipl20,,,Rahul Tewatia,423838,,,14.5,31,,10.31,1,1,101405,0,,,,0,,,
0,90,Rahul Tewatia,423838,Rajasthan Royals,Piyush Chawla,32966,Chennai Super Kings,,,,,False,,1216496,0,0,154/4,1st innings,ipl20,,,Steven Smith,267192,,,14.6,30,,10.26,1,1,101406,0,,,,0,,,
0,91,Rahul Tewatia,423838,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,155/4,1st innings,ipl20,,,Steven Smith,267192,,,15.1,29,,10.21,1,1,101501,0,,,,0,,,
0,92,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,159/4,1st innings,ipl20,,,Rahul Tewatia,423838,,,15.2,28,,10.36,4,4,101502,0,,,,0,,,
0,93,Steven Smith,267192,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,160/4,1st innings,ipl20,,,Rahul Tewatia,423838,,,15.3,27,,10.32,1,1,101503,0,,,,0,,,
0,94,Rahul Tewatia,423838,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,164/4,1st innings,ipl20,,,Steven Smith,267192,,,15.4,26,,10.46,4,4,101504,0,,,,0,,,
0,95,Rahul Tewatia,423838,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,166/4,1st innings,ipl20,,,Steven Smith,267192,,,15.5,25,,10.48,2,2,101505,0,,,,0,,,
0,96,Rahul Tewatia,423838,Rajasthan Royals,Lungi Ngidi,542023,Chennai Super Kings,,,,,False,,1216496,0,0,166/4,1st innings,ipl20,,,Steven Smith,267192,,,15.6,24,,10.37,0,0,101506,0,,,,0,,,
0,97,Steven Smith,267192,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,167/4,1st innings,ipl20,,,Rahul Tewatia,423838,,,16.1,23,,10.32,1,1,101601,0,,,,0,,,
0,98,Rahul Tewatia,423838,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,True,leg before wicket,1216496,0,5,167/5,1st innings,ipl20,,,Steven Smith,267192,Sam Curran,662973.0,16.2,22,,10.22,0,0,101602,0,,,,0,,,
0,99,Riyan Parag,1079434,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,167/5,1st innings,ipl20,,,Steven Smith,267192,,,16.3,21,,10.12,0,0,101603,0,,,,0,,,
0,100,Riyan Parag,1079434,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,169/5,1st innings,ipl20,,,Steven Smith,267192,,,16.4,20,,10.14,2,2,101604,0,,,,0,,,
0,101,Riyan Parag,1079434,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,False,,1216496,0,0,173/5,1st innings,ipl20,,,Steven Smith,267192,,,16.5,19,,10.27,4,4,101605,0,,,,0,,,
0,102,Riyan Parag,1079434,Rajasthan Royals,Sam Curran,662973,Chennai Super Kings,,,,,True,caught,1216496,0,6,173/6,1st innings,ipl20,,,Steven Smith,267192,Sam Curran,662973.0,16.6,18,,10.17,0,0,101606,0,,,,0,,,
0,103,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,174/6,1st innings,ipl20,,,Tom Curran,550235,,,17.1,17,,10.13,1,1,101701,0,,,,0,,,
0,104,Tom Curran,550235,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,1,0,175/6,1st innings,ipl20,,,Steven Smith,267192,,,17.2,16,,10.09,1,1,101702,0,,,,0,,,
0,105,Steven Smith,267192,Rajasthan Royals,Deepak Chahar,447261,Chennai Super Kings,,,,,False,,1216496,0,0,176/6,1st innings,ipl20,,,Tom Curran,550235,,,17.3,15,,10.05,1,1,101703,0,,,,0,,,
