matchid,pred_points_player,actual_points_player,pred_selection_cnt,accuracy,rewards_earned
829793,349.0,677.5,11.0,0.48487084870848707,-50.0
829795,848.5,907.5,11.0,0.06501377410468319,950.0
829797,370.5,793.5,11.0,0.5330812854442344,-50.0
829799,659.5,792.5,11.0,0.16782334384858044,50.0
829801,439.0,634.0,11.0,0.30757097791798105,-50.0
829803,330.0,500.0,11.0,0.34,-50.0
829805,394.5,636.5,11.0,0.38020424194815394,-50.0
829807,542.0,598.0,11.0,0.09364548494983277,350.0
829809,263.0,541.0,11.0,0.5138632162661737,-50.0
829811,819.5,1025.5,11.0,0.2008776206728425,0.0
829813,458.0,494.0,11.0,0.0728744939271255,950.0
829815,352.5,616.5,11.0,0.4282238442822384,-50.0
829817,644.5,774.5,11.0,0.16785022595222723,50.0
829819,507.0,686.0,11.0,0.260932944606414,-50.0
829821,380.0,582.5,11.0,0.34763948497854075,-50.0
829823,411.0,829.0,11.0,0.5042219541616405,-50.0
980901,495.0,623.0,11.0,0.20545746388443017,0.0
980903,472.5,619.5,11.0,0.23728813559322035,0.0
980905,449.0,732.5,11.0,0.3870307167235495,-50.0
980907,652.0,803.0,11.0,0.18804483188044832,50.0
980909,586.0,748.0,11.0,0.21657754010695188,0.0
980911,407.0,690.5,11.0,0.4105720492396814,-50.0
980913,306.0,622.0,11.0,0.5080385852090032,-50.0
980915,389.0,675.5,11.0,0.4241302738712065,-50.0
980917,574.5,751.5,11.0,0.23552894211576847,0.0
980919,436.5,722.5,11.0,0.3958477508650519,-50.0
980921,672.5,858.5,11.0,0.21665695981362842,0.0
980923,389.0,690.5,11.0,0.4366401158580739,-50.0
980925,468.5,646.5,11.0,0.27532869296210366,-50.0
980927,412.0,674.5,11.0,0.38917716827279464,-50.0
980929,527.5,677.5,11.0,0.22140221402214022,0.0
980931,745.5,843.5,11.0,0.11618257261410789,75.0
980933,412.0,627.5,11.0,0.3434262948207171,-50.0
980935,459.0,601.0,11.0,0.23627287853577372,0.0
980937,508.0,707.5,11.0,0.28197879858657243,-50.0
980939,413.0,696.0,11.0,0.40660919540229884,-50.0
980941,391.5,804.5,11.0,0.5133623368551895,-50.0
980943,341.0,642.0,11.0,0.4688473520249221,-50.0
980945,800.5,889.5,11.0,0.10005621135469364,75.0
980947,515.0,655.0,11.0,0.21374045801526717,0.0
980949,657.0,781.0,11.0,0.1587708066581306,50.0
980951,423.0,894.0,11.0,0.5268456375838926,-50.0
980953,605.0,708.0,11.0,0.14548022598870056,75.0
980955,520.0,776.5,11.0,0.330328396651642,-50.0
980957,448.0,644.0,11.0,0.30434782608695654,-50.0
980959,595.5,783.5,11.0,0.23994894703254627,0.0
980961,261.0,608.5,11.0,0.571076417419885,-50.0
980963,555.0,738.0,11.0,0.24796747967479674,0.0
980965,462.0,576.0,11.0,0.19791666666666666,50.0
980967,482.5,641.5,11.0,0.24785658612626657,0.0
980969,782.0,861.0,11.0,0.09175377468060394,350.0
980971,388.0,750.0,11.0,0.4826666666666667,-50.0
980973,469.0,753.5,11.0,0.37757133377571334,-50.0
980975,335.5,708.5,11.0,0.5264643613267467,-50.0
980977,590.5,695.5,11.0,0.1509705248023005,50.0
980979,346.5,790.5,11.0,0.5616698292220114,-50.0
980981,433.5,568.5,11.0,0.23746701846965698,0.0
980983,410.0,559.0,11.0,0.26654740608228983,-50.0
980985,436.5,729.5,11.0,0.4016449623029472,-50.0
980987,806.5,1049.5,11.0,0.2315388280133397,0.0
980989,274.5,414.5,11.0,0.33775633293124246,-50.0
980991,309.0,657.0,11.0,0.5296803652968036,-50.0
980993,574.0,828.5,11.0,0.3071816535908268,-50.0
980995,543.0,702.0,11.0,0.2264957264957265,0.0
980997,417.5,538.5,11.0,0.22469823584029713,0.0
980999,746.0,861.0,11.0,0.13356562137049943,75.0
981001,546.0,607.0,11.0,0.10049423393739704,75.0
981003,527.5,648.5,11.0,0.18658442559753277,50.0
981005,397.0,803.5,11.0,0.5059116365899191,-50.0
981007,410.5,795.5,11.0,0.48397234443746073,-50.0
981009,425.0,668.0,11.0,0.36377245508982037,-50.0
981011,588.5,634.5,11.0,0.07249802994483845,950.0
981013,678.5,942.5,11.0,0.280106100795756,-50.0
981015,455.0,695.0,11.0,0.34532374100719426,-50.0
981017,443.0,757.5,11.0,0.4151815181518152,-50.0
981019,519.0,834.0,11.0,0.3776978417266187,-50.0
1082591,551.5,657.5,11.0,0.1612167300380228,50.0
1082592,486.0,753.0,11.0,0.3545816733067729,-50.0
1082593,335.5,747.5,11.0,0.551170568561873,-50.0
1082594,324.0,581.0,11.0,0.4423407917383821,-50.0
1082595,621.5,749.5,11.0,0.17078052034689792,50.0
1082596,460.0,626.5,11.0,0.2657621707901037,-50.0
1082597,535.0,762.0,11.0,0.2979002624671916,-50.0
1082598,455.0,675.0,11.0,0.32592592592592595,-50.0
1082599,565.0,779.5,11.0,0.2751763951250802,-50.0
1082600,554.5,709.5,11.0,0.21846370683579985,0.0
1082601,561.5,720.5,11.0,0.22068008327550312,0.0
1082602,239.0,756.0,11.0,0.6838624338624338,-50.0
1082603,386.5,790.5,11.0,0.5110689437065149,-50.0
1082604,417.5,663.5,11.0,0.3707611152976639,-50.0
1082605,453.0,744.0,11.0,0.3911290322580645,-50.0
1082606,321.0,667.5,11.0,0.5191011235955056,-50.0
1082607,323.0,668.5,11.0,0.5168287210172027,-50.0
1082608,588.5,712.5,11.0,0.17403508771929824,50.0
1082609,755.0,935.0,11.0,0.1925133689839572,50.0
1082610,610.0,748.0,11.0,0.18449197860962566,50.0
1082611,415.0,791.0,11.0,0.47534766118836913,-50.0
1082612,491.0,821.0,11.0,0.40194884287454324,-50.0
1082613,556.0,756.0,11.0,0.26455026455026454,-50.0
1082614,305.0,676.0,11.0,0.5488165680473372,-50.0
1082615,528.5,615.5,11.0,0.1413484971567831,75.0
1082616,518.0,742.0,11.0,0.3018867924528302,-50.0
1082617,354.0,738.0,11.0,0.5203252032520326,-50.0
1082618,216.0,681.0,11.0,0.6828193832599119,-50.0
1082620,650.5,748.5,11.0,0.13092852371409486,75.0
1082621,272.0,665.5,11.0,0.5912847483095417,-50.0
1082622,542.0,674.0,11.0,0.19584569732937684,50.0
1082623,718.0,850.0,11.0,0.15529411764705883,50.0
1082624,449.5,620.5,11.0,0.2755842062852538,-50.0
1082625,379.0,803.0,11.0,0.5280199252801993,-50.0
1082626,420.0,589.0,11.0,0.2869269949066214,-50.0
1082627,642.5,815.5,11.0,0.21213979153893317,0.0
1082628,477.0,676.5,11.0,0.29490022172949004,-50.0
1082629,386.5,815.5,11.0,0.5260576333537706,-50.0
1082630,489.0,603.0,11.0,0.1890547263681592,50.0
1082631,369.0,740.0,11.0,0.5013513513513513,-50.0
1082632,474.0,879.0,11.0,0.46075085324232085,-50.0
1082633,579.5,813.5,11.0,0.2876459741856177,-50.0
1082634,533.0,880.0,11.0,0.39431818181818185,-50.0
1082635,462.0,738.5,11.0,0.3744075829383886,-50.0
1082636,394.0,821.0,11.0,0.5200974421437271,-50.0
1082637,586.0,802.0,11.0,0.26932668329177056,-50.0
1082638,366.5,618.5,11.0,0.4074373484236055,-50.0
1082639,273.0,711.5,11.0,0.6163035839775123,-50.0
1082640,574.0,752.0,11.0,0.23670212765957446,0.0
1082641,494.5,819.5,11.0,0.39658328248932273,-50.0
1082642,459.0,735.0,11.0,0.37551020408163266,-50.0
1082643,473.5,844.5,11.0,0.43931320307874483,-50.0
1082644,313.0,691.0,11.0,0.5470332850940666,-50.0
1082645,296.0,542.0,11.0,0.45387453874538747,-50.0
1082646,586.0,739.0,11.0,0.2070365358592693,0.0
1082647,121.0,704.5,11.0,0.8282469836763662,-50.0
1082648,322.0,483.0,11.0,0.3333333333333333,-50.0
1082649,421.0,703.5,11.0,0.4015636105188344,-50.0
1082650,292.0,663.0,11.0,0.5595776772247361,-50.0
1136561,414.0,754.0,11.0,0.4509283819628647,-50.0
1136562,588.5,641.5,11.0,0.08261886204208885,350.0
1136563,488.0,773.0,11.0,0.36869340232858994,-50.0
1136564,445.0,612.0,11.0,0.272875816993464,-50.0
1136565,493.0,772.5,11.0,0.3618122977346278,-50.0
1136566,378.0,435.0,11.0,0.1310344827586207,75.0
1136567,351.0,756.5,11.0,0.536021150033047,-50.0
1136568,511.0,725.5,11.0,0.29565816678152995,-50.0
1136569,351.0,794.0,11.0,0.5579345088161209,-50.0
1136570,582.5,690.5,11.0,0.1564083997103548,50.0
1136571,541.5,781.5,11.0,0.30710172744721687,-50.0
1136572,406.5,745.5,11.0,0.45472837022132795,-50.0
1136573,558.0,811.0,11.0,0.311960542540074,-50.0
1136574,512.0,905.0,11.0,0.43425414364640885,-50.0
1136575,414.0,647.0,11.0,0.3601236476043277,-50.0
1136576,527.0,758.0,11.0,0.30474934036939316,-50.0
1136577,643.0,933.5,11.0,0.3111944295661489,-50.0
1136578,571.0,678.0,11.0,0.15781710914454278,50.0
1136579,414.0,741.0,11.0,0.44129554655870445,-50.0
1136580,385.0,759.0,11.0,0.4927536231884058,-50.0
1136581,328.0,764.0,11.0,0.5706806282722513,-50.0
1136582,395.5,662.5,11.0,0.4030188679245283,-50.0
1136583,419.0,657.0,11.0,0.3622526636225266,-50.0
1136584,643.0,863.5,11.0,0.25535610885929355,-50.0
1136585,344.5,855.5,11.0,0.5973115137346581,-50.0
1136586,567.0,832.0,11.0,0.31850961538461536,-50.0
1136587,261.0,694.5,11.0,0.6241900647948164,-50.0
1136588,487.5,679.5,11.0,0.282560706401766,-50.0
1136589,374.0,692.5,11.0,0.459927797833935,-50.0
1136590,468.0,788.0,11.0,0.40609137055837563,-50.0
1136591,533.0,734.0,11.0,0.273841961852861,-50.0
1136592,590.5,745.5,11.0,0.20791415157612342,0.0
1136593,398.0,671.0,11.0,0.4068554396423249,-50.0
1136594,483.5,609.5,11.0,0.20672682526661199,0.0
1136595,292.5,625.5,11.0,0.5323741007194245,-50.0
1136596,208.0,596.5,11.0,0.6512992455993294,-50.0
1136597,642.5,732.5,11.0,0.12286689419795221,75.0
1136598,538.0,682.5,11.0,0.21172161172161172,0.0
1136599,559.5,664.5,11.0,0.1580135440180587,50.0
1136600,609.5,845.5,11.0,0.27912477823772913,-50.0
1136601,512.0,720.5,11.0,0.28938237335183903,-50.0
1136602,709.5,820.5,11.0,0.13528336380255943,75.0
1136603,541.5,642.5,11.0,0.15719844357976653,50.0
1136604,817.0,935.0,11.0,0.12620320855614972,75.0
1136605,544.5,708.5,11.0,0.23147494707127736,0.0
1136606,674.5,789.5,11.0,0.14566181127295758,75.0
1136607,581.5,761.5,11.0,0.23637557452396585,0.0
1136608,405.5,515.5,11.0,0.2133850630455868,0.0
1136609,684.0,785.0,11.0,0.1286624203821656,75.0
1136610,711.0,858.0,11.0,0.17132867132867133,50.0
1136611,377.5,838.5,11.0,0.5497912939773405,-50.0
1136612,333.0,642.0,11.0,0.48130841121495327,-50.0
1136613,340.0,800.5,11.0,0.5752654590880699,-50.0
1136614,499.5,776.5,11.0,0.3567289117836446,-50.0
1136615,470.0,721.5,11.0,0.3485793485793486,-50.0
1136616,352.0,830.0,11.0,0.5759036144578313,-50.0
1136617,398.0,643.5,11.0,0.3815073815073815,-50.0
1136618,487.0,668.0,11.0,0.27095808383233533,-50.0
1136619,623.5,771.5,11.0,0.1918340894361633,50.0
1136620,653.5,743.5,11.0,0.121049092131809,75.0
1175356,408.0,633.5,11.0,0.35595895816890294,-50.0
1175357,487.5,743.5,11.0,0.34431741761936785,-50.0
1175358,592.5,775.5,11.0,0.23597678916827852,0.0
1175359,625.5,746.5,11.0,0.1620897521768252,50.0
1175360,419.5,591.5,11.0,0.2907861369399831,-50.0
1175361,558.0,759.0,11.0,0.2648221343873518,-50.0
1175362,526.5,809.5,11.0,0.34959851760345895,-50.0
1175363,733.0,834.0,11.0,0.1211031175059952,75.0
1175364,534.0,698.0,11.0,0.2349570200573066,0.0
1175365,490.0,822.0,11.0,0.40389294403892945,-50.0
1175366,291.0,862.0,11.0,0.6624129930394431,-50.0
1175367,269.0,803.5,11.0,0.6652146857498444,-50.0
1175368,419.5,845.5,11.0,0.5038438793613247,-50.0
1175369,580.0,668.0,11.0,0.1317365269461078,75.0
1175370,497.0,748.5,11.0,0.3360053440213761,-50.0
1175371,239.0,573.5,11.0,0.5832606800348736,-50.0
1175372,662.0,762.0,11.0,0.13123359580052493,75.0
1178393,233.0,683.5,11.0,0.6591075347476225,-50.0
1178394,236.0,755.0,11.0,0.6874172185430464,-50.0
1178395,478.0,736.5,11.0,0.35098438560760353,-50.0
1178396,533.0,612.0,11.0,0.12908496732026145,75.0
1178397,516.0,611.0,11.0,0.15548281505728315,50.0
1178398,510.5,632.5,11.0,0.19288537549407114,50.0
1178399,587.0,859.0,11.0,0.31664726426076834,-50.0
1178400,367.0,694.5,11.0,0.4715622750179986,-50.0
1178401,561.0,787.0,11.0,0.28716645489199494,-50.0
1178402,696.5,822.5,11.0,0.15319148936170213,50.0
1178403,664.0,722.0,11.0,0.08033240997229917,350.0
1178404,500.0,772.0,11.0,0.35233160621761656,-50.0
1178405,498.0,839.5,11.0,0.406789755807028,-50.0
1178406,613.0,839.0,11.0,0.2693682955899881,-50.0
1178407,563.0,700.0,11.0,0.1957142857142857,50.0
1178408,376.5,591.5,11.0,0.36348267117497884,-50.0
1178409,461.5,702.5,11.0,0.34306049822064055,-50.0
1178410,742.5,900.5,11.0,0.17545807884508607,50.0
1178411,419.0,665.5,11.0,0.37039819684447783,-50.0
1178412,555.5,711.5,11.0,0.21925509486999298,0.0
1178413,337.5,700.5,11.0,0.5182012847965739,-50.0
1178414,539.5,732.5,11.0,0.26348122866894197,-50.0
1178415,717.0,837.0,11.0,0.14336917562724014,75.0
1178416,250.0,741.5,11.0,0.6628455832771409,-50.0
1178417,484.0,778.5,11.0,0.37829158638407195,-50.0
1178418,291.0,817.5,11.0,0.6440366972477064,-50.0
1178419,351.0,746.5,11.0,0.5298057602143336,-50.0
1178420,558.5,676.5,11.0,0.17442719881744273,50.0
1178421,557.0,647.0,11.0,0.1391035548686244,75.0
1178422,751.0,945.0,11.0,0.2052910052910053,0.0
1178423,688.0,820.0,11.0,0.16097560975609757,50.0
1178424,267.0,414.0,11.0,0.35507246376811596,-50.0
1178425,506.0,796.0,11.0,0.36432160804020103,-50.0
1178426,574.0,754.0,11.0,0.23872679045092837,0.0
1178427,300.0,651.0,11.0,0.5391705069124424,-50.0
1178428,365.5,710.5,11.0,0.48557353976073186,-50.0
1178429,173.0,783.5,11.0,0.7791959157626037,-50.0
1178430,520.5,804.5,11.0,0.35301429459291483,-50.0
1178431,386.0,628.0,11.0,0.3853503184713376,-50.0
1181764,371.0,574.0,11.0,0.35365853658536583,-50.0
1181766,330.0,732.5,11.0,0.5494880546075085,-50.0
1181767,437.5,646.5,11.0,0.32327919566898683,-50.0
1181768,228.0,701.5,11.0,0.6749821810406272,-50.0
