matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points,total_points_avg
734003,F du Plessis,40.0,40.0,40.0,,2.0,2.0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,All Rounder,1600.0,,2.0,0,1602.0,,0,,0,0.0,1602.0,697.1
734003,IC Pandey,,,,,,,,,,,18.0,18.0,18.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,6.0,Bowler,,,,0,0.0,,2,0.0,0,2.0,2.0,13.1
734003,JP Faulkner,1.0,4.0,4.0,,,5.0,1st innings,Rajasthan Royals,Chennai Super Kings,1.0,25.0,25.0,34.0,0.0,2nd innings,Chennai Super Kings,Rajasthan Royals,8.16,All Rounder,1.0,,,0,1.0,25.0,0,0.0,0,25.0,26.0,241.4
734003,KK Cooper,,,,,,,,,,1.0,24.0,24.0,25.0,0.0,2nd innings,Chennai Super Kings,Rajasthan Royals,6.25,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,102.0
734003,KK Nair,8.0,11.0,11.0,,1.0,2.0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,nan,64.0,,1.0,0,65.0,,0,,0,0.0,65.0,
734003,MM Sharma,,,,,,,,,,3.0,24.0,24.0,31.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,7.75,Bowler,,,,0,0.0,75.0,0,0.0,0,75.0,75.0,40.0
734003,MS Dhoni,27.0,17.0,17.0,1.0,1.0,4.0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,nan,729.0,2.0,1.0,0,732.0,,0,,0,0.0,732.0,882.0
734003,PV Tambe,,,,,,,,,,,25.0,25.0,33.0,0.0,2nd innings,Chennai Super Kings,Rajasthan Royals,7.92,Bowler,,,,0,0.0,,0,0.0,0,0.0,0.0,40.3
734003,R Ashwin,15.0,16.0,16.0,,1.0,3.0,2nd innings,Chennai Super Kings,Rajasthan Royals,1.0,26.0,26.0,36.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,8.307692307692308,Bowler,225.0,,1.0,0,226.0,25.0,0,0.0,0,25.0,251.0,69.3
734003,R Bhatia,7.0,4.0,4.0,,1.0,7.0,1st innings,Rajasthan Royals,Chennai Super Kings,1.0,25.0,25.0,29.0,0.0,2nd innings,Chennai Super Kings,Rajasthan Royals,6.96,Bowler,49.0,,1.0,0,50.0,25.0,0,0.0,0,25.0,75.0,130.5
734003,RA Jadeja,11.0,6.0,6.0,1.0,,5.0,2nd innings,Chennai Super Kings,Rajasthan Royals,2.0,24.0,24.0,18.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,4.5,All Rounder,121.0,2.0,,0,123.0,50.0,4,0.0,0,54.0,177.0,253.3
734003,S Badree,,,,,,,,,,1.0,25.0,25.0,14.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,3.36,Bowler,,,,0,0.0,25.0,6,0.0,0,31.0,31.0,
734003,SK Raina,2.0,3.0,3.0,,,1.0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,All Rounder,4.0,,,0,4.0,,0,,0,0.0,4.0,910.4
734003,SPD Smith,10.0,8.0,8.0,,1.0,4.0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,nan,100.0,,1.0,0,101.0,,0,,0,0.0,101.0,830.8
734003,SR Watson,60.0,39.0,39.0,4.0,3.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,All Rounder,3600.0,8.0,3.0,8,3619.0,,0,,0,0.0,3619.0,617.0
734003,STR Binny,23.0,17.0,17.0,2.0,,3.0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,All Rounder,529.0,4.0,,0,533.0,,0,,0,0.0,533.0,374.7
734003,V Shankar,,,,,,,,,,,6.0,6.0,19.0,0.0,1st innings,Rajasthan Royals,Chennai Super Kings,19.0,All Rounder,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,
734005,AB de Villiers,33.0,17.0,17.0,1.0,4.0,2.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,nan,1089.0,2.0,4.0,0,1095.0,,0,,0,0.0,1095.0,1922.2
734005,AN Ahmed,,,,,,,,,,1.0,27.0,27.0,37.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,8.222222222222221,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,57.5
734005,CH Gayle,22.0,23.0,23.0,2.0,1.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,All Rounder,484.0,4.0,1.0,0,489.0,,0,,0,0.0,489.0,1027.9
734005,Imran Tahir,,,,,,,,,,,24.0,24.0,48.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,12.0,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,
734005,JP Duminy,49.0,30.0,30.0,3.0,3.0,3.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,24.0,24.0,25.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,6.25,All Rounder,2401.0,6.0,3.0,0,2410.0,,0,0.0,0,0.0,2410.0,1913.4
734005,KD Karthik,1.0,2.0,2.0,,,4.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,1.0,,,0,1.0,,0,,0,0.0,1.0,1030.7
734005,KM Jadhav,39.0,20.0,20.0,2.0,3.0,5.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,1521.0,4.0,3.0,0,1528.0,,0,,0,0.0,1528.0,364.8
734005,KP Pietersen,40.0,31.0,31.0,1.0,3.0,2.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,All Rounder,1600.0,2.0,3.0,0,1605.0,,0,,0,0.0,1605.0,726.4
734005,M Muralitharan,,,,,,,,,,2.0,24.0,24.0,25.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,6.25,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,14.2
734005,M Vijay,1.0,3.0,3.0,,,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,All Rounder,1.0,,,0,1.0,,0,,0,0.0,1.0,886.8
734005,MA Agarwal,31.0,25.0,25.0,2.0,2.0,1.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,961.0,4.0,2.0,0,967.0,,0,,0,0.0,967.0,304.7
734005,MA Starc,,,,,,,,,,2.0,25.0,25.0,25.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,6.0,All Rounder,,,,0,0.0,50.0,2,0.0,0,52.0,52.0,
734005,Mohammed Shami,1.0,1.0,1.0,,,7.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,1.0,25.0,25.0,30.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,7.2,Bowler,1.0,,,0,1.0,25.0,0,0.0,0,25.0,26.0,13.5
734005,PA Patel,33.0,28.0,28.0,,4.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,nan,1089.0,,4.0,0,1093.0,,0,,0,0.0,1093.0,649.6
734005,Q de Kock,6.0,6.0,6.0,,1.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,nan,36.0,,1.0,0,37.0,,0,,0,0.0,37.0,
734005,R Shukla,2.0,6.0,6.0,,,6.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,1.0,27.0,27.0,38.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,8.444444444444445,Bowler,4.0,,,0,4.0,25.0,0,0.0,0,25.0,29.0,
734005,S Kaul,,,,,,,,,,1.0,25.0,25.0,36.0,0.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,8.64,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,
734005,S Rana,15.0,14.0,14.0,,1.0,4.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,nan,225.0,,1.0,0,226.0,,0,,0,0.0,226.0,
734005,V Kohli,10.0,11.0,11.0,,,1.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,All Rounder,100.0,,,0,100.0,,0,,0,0.0,100.0,846.5
734005,YS Chahal,,,,,,,,,,1.0,24.0,24.0,45.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,11.25,Bowler,,,,0,0.0,25.0,-6,0.0,0,19.0,19.0,30.5
734005,Yuvraj Singh,73.0,32.0,32.0,9.0,1.0,3.0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,24.0,24.0,28.0,0.0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,7.0,All Rounder,5329.0,18.0,1.0,8,5356.0,,0,0.0,0,0.0,5356.0,1357.5
734007,A Mishra,,,,,,,,,,1.0,25.0,25.0,31.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,7.44,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,23.9
734007,AJ Finch,23.0,25.0,25.0,,2.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,All Rounder,529.0,,2.0,0,531.0,,0,,0,0.0,531.0,1962.0
734007,AR Patel,,,,,,,,,,,24.0,24.0,40.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,10.0,All Rounder,,,,0,0.0,,-4,0.0,0,-4.0,-4.0,
734007,B Kumar,,,,,,,,,,1.0,22.0,22.0,38.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,10.363636363636363,Bowler,,,,0,0.0,25.0,-4,0.0,0,21.0,21.0,48.1
734007,DA Miller,25.0,24.0,24.0,,1.0,3.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,nan,625.0,,1.0,0,626.0,,0,,0,0.0,626.0,1431.7
734007,DA Warner,45.0,24.0,24.0,3.0,3.0,2.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,nan,2025.0,6.0,3.0,0,2034.0,,0,,0,0.0,2034.0,1803.5
734007,DW Steyn,,,,,,,,,,,24.0,24.0,51.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,12.75,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,53.3
734007,GJ Bailey,35.0,19.0,19.0,3.0,2.0,4.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,nan,1225.0,6.0,2.0,0,1233.0,,0,,0,0.0,1233.0,358.2
734007,GJ Maxwell,45.0,22.0,22.0,5.0,2.0,2.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,All Rounder,2025.0,10.0,2.0,0,2037.0,,0,,0,0.0,2037.0,4094.3
734007,IK Pathan,1.0,2.0,2.0,,,4.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,6.0,6.0,5.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,5.0,All Rounder,1.0,,,0,1.0,,4,0.0,0,4.0,5.0,218.9
734007,KV Sharma,1.0,1.0,1.0,,,5.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,1.0,24.0,24.0,46.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,11.5,All Rounder,1.0,,,0,1.0,25.0,-6,0.0,0,19.0,20.0,66.5
734007,M Vohra,47.0,20.0,20.0,2.0,5.0,1.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,nan,2209.0,4.0,5.0,0,2218.0,,0,,0,0.0,2218.0,433.7
734007,MC Henriques,0.0,1.0,1.0,,,4.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,12.0,12.0,36.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,18.0,All Rounder,0.0,,,-2,-2.0,,-6,0.0,0,-6.0,-8.0,237.7
734007,MG Johnson,,,,,,,,,,,27.0,27.0,23.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,5.111111111111111,Bowler,,,,0,0.0,,2,0.0,0,2.0,2.0,97.6
734007,NV Ojha,82.0,37.0,37.0,6.0,4.0,1.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,nan,6724.0,12.0,4.0,8,6748.0,,0,,0,0.0,6748.0,194.4
734007,R Dhawan,,,,,,,,,,2.0,26.0,26.0,35.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,8.076923076923077,All Rounder,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,151.6
734007,S Dhawan,53.0,39.0,39.0,2.0,4.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,All Rounder,2809.0,4.0,4.0,8,2825.0,,0,,0,0.0,2825.0,750.6
734007,Sandeep Sharma,,,,,,,,,,1.0,28.0,28.0,61.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,13.071428571428571,Bowler,,,,0,0.0,25.0,-6,0.0,0,19.0,19.0,48.3
734007,Shivam Sharma,,,,,,,,,,1.0,24.0,24.0,31.0,0.0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,7.75,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,
734007,V Sehwag,4.0,2.0,2.0,,1.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,All Rounder,16.0,,1.0,0,17.0,,0,,0,0.0,17.0,1240.0
734007,WP Saha,55.0,26.0,26.0,2.0,8.0,1.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,nan,3025.0,4.0,8.0,8,3045.0,,0,,0,0.0,3045.0,657.7
734009,AP Tare,2.0,3.0,3.0,,,5.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,nan,4.0,,,0,4.0,,0,,0,0.0,4.0,355.7
734009,AT Rayudu,35.0,28.0,28.0,1.0,3.0,1.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,nan,1225.0,2.0,3.0,0,1230.0,,0,,0,0.0,1230.0,1605.0
734009,CJ Anderson,18.0,12.0,12.0,1.0,1.0,3.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,All Rounder,324.0,2.0,1.0,0,327.0,,0,,0,0.0,327.0,
734009,CM Gautam,10.0,10.0,10.0,,1.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,nan,100.0,,1.0,0,101.0,,0,,0,0.0,101.0,542.5
734009,G Gambhir,16.0,19.0,19.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,nan,256.0,,1.0,0,257.0,,0,,0,0.0,257.0,1569.0
734009,Harbhajan Singh,,,,,,,,,,2.0,25.0,25.0,21.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,5.04,Bowler,,,,0,0.0,50.0,2,0.0,0,52.0,52.0,64.5
734009,JJ Bumrah,,,,,,,,,,,18.0,18.0,23.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,7.666666666666667,Bowler,,,,0,0.0,,0,0.0,0,0.0,0.0,
734009,KA Pollard,10.0,11.0,11.0,,,4.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,6.0,6.0,7.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,7.0,All Rounder,100.0,,,0,100.0,,0,0.0,0,0.0,100.0,1435.1
734009,LMP Simmons,14.0,15.0,15.0,,2.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,1.0,18.0,18.0,34.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,11.333333333333334,All Rounder,196.0,,2.0,0,198.0,25.0,-6,0.0,0,19.0,217.0,
734009,M Morkel,,,,,,,,,,2.0,29.0,29.0,29.0,1.0,1st innings,Mumbai Indians,Kolkata Knight Riders,6.0,Bowler,,,,0,0.0,50.0,2,8.0,0,60.0,60.0,63.4
