accuracy,rewards_earned
0.20464532328939108,0.0
0.49926578560939794,-50.0
,0.0
0.13421052631578947,75.0
0.37833190025795355,-50.0
0.14361445783132532,75.0
0.3208092485549133,-50.0
0.07908163265306123,950.0
0.33451957295373663,-50.0
0.1732811626607043,50.0
0.22329317269076304,0.0
0.5043341213553979,-50.0
0.31703703703703706,-50.0
0.490272373540856,-50.0
0.3630831643002028,-50.0
0.23351023502653526,0.0
0.25128960943257184,-50.0
0.3878835562549174,-50.0
0.22910662824207492,0.0
0.46269678302532513,-50.0
0.3492063492063492,-50.0
0.28160535117056856,-50.0
0.6268656716417911,-50.0
0.24607762180016515,0.0
0.12526389866291343,75.0
0.2922465208747515,-50.0
0.38277153558052435,-50.0
0.24589086127547666,0.0
0.46368305209097577,-50.0
0.10309278350515463,75.0
0.3725222146274778,-50.0
0.4500330906684315,-50.0
0.258160237388724,-50.0
0.24357034795763993,0.0
0.2962138084632517,-50.0
0.490622655663916,-50.0
0.38028169014084506,-50.0
0.10030395136778116,75.0
0.44734876773711724,-50.0
0.4038604305864885,-50.0
0.18095238095238095,50.0
0.18421052631578946,50.0
0.652014652014652,-50.0
0.39656406585540444,-50.0
0.3803009575923393,-50.0
0.13166666666666665,75.0
0.0622568093385214,950.0
0.6090534979423868,-50.0
0.7255356108859293,-50.0
0.2789934354485777,-50.0
0.3404255319148936,-50.0
0.102880658436214,75.0
0.38073038073038074,-50.0
0.29257314328582146,-50.0
0.546242774566474,-50.0
0.2673869007427414,-50.0
0.4459770114942529,-50.0
0.14018691588785046,75.0
0.1167076167076167,75.0
0.12314886983632112,75.0
0.1274426508071368,75.0
0.4582089552238806,-50.0
0.18920916481892092,50.0
0.11222136817832437,75.0
0.30017251293847036,-50.0
0.11067809820732658,75.0
0.6857142857142857,-50.0
0.06231884057971015,950.0
0.20113851992409867,0.0
0.3033932135728543,-50.0
0.2905349794238683,-50.0
0.3740665308893415,-50.0
0.11870255348516218,75.0
0.4369747899159664,-50.0
0.3437751004016064,-50.0
0.17754952311078503,50.0
0.36313236313236313,-50.0
0.5424981522542498,-50.0
0.27164887307236063,-50.0
0.19902439024390245,50.0
0.24824355971896955,0.0
0.2748091603053435,-50.0
0.125,75.0
0.3876500857632933,-50.0
0.11234487263226649,75.0
0.4873174481168332,-50.0
0.3762254901960784,-50.0
0.2179386309992132,0.0
0.34603658536585363,-50.0
0.4861294583883752,-50.0
0.2650103519668737,-50.0
0.5948210205635949,-50.0
0.24552429667519182,0.0
0.7225519287833828,-50.0
0.25673534072900156,-50.0
0.07074973600844774,950.0
0.43559322033898307,-50.0
0.20801364023870417,0.0
0.093841642228739,350.0
0.1398354876615746,75.0
0.30887491264849753,-50.0
0.5202797202797202,-50.0
0.14425244177310292,75.0
0.5754583921015515,-50.0
0.32709030100334446,-50.0
0.4115384615384615,-50.0
0.5262237762237763,-50.0
0.3,-50.0
0.23389830508474577,0.0
0.3584672435105068,-50.0
0.43768545994065283,-50.0
0.1787465940054496,50.0
0.6008403361344538,-50.0
0.40512409927942356,-50.0
0.22545454545454546,0.0
0.5940706955530216,-50.0
0.09610983981693363,350.0
0.3159448818897638,-50.0
0.4386574074074074,-50.0
0.5151301900070373,-50.0
0.5307621671258035,-50.0
0.3158216249236408,-50.0
0.5383259911894274,-50.0
0.5723114956736712,-50.0
0.44299287410926363,-50.0
0.336283185840708,-50.0
0.09726027397260274,350.0
0.40372670807453415,-50.0
0.47951176983435045,-50.0
0.1045045045045045,75.0
0.5652787579393084,-50.0
0.41374837872892345,-50.0
0.5682967959527825,-50.0
0.5913978494623656,-50.0
0.33755274261603374,-50.0
0.14958448753462603,75.0
0.6458467482292337,-50.0
0.08169934640522876,350.0
0.6050110537951363,-50.0
0.3407917383820998,-50.0
0.3157579388855602,-50.0
0.5513513513513514,-50.0
0.19607843137254902,50.0
0.18764302059496568,50.0
0.19560595322466337,50.0
0.23006134969325154,0.0
0.2818505338078292,-50.0
0.48777173913043476,-50.0
0.3563714902807775,-50.0
0.35868625756266204,-50.0
0.39176829268292684,-50.0
0.2021201413427562,0.0
0.14561294337274425,75.0
0.22327229769639692,0.0
0.17946768060836502,50.0
0.10980392156862745,75.0
0.22185154295246037,0.0
0.22734026745913818,0.0
0.42424242424242425,-50.0
0.4991023339317774,-50.0
0.1947565543071161,50.0
0.11780636425186188,75.0
0.6162790697674418,-50.0
0.4139976275207592,-50.0
0.2002652519893899,0.0
0.5355417529330573,-50.0
0.228125,0.0
0.5265588914549654,-50.0
0.24613220815752462,0.0
0.2348650619985412,0.0
0.3480841878035618,-50.0
0.2936936936936937,-50.0
0.28259551243177683,-50.0
0.2673107890499195,-50.0
0.2979564930784443,-50.0
0.6171470805617147,-50.0
0.2558139534883721,-50.0
0.23599208965062624,0.0
0.5109402720283855,-50.0
0.3965303593556382,-50.0
0.2016925246826516,0.0
0.391304347826087,-50.0
0.34422310756972113,-50.0
0.29993535875888816,-50.0
0.4069611780455154,-50.0
0.226890756302521,0.0
0.2750352609308886,-50.0
0.6371616678858815,-50.0
0.18645049218297627,50.0
0.25316455696202533,-50.0
0.2148876404494382,0.0
0.5,-50.0
0.3605220228384992,-50.0
0.21992337164750958,0.0
0.6423562412342216,-50.0
0.31629834254143646,-50.0
0.39628482972136225,-50.0
0.3877551020408163,-50.0
0.3416370106761566,-50.0
0.09158878504672897,350.0
0.12556053811659193,75.0
0.4154981549815498,-50.0
0.3173461231015188,-50.0
0.4275491949910555,-50.0
0.5468861846814602,-50.0
0.46919079435783223,-50.0
0.1067457375833951,75.0
0.40356897735072067,-50.0
0.2733727810650888,-50.0
0.1856060606060606,50.0
0.47538574577516535,-50.0
0.4133828996282528,-50.0
0.07920792079207921,950.0
0.23618470855412566,0.0
0.49122807017543857,-50.0
0.20195439739413681,0.0
0.5345501955671447,-50.0
0.4290322580645161,-50.0
0.34354194407456723,-50.0
0.24983520105471324,0.0
0.3432098765432099,-50.0
0.3379549393414211,-50.0
0.23302752293577983,0.0
0.1334981458590853,75.0
0.30709677419354836,-50.0
0.37445699391833187,-50.0
0.4160714285714286,-50.0
0.09029066171923315,350.0
0.4589473684210526,-50.0
0.055162659123055166,3950.0
0.3240418118466899,-50.0
0.3954983922829582,-50.0
0.21579358874120408,0.0
0.20873511060692002,0.0
0.14513788098693758,75.0
0.4057377049180328,-50.0
0.36521219366407653,-50.0
0.3942652329749104,-50.0
0.6567060458651841,-50.0
0.208067940552017,0.0
0.38105891126025354,-50.0
0.13200723327305605,75.0
0.6732223903177005,-50.0
0.5609386828160484,-50.0
0.3361884368308351,-50.0
0.31981981981981983,-50.0
0.23116883116883116,0.0
0.2459214501510574,0.0
0.19576416714367487,50.0
0.6026402640264027,-50.0
0.49601417183348095,-50.0
0.3572044866264021,-50.0
0.17285453438831405,50.0
0.6101426307448494,-50.0
0.16642335766423358,50.0
0.18700114025085518,50.0
0.3226993865030675,-50.0
0.1891025641025641,50.0
0.4261127596439169,-50.0
0.3212312549329124,-50.0
0.3559027777777778,-50.0
0.40584166026133744,-50.0
0.5297450424929179,-50.0
0.14349775784753363,75.0
0.534994068801898,-50.0
0.6590118302018093,-50.0
0.3346183500385505,-50.0
0.24854651162790697,0.0
0.5627214741318214,-50.0
0.662172878667724,-50.0
0.46403385049365303,-50.0
0.14634146341463414,75.0
0.2427253371185238,0.0
0.5206106870229008,-50.0
0.3325842696629214,-50.0
0.3715029277813923,-50.0
0.1496881496881497,75.0
0.5811437403400309,-50.0
0.6626712328767124,-50.0
0.5461689587426326,-50.0
0.3653250773993808,-50.0
0.3190512624330528,-50.0
0.4323279195668987,-50.0
0.3667763157894737,-50.0
0.17294192724952137,50.0
0.2849462365591398,-50.0
0.3632760898282695,-50.0
0.27564102564102566,-50.0
0.25972006220839816,-50.0
0.7096774193548387,-50.0
0.7368421052631579,-50.0
0.2544196771714066,-50.0
0.3413566739606127,-50.0
0.22102009273570325,0.0
0.6641535298149417,-50.0
0.1167192429022082,75.0
0.2697095435684647,-50.0
0.5297709923664122,-50.0
0.45108695652173914,-50.0
0.44413211524947294,-50.0
0.49476278496611215,-50.0
0.3777429467084639,-50.0
0.19240506329113924,50.0
0.7119883040935673,-50.0
0.20287868403015763,0.0
0.17427385892116182,50.0
0.35547169811320756,-50.0
0.4666117065127782,-50.0
0.3170548459804658,-50.0
0.2978576364892882,-50.0
0.107981220657277,75.0
0.5847797062750334,-50.0
0.6208869814020028,-50.0
0.32459248759744863,-50.0
0.5367483296213809,-50.0
0.7368146214099217,-50.0
0.2585499316005472,-50.0
0.22730573710965868,0.0
0.3646907216494845,-50.0
0.5147625160462131,-50.0
0.11261872455902307,75.0
0.6440460947503202,-50.0
0.28043609933373714,-50.0
0.28716904276985744,-50.0
0.282642089093702,-50.0
0.5495049504950495,-50.0
0.38414217361585784,-50.0
0.2597623089983022,-50.0
0.47677836566725457,-50.0
0.23647798742138365,0.0
0.5400943396226415,-50.0
0.1426448736998514,75.0
0.6561604584527221,-50.0
0.2701812191103789,-50.0
0.20918727915194346,0.0
0.12605687932359724,75.0
0.16561314791403287,50.0
0.45287792536369387,-50.0
0.1575178997613365,50.0
0.36742424242424243,-50.0
0.4612159329140461,-50.0
0.1546134663341646,50.0
0.42509225092250924,-50.0
0.44097995545657015,-50.0
0.3092896174863388,-50.0
0.22122448979591836,0.0
0.8057228915662651,-50.0
0.3161485974222896,-50.0
0.25989304812834224,-50.0
0.10726408689748812,75.0
0.37489469250210616,-50.0
0.21966794380587484,0.0
0.23123732251521298,0.0
0.09792284866468842,350.0
0.3323170731707317,-50.0
0.04633620689655173,4950.0
0.1810012836970475,50.0
0.33982473222979553,-50.0
0.48862897985705,-50.0
0.48487084870848707,-50.0
0.06501377410468319,950.0
0.5330812854442344,-50.0
0.16782334384858044,50.0
0.30757097791798105,-50.0
0.34,-50.0
0.38020424194815394,-50.0
0.09515859766277128,350.0
0.5138632162661737,-50.0
0.2008776206728425,0.0
0.0728744939271255,950.0
0.4282238442822384,-50.0
0.16785022595222723,50.0
0.260932944606414,-50.0
0.34763948497854075,-50.0
0.5042219541616405,-50.0
0.20545746388443017,0.0
0.23728813559322035,0.0
0.3870307167235495,-50.0
0.18804483188044832,50.0
0.21657754010695188,0.0
0.4105720492396814,-50.0
0.5080385852090032,-50.0
0.4241302738712065,-50.0
0.23552894211576847,0.0
0.554325259515571,-50.0
0.21665695981362842,0.0
0.4366401158580739,-50.0
0.27532869296210366,-50.0
0.38917716827279464,-50.0
0.22140221402214022,0.0
0.11618257261410789,75.0
0.3434262948207171,-50.0
0.1930116472545757,50.0
0.28197879858657243,-50.0
0.40660919540229884,-50.0
0.5133623368551895,-50.0
0.4688473520249221,-50.0
0.10005621135469364,75.0
0.21374045801526717,0.0
0.1587708066581306,50.0
0.5268456375838926,-50.0
0.14548022598870056,75.0
0.330328396651642,-50.0
0.30434782608695654,-50.0
0.23994894703254627,0.0
0.571076417419885,-50.0
0.24796747967479674,0.0
0.19791666666666666,50.0
0.24785658612626657,0.0
0.09175377468060394,350.0
0.4826666666666667,-50.0
0.37757133377571334,-50.0
0.5264643613267467,-50.0
0.1509705248023005,50.0
0.5616698292220114,-50.0
0.23746701846965698,0.0
0.26654740608228983,-50.0
0.4016449623029472,-50.0
0.2315388280133397,0.0
0.33775633293124246,-50.0
0.5296803652968036,-50.0
0.3071816535908268,-50.0
0.2264957264957265,0.0
0.22469823584029713,0.0
0.13356562137049943,75.0
0.10049423393739704,75.0
0.18658442559753277,50.0
0.5059116365899191,-50.0
0.48397234443746073,-50.0
0.36377245508982037,-50.0
0.08353033884948778,350.0
0.280106100795756,-50.0
0.34532374100719426,-50.0
0.4151815181518152,-50.0
0.3776978417266187,-50.0
0.1612167300380228,50.0
0.3545816733067729,-50.0
0.5617243631613325,-50.0
0.4423407917383821,-50.0
0.17078052034689792,50.0
0.2657621707901037,-50.0
0.2979002624671916,-50.0
0.32592592592592595,-50.0
0.2751763951250802,-50.0
0.21846370683579985,0.0
0.22283737024221453,0.0
0.6838624338624338,-50.0
0.530044275774826,-50.0
0.3707611152976639,-50.0
0.3911290322580645,-50.0
0.5191011235955056,-50.0
0.5168287210172027,-50.0
0.17403508771929824,50.0
0.1925133689839572,50.0
0.18882978723404256,50.0
0.47534766118836913,-50.0
0.40194884287454324,-50.0
0.26455026455026454,-50.0
0.5488165680473372,-50.0
0.1413484971567831,75.0
0.3018867924528302,-50.0
0.5203252032520326,-50.0
0.6828193832599119,-50.0
0.13092852371409486,75.0
0.33433508640120213,-50.0
0.19584569732937684,50.0
0.15529411764705883,50.0
0.24979854955680902,0.0
0.5280199252801993,-50.0
0.2869269949066214,-50.0
0.21213979153893317,0.0
0.29490022172949004,-50.0
0.5260576333537706,-50.0
0.1890547263681592,50.0
0.5013513513513513,-50.0
0.46075085324232085,-50.0
0.2876459741856177,-50.0
0.39431818181818185,-50.0
0.3744075829383886,-50.0
0.5200974421437271,-50.0
0.26932668329177056,-50.0
0.4074373484236055,-50.0
0.6163035839775123,-50.0
0.23670212765957446,0.0
0.39658328248932273,-50.0
0.37551020408163266,-50.0
0.43931320307874483,-50.0
0.5470332850940666,-50.0
0.45387453874538747,-50.0
0.2070365358592693,0.0
0.8282469836763662,-50.0
0.3333333333333333,-50.0
0.4015636105188344,-50.0
0.5595776772247361,-50.0
0.4509283819628647,-50.0
0.08261886204208885,350.0
0.1979301423027167,50.0
0.272875816993464,-50.0
0.3618122977346278,-50.0
0.1310344827586207,75.0
0.536021150033047,-50.0
0.5410062026188835,-50.0
0.5579345088161209,-50.0
0.1564083997103548,50.0
0.30710172744721687,-50.0
0.45472837022132795,-50.0
0.311960542540074,-50.0
0.43425414364640885,-50.0
0.31375579598145287,-50.0
0.30474934036939316,-50.0
0.3111944295661489,-50.0
0.15781710914454278,50.0
0.44129554655870445,-50.0
0.4927536231884058,-50.0
0.5706806282722513,-50.0
0.4030188679245283,-50.0
0.3622526636225266,-50.0
0.25535610885929355,-50.0
0.5973115137346581,-50.0
0.31850961538461536,-50.0
0.6241900647948164,-50.0
0.282560706401766,-50.0
0.459927797833935,-50.0
0.40609137055837563,-50.0
0.273841961852861,-50.0
0.20791415157612342,0.0
0.4068554396423249,-50.0
0.20672682526661199,0.0
0.5323741007194245,-50.0
0.6512992455993294,-50.0
0.12286689419795221,75.0
0.21172161172161172,0.0
0.1580135440180587,50.0
0.27912477823772913,-50.0
0.28938237335183903,-50.0
0.13528336380255943,75.0
0.15719844357976653,50.0
0.12620320855614972,75.0
0.23147494707127736,0.0
0.14566181127295758,75.0
0.23637557452396585,0.0
0.2133850630455868,0.0
0.30445859872611464,-50.0
0.17132867132867133,50.0
0.5497912939773405,-50.0
0.48130841121495327,-50.0
0.5752654590880699,-50.0
0.3567289117836446,-50.0
0.3485793485793486,-50.0
0.5831325301204819,-50.0
0.38461538461538464,-50.0
0.27095808383233533,-50.0
0.1918340894361633,50.0
0.121049092131809,75.0
0.35595895816890294,-50.0
0.34431741761936785,-50.0
0.23597678916827852,0.0
0.1620897521768252,50.0
0.2907861369399831,-50.0
0.2648221343873518,-50.0
0.34959851760345895,-50.0
0.1211031175059952,75.0
0.2349570200573066,0.0
0.10462287104622871,75.0
0.6624129930394431,-50.0
0.6652146857498444,-50.0
0.5594322885866351,-50.0
0.1317365269461078,75.0
0.3360053440213761,-50.0
0.5832606800348736,-50.0
0.03543307086614173,9950.0
0.6591075347476225,-50.0
0.6874172185430464,-50.0
0.19823489477257297,50.0
0.12908496732026145,75.0
0.15548281505728315,50.0
0.19288537549407114,50.0
0.31664726426076834,-50.0
0.4715622750179986,-50.0
0.28716645489199494,-50.0
0.15319148936170213,50.0
0.08033240997229917,350.0
0.35233160621761656,-50.0
0.406789755807028,-50.0
0.2693682955899881,-50.0
0.1957142857142857,50.0
0.36348267117497884,-50.0
0.34306049822064055,-50.0
0.17545807884508607,50.0
0.37039819684447783,-50.0
0.2684469430780042,-50.0
0.5182012847965739,-50.0
0.26348122866894197,-50.0
0.14336917562724014,75.0
0.6628455832771409,-50.0
0.37829158638407195,-50.0
0.6440366972477064,-50.0
0.5298057602143336,-50.0
0.23651145602365115,0.0
0.16228748068006182,50.0
0.2052910052910053,0.0
0.20121951219512196,0.0
0.35507246376811596,-50.0
0.36432160804020103,-50.0
0.23872679045092837,0.0
0.5391705069124424,-50.0
0.48557353976073186,-50.0
0.7791959157626037,-50.0
0.35301429459291483,-50.0
0.3853503184713376,-50.0
0.35365853658536583,-50.0
0.5494880546075085,-50.0
0.32327919566898683,-50.0
0.6749821810406272,-50.0
