matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
419127,RS Bopara,0,2,2,,,0,2nd innings,Kings XI Punjab,Kolkata Knight Riders,,12,12,18,0,1st innings,Kolkata Knight Riders,Kings XI Punjab,9,AllRounder,0,,,-2,-2,,-2,0,0,-2,-4
419127,SC Ganguly,52,42,42,1,6,0,1st innings,Kolkata Knight Riders,Kings XI Punjab,,,,,,,,,,Batsmen,52,2,6,8,68,,0,,0,,68
419127,Yuvraj Singh,24,16,16,1,3,1,2nd innings,Kings XI Punjab,Kolkata Knight Riders,,,,,,,,,,AllRounder,24,2,3,0,29,,0,,0,,29
419128,A Kumble,1,1,1,,,9,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,24,24,30,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,7.5,Bowler,1,,,0,1,,0,0,0,0,1
419128,AB McDonald,21,14,14,1,1,4,1st innings,Delhi Daredevils,Royal Challengers Bangalore,2,24,24,42,0,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,10.5,AllRounder,21,2,1,0,24,50,-4,0,0,46,70
419128,AB de Villiers,45,35,35,,3,1,1st innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,45,,3,0,48,,0,,0,,48
419128,DA Warner,34,15,15,2,3,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,34,4,3,0,41,,0,,0,,41
419128,DW Steyn,12,9,9,,2,8,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,1,26,26,40,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,9.230769231,Bowler,12,,2,0,14,25,-2,0,0,23,37
419128,EJG Morgan,18,14,14,,2,3,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,18,,2,0,20,,0,,0,,20
419128,JH Kallis,32,31,31,,3,0,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,25,25,35,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,8.4,AllRounder,32,,3,0,35,,0,0,0,0,35
419128,KD Karthik,18,20,20,,1,2,1st innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,18,,1,0,19,,0,,0,,19
419128,KM Jadhav,53,32,32,2,5,3,1st innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,53,4,5,8,70,,0,,0,,70
419128,MK Pandey,40,29,29,1,4,0,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,40,2,4,0,46,,0,,0,,46
419128,MV Boucher,2,3,3,,,5,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,2,,,0,2,,0,,0,,2
419128,P Kumar,0,1,1,,,8,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,27,27,42,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,9.333333333,Bowler,0,,,-2,-2,,-2,0,0,-2,-4
419128,R Dravid,1,1,1,,,3,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,1,,,0,1,,0,,0,,1
419128,R Vinay Kumar,3,3,3,,,6,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,1,25,25,28,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,6.72,Bowler,3,,,0,3,25,0,0,0,25,28
419128,RV Uthappa,15,10,10,1,1,1,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,15,2,1,0,18,,0,,0,,18
419128,V Kohli,42,23,23,1,5,4,2nd innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,42,2,5,0,49,,0,,0,,49
419128,V Sehwag,12,11,11,,2,0,1st innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,12,,2,0,14,,0,,0,,14
419129,AA Jhunjhunwala,11,6,6,,2,4,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,11,,2,0,13,,0,,0,,13
419129,AC Voges,20,19,19,,1,3,1st innings,Rajasthan Royals,Chennai Super Kings,,6,6,8,0,2nd innings,Chennai Super Kings,Rajasthan Royals,8,AllRounder,20,,1,0,21,,0,0,0,0,21
419129,FY Fazal,17,18,18,,1,1,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,17,,1,0,18,,0,,0,,18
419129,JA Morkel,28,12,12,3,1,4,2nd innings,Chennai Super Kings,Rajasthan Royals,2,24,24,46,0,1st innings,Rajasthan Royals,Chennai Super Kings,11.5,Bowler,28,6,1,0,35,50,-6,0,0,44,79
419129,KB Arun Karthik,4,5,5,,,5,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,4,,,0,4,,0,,0,,4
419129,M Vijay,42,28,28,2,4,0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,42,4,4,0,50,,0,,0,,50
419129,MJ Lumb,32,17,17,2,3,0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,32,4,3,0,39,,0,,0,,39
419129,ML Hayden,19,14,14,1,1,0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,19,2,1,0,22,,0,,0,,22
419129,MS Dhoni,24,21,21,,2,2,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,24,,2,0,26,,0,,0,,26
419129,NV Ojha,81,50,50,5,6,0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,81,10,6,8,105,,0,,0,,105
419129,P Dogra,5,3,3,,1,5,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,5,,1,0,6,,0,,0,,6
419129,S Badrinath,26,27,27,,2,3,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,26,,2,0,28,,0,,0,,28
419129,S Narwal,2,2,2,,,8,1st innings,Rajasthan Royals,Chennai Super Kings,,19,19,48,0,2nd innings,Chennai Super Kings,Rajasthan Royals,15.15789474,Bowler,2,,,0,2,,-6,0,0,-6,-4
419129,SK Raina,15,13,13,,1,1,2nd innings,Chennai Super Kings,Rajasthan Royals,,12,12,15,0,1st innings,Rajasthan Royals,Chennai Super Kings,7.5,Batsmen,15,,1,0,16,,0,0,0,0,16
419129,SW Tait,1,1,1,,,8,1st innings,Rajasthan Royals,Chennai Super Kings,2,24,24,22,0,2nd innings,Chennai Super Kings,Rajasthan Royals,5.5,Bowler,1,,,0,1,50,2,0,0,52,53
419129,T Thushara,2,3,3,,,6,2nd innings,Chennai Super Kings,Rajasthan Royals,2,25,25,27,0,1st innings,Rajasthan Royals,Chennai Super Kings,6.48,Bowler,2,,,0,2,50,0,0,0,50,52
419129,YK Pathan,8,6,6,,1,2,1st innings,Rajasthan Royals,Chennai Super Kings,1,26,26,24,0,2nd innings,Chennai Super Kings,Rajasthan Royals,5.538461538,AllRounder,8,,1,0,9,25,2,0,0,27,36
419130,A Symonds,3,7,7,,,2,2nd innings,Deccan Chargers,Mumbai Indians,,25,25,39,0,1st innings,Mumbai Indians,Deccan Chargers,9.36,AllRounder,3,,,0,3,,-2,0,0,-2,1
419130,AC Gilchrist,0,2,2,,,0,2nd innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
419130,AT Rayudu,7,8,8,,,3,1st innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,Batsmen,7,,,0,7,,0,,0,,7
419130,DJ Bravo,23,16,16,1,3,1,1st innings,Mumbai Indians,Deccan Chargers,,12,12,16,0,2nd innings,Deccan Chargers,Mumbai Indians,8,AllRounder,23,2,3,0,28,,0,0,0,0,28
419130,HH Gibbs,29,16,16,2,3,1,2nd innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,Batsmen,29,4,3,0,36,,0,,0,,36
419130,Harbhajan Singh,51,18,18,2,7,7,1st innings,Mumbai Indians,Deccan Chargers,3,26,26,29,0,2nd innings,Deccan Chargers,Mumbai Indians,6.692307692,Bowler,51,4,7,8,70,75,0,0,0,75,145
419130,Jaskaran Singh,1,2,2,,,6,2nd innings,Deccan Chargers,Mumbai Indians,2,23,23,25,0,1st innings,Mumbai Indians,Deccan Chargers,6.52173913,Bowler,1,,,0,1,50,0,0,0,50,51
419130,KA Pollard,1,5,5,,,5,1st innings,Mumbai Indians,Deccan Chargers,1,12,12,20,0,2nd innings,Deccan Chargers,Mumbai Indians,10,AllRounder,1,,,0,1,25,-4,0,0,21,22
419130,KAJ Roach,10,9,9,,1,7,2nd innings,Deccan Chargers,Mumbai Indians,,26,26,30,0,1st innings,Mumbai Indians,Deccan Chargers,6.923076923,Bowler,10,,1,0,11,,0,0,0,0,11
419130,MD Mishra,18,13,13,1,2,1,2nd innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,Batsmen,18,2,2,0,22,,0,,0,,22
419130,R McLaren,14,16,16,,1,6,1st innings,Mumbai Indians,Deccan Chargers,,19,19,23,0,2nd innings,Deccan Chargers,Mumbai Indians,7.263157895,AllRounder,14,,1,0,15,,0,0,0,0,15
419130,R Sathish,3,5,5,,,4,1st innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,Batsmen,3,,,0,3,,0,,0,,3
419130,RG Sharma,47,30,30,2,3,4,2nd innings,Deccan Chargers,Mumbai Indians,,6,6,14,0,1st innings,Mumbai Indians,Deccan Chargers,14,Batsmen,47,4,3,0,54,,-6,0,0,-6,48
419130,RP Singh,1,5,5,,,8,2nd innings,Deccan Chargers,Mumbai Indians,3,25,25,30,0,1st innings,Mumbai Indians,Deccan Chargers,7.2,Bowler,1,,,0,1,75,0,0,0,75,76
419130,S Dhawan,9,13,13,,2,0,1st innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,Batsmen,9,,2,0,11,,0,,0,,11
419130,SR Tendulkar,60,45,45,,9,0,1st innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,Batsmen,60,,9,8,77,,0,,0,,77
419130,SS Tiwary,4,3,3,,1,2,1st innings,Mumbai Indians,Deccan Chargers,,,,,,,,,,Batsmen,4,,1,0,5,,0,,0,,5
419130,TL Suman,15,17,17,1,,4,2nd innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,Batsmen,15,2,,0,17,,0,,0,,17
419130,Y Venugopal Rao,7,9,9,,1,5,2nd innings,Deccan Chargers,Mumbai Indians,,,,,,,,,,Batsmen,7,,1,0,8,,0,,0,,8
419131,AB Agarkar,18,13,13,,1,6,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,13,13,25,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,11.53846154,Bowler,18,,1,0,19,,-6,0,0,-6,13
419131,AD Mathews,26,20,20,,3,4,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,12,12,11,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,5.5,AllRounder,26,,3,0,29,,2,0,0,2,31
419131,CH Gayle,32,22,22,2,2,0,2nd innings,Kolkata Knight Riders,Delhi Daredevils,1,24,24,38,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,9.5,Batsmen,32,4,2,0,38,25,-2,0,0,23,61
419131,CK Langeveldt,0,1,1,,,9,2nd innings,Kolkata Knight Riders,Delhi Daredevils,2,19,19,34,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,10.73684211,Bowler,0,,,-2,-2,50,-4,0,0,46,44
419131,DA Warner,111,72,72,4,9,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,,,,,,,,,,Batsmen,111,8,9,24,152,,0,,0,,152
419131,DJ Hussey,32,33,33,1,2,3,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,24,24,24,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,6,Batsmen,32,2,2,0,36,,2,0,0,2,38
419131,G Gambhir,1,2,2,,,1,1st innings,Delhi Daredevils,Kolkata Knight Riders,,,,,,,,,,Batsmen,1,,,0,1,,0,,0,,1
419131,KD Karthik,0,1,1,,,3,1st innings,Delhi Daredevils,Kolkata Knight Riders,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
419131,KM Jadhav,4,1,1,,1,4,1st innings,Delhi Daredevils,Kolkata Knight Riders,,,,,,,,,,Batsmen,4,,1,0,5,,0,,0,,5
419131,M Kartik,1,2,2,,,7,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,24,24,26,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,6.5,Bowler,1,,,0,1,,0,0,0,0,1
419131,MK Tiwary,0,3,3,,,2,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
419131,Mandeep Singh,0,4,4,,,1,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
419131,PD Collingwood,53,45,45,2,3,3,1st innings,Delhi Daredevils,Kolkata Knight Riders,1,5,5,7,0,2nd innings,Kolkata Knight Riders,Delhi Daredevils,8.4,AllRounder,53,4,3,8,68,25,0,0,0,25,93
419131,SC Ganguly,6,11,11,,1,0,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,,,,,,,,,Batsmen,6,,1,0,7,,0,,0,,7
419131,V Sehwag,8,3,3,,2,0,1st innings,Delhi Daredevils,Kolkata Knight Riders,,,,,,,,,,Batsmen,8,,2,0,10,,0,,0,,10
419131,WP Saha,22,17,17,,2,5,2nd innings,Kolkata Knight Riders,Delhi Daredevils,,,,,,,,,,Batsmen,22,,2,0,24,,0,,0,,24
419132,AT Rayudu,15,14,14,,1,3,2nd innings,Mumbai Indians,Kings XI Punjab,,,,,,,,,,Batsmen,15,,1,0,16,,0,,0,,16
419132,B Lee,4,4,4,,,6,1st innings,Kings XI Punjab,Mumbai Indians,,17,17,18,0,2nd innings,Mumbai Indians,Kings XI Punjab,6.352941176,Bowler,4,,,0,4,,0,0,0,0,4
419132,DJ Bravo,8,4,4,1,,4,2nd innings,Mumbai Indians,Kings XI Punjab,1,18,18,22,0,1st innings,Kings XI Punjab,Mumbai Indians,7.333333333,AllRounder,8,2,,0,10,25,0,0,0,25,35
419132,DPMD Jayawardene,22,20,20,,2,2,1st innings,Kings XI Punjab,Mumbai Indians,,,,,,,,,,Batsmen,22,,2,0,24,,0,,0,,24
419132,Harbhajan Singh,1,1,1,,,6,2nd innings,Mumbai Indians,Kings XI Punjab,,25,25,21,0,1st innings,Kings XI Punjab,Mumbai Indians,5.04,Bowler,1,,,0,1,,2,0,0,2,3
419132,IK Pathan,18,14,14,,1,4,1st innings,Kings XI Punjab,Mumbai Indians,1,19,19,19,0,2nd innings,Mumbai Indians,Kings XI Punjab,6,AllRounder,18,,1,0,19,25,2,0,0,27,46
419132,K Goel,1,3,3,,,6,1st innings,Kings XI Punjab,Mumbai Indians,,6,6,7,0,2nd innings,Mumbai Indians,Kings XI Punjab,7,Batsmen,1,,,0,1,,0,0,0,0,1
419132,KA Pollard,22,14,14,1,2,1,2nd innings,Mumbai Indians,Kings XI Punjab,,14,14,18,0,1st innings,Kings XI Punjab,Mumbai Indians,7.714285714,AllRounder,22,2,2,0,26,,0,0,0,0,26
419132,MS Bisla,15,10,10,,2,1,1st innings,Kings XI Punjab,Mumbai Indians,,,,,,,,,,Batsmen,15,,2,0,17,,0,,0,,17
419132,PP Chawla,25,15,15,,3,7,1st innings,Kings XI Punjab,Mumbai Indians,1,19,19,27,0,2nd innings,Mumbai Indians,Kings XI Punjab,8.526315789,Bowler,25,,3,0,28,25,0,0,0,25,53
419132,R Sathish,18,10,10,,2,5,2nd innings,Mumbai Indians,Kings XI Punjab,,,,,,,,,,Batsmen,18,,2,0,20,,0,,0,,20
419132,RS Bopara,1,4,4,,,0,1st innings,Kings XI Punjab,Mumbai Indians,3,24,24,31,0,2nd innings,Mumbai Indians,Kings XI Punjab,7.75,AllRounder,1,,,0,1,75,0,0,0,75,76
419132,S Dhawan,50,40,40,,6,0,2nd innings,Mumbai Indians,Kings XI Punjab,,,,,,,,,,Batsmen,50,,6,8,64,,0,,0,,64
419132,SE Marsh,66,48,48,1,7,0,1st innings,Kings XI Punjab,Mumbai Indians,,,,,,,,,,Batsmen,66,2,7,8,83,,0,,0,,83
419132,SJ Srivastava,1,1,1,,,9,1st innings,Kings XI Punjab,Mumbai Indians,1,27,27,24,1,2nd innings,Mumbai Indians,Kings XI Punjab,5.333333333,Bowler,1,,,0,1,25,2,8,0,35,36
419132,SR Tendulkar,18,17,17,,2,0,2nd innings,Mumbai Indians,Kings XI Punjab,,,,,,,,,,Batsmen,18,,2,0,20,,0,,0,,20
419132,SS Tiwary,32,24,24,2,1,2,2nd innings,Mumbai Indians,Kings XI Punjab,,,,,,,,,,Batsmen,32,4,1,0,37,,0,,0,,37
419132,VS Malik,8,5,5,,1,8,1st innings,Kings XI Punjab,Mumbai Indians,,12,12,21,0,2nd innings,Mumbai Indians,Kings XI Punjab,10.5,Bowler,8,,1,0,9,,-4,0,0,-4,5
419132,Yuvraj Singh,2,3,3,,,3,1st innings,Kings XI Punjab,Mumbai Indians,,,,,,,,,,AllRounder,2,,,0,2,,0,,0,,2
419133,CL White,21,13,13,1,2,4,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,21,2,2,0,25,,0,,0,,25
419133,JA Morkel,2,3,3,,,3,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,24,24,40,0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,10,Bowler,2,,,0,2,,-4,0,0,-4,-2
419133,JH Kallis,56,52,52,,7,0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,1,18,18,21,0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,7,AllRounder,56,,7,8,71,25,0,0,0,25,96
419133,KP Pietersen,23,14,14,1,2,4,1st innings,Royal Challengers Bangalore,Chennai Super Kings,1,12,12,26,0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,13,Batsmen,23,2,2,0,27,25,-6,0,0,19,46
419133,M Vijay,78,39,39,6,4,0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,78,12,4,8,102,,0,,0,,102
419133,MK Pandey,5,7,7,,1,0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,5,,1,0,6,,0,,0,,6
419133,ML Hayden,14,14,14,1,,0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,14,2,,0,16,,0,,0,,16
419133,MS Dhoni,15,20,20,,1,2,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,15,,1,0,16,,0,,0,,16
419133,RV Uthappa,22,14,14,2,1,1,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,22,4,1,0,27,,0,,0,,27
419133,S Badrinath,7,6,6,,1,4,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,7,,1,0,8,,0,,0,,8
419133,SK Raina,46,35,35,,3,1,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,46,,3,0,49,,0,,0,,49
419133,V Kohli,34,24,24,1,3,2,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,34,2,3,0,39,,0,,0,,39
419134,AA Jhunjhunwala,3,6,6,,,2,2nd innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,3,,,0,3,,0,,0,,3
419134,AB McDonald,15,9,9,,2,5,1st innings,Delhi Daredevils,Rajasthan Royals,,12,12,17,0,2nd innings,Rajasthan Royals,Delhi Daredevils,8.5,AllRounder,15,,2,0,17,,0,0,0,0,17
419134,AC Voges,15,17,17,,1,3,2nd innings,Rajasthan Royals,Delhi Daredevils,,7,7,8,0,1st innings,Delhi Daredevils,Rajasthan Royals,6.857142857,AllRounder,15,,1,0,16,,0,0,0,0,16
419134,DA Warner,4,8,8,,,0,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,4,,,0,4,,0,,0,,4
419134,FY Fazal,0,2,2,,,1,2nd innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
419134,G Gambhir,47,39,39,,3,1,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,47,,3,0,50,,0,,0,,50
419134,KD Karthik,75,38,38,4,6,4,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,75,8,6,8,97,,0,,0,,97
419134,KM Jadhav,10,9,9,,1,3,1st innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,10,,1,0,11,,0,,0,,11
419134,MJ Lumb,0,2,2,,,0,2nd innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
419134,NV Ojha,27,14,14,1,4,1,2nd innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,27,2,4,0,33,,0,,0,,33
419134,P Dogra,20,25,25,1,,5,2nd innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,20,2,,0,22,,0,,0,,22
419134,PD Collingwood,17,8,8,1,2,2,1st innings,Delhi Daredevils,Rajasthan Royals,1,6,6,6,0,2nd innings,Rajasthan Royals,Delhi Daredevils,6,AllRounder,17,2,2,0,21,25,2,0,0,27,48
419134,S Narwal,13,10,10,,2,7,2nd innings,Rajasthan Royals,Delhi Daredevils,3,25,25,35,0,1st innings,Delhi Daredevils,Rajasthan Royals,8.4,Bowler,13,,2,0,15,75,0,0,0,75,90
419134,SK Trivedi,7,5,5,1,,9,2nd innings,Rajasthan Royals,Delhi Daredevils,,24,24,35,0,1st innings,Delhi Daredevils,Rajasthan Royals,8.75,Bowler,7,2,,0,9,,0,0,0,0,9
419134,SK Warne,1,2,2,,,6,2nd innings,Rajasthan Royals,Delhi Daredevils,1,24,24,26,0,1st innings,Delhi Daredevils,Rajasthan Royals,6.5,Bowler,1,,,0,1,25,0,0,0,25,26
419134,SW Tait,11,12,12,1,,8,2nd innings,Rajasthan Royals,Delhi Daredevils,1,26,26,46,0,1st innings,Delhi Daredevils,Rajasthan Royals,10.61538462,Bowler,11,2,,0,13,25,-4,0,0,21,34
419134,V Sehwag,20,13,13,1,3,0,1st innings,Delhi Daredevils,Rajasthan Royals,1,4,4,2,0,2nd innings,Rajasthan Royals,Delhi Daredevils,3,Batsmen,20,2,3,0,25,25,6,0,0,31,56
419134,YK Pathan,24,14,14,2,2,4,2nd innings,Rajasthan Royals,Delhi Daredevils,,18,18,25,0,1st innings,Delhi Daredevils,Rajasthan Royals,8.333333333,AllRounder,24,4,2,0,30,,0,0,0,0,30
419135,A Symonds,47,39,39,,5,2,2nd innings,Deccan Chargers,Kolkata Knight Riders,2,24,24,26,0,1st innings,Kolkata Knight Riders,Deccan Chargers,6.5,AllRounder,47,,5,0,52,50,0,0,0,50,102
419135,AB Agarkar,8,5,5,,1,6,1st innings,Kolkata Knight Riders,Deccan Chargers,1,25,25,30,0,2nd innings,Deccan Chargers,Kolkata Knight Riders,7.2,Bowler,8,,1,0,9,25,0,0,0,25,34
419135,AC Gilchrist,9,5,5,,2,0,2nd innings,Deccan Chargers,Kolkata Knight Riders,,,,,,,,,,Batsmen,9,,2,0,11,,0,,0,,11
419135,AD Mathews,4,4,4,,,4,1st innings,Kolkata Knight Riders,Deccan Chargers,1,25,25,24,0,2nd innings,Deccan Chargers,Kolkata Knight Riders,5.76,AllRounder,4,,,0,4,25,2,0,0,27,31
419135,CA Pujara,22,14,14,,3,1,1st innings,Kolkata Knight Riders,Deccan Chargers,,,,,,,,,,Batsmen,22,,3,0,25,,0,,0,,25
419135,CH Gayle,5,7,7,,1,0,1st innings,Kolkata Knight Riders,Deccan Chargers,1,6,6,9,0,2nd innings,Deccan Chargers,Kolkata Knight Riders,9,Batsmen,5,,1,0,6,25,-2,0,0,23,29
419135,DJ Hussey,34,28,28,2,1,3,1st innings,Kolkata Knight Riders,Deccan Chargers,,,,,,,,,,Batsmen,34,4,1,0,39,,0,,0,,39
419135,HH Gibbs,55,48,48,1,5,0,2nd innings,Deccan Chargers,Kolkata Knight Riders,,,,,,,,,,Batsmen,55,2,5,8,70,,0,,0,,70
419135,MD Mishra,29,16,16,,6,1,2nd innings,Deccan Chargers,Kolkata Knight Riders,,,,,,,,,,Batsmen,29,,6,0,35,,0,,0,,35
419135,MK Tiwary,5,7,7,,,2,1st innings,Kolkata Knight Riders,Deccan Chargers,,,,,,,,,,Batsmen,5,,,0,5,,0,,0,,5
419135,RG Sharma,2,6,6,,,3,2nd innings,Deccan Chargers,Kolkata Knight Riders,,13,13,15,0,1st innings,Kolkata Knight Riders,Deccan Chargers,6.923076923,Batsmen,2,,,0,2,,0,0,0,0,2
419135,SC Ganguly,93,57,57,5,9,0,1st innings,Kolkata Knight Riders,Deccan Chargers,,,,,,,,,,Batsmen,93,10,9,8,120,,0,,0,,120
419135,TL Suman,15,11,11,1,,4,2nd innings,Deccan Chargers,Kolkata Knight Riders,,,,,,,,,,Batsmen,15,2,,0,17,,0,,0,,17
419135,WP Saha,10,4,4,,2,6,1st innings,Kolkata Knight Riders,Deccan Chargers,,,,,,,,,,Batsmen,10,,2,0,12,,0,,0,,12
419136,B Lee,1,1,1,,,5,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,25,25,43,0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,10.32,Bowler,1,,,0,1,,-4,0,0,-4,-3
419136,CL White,6,3,3,,1,4,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,6,,1,0,7,,0,,0,,7
419136,IK Pathan,17,6,6,1,2,4,1st innings,Kings XI Punjab,Royal Challengers Bangalore,1,20,20,35,0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,10.5,AllRounder,17,2,2,0,21,25,-4,0,0,21,42
419136,JH Kallis,9,10,10,,1,0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,1,25,25,40,0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,9.6,AllRounder,9,,1,0,10,25,-2,0,0,23,33
419136,KC Sangakkara,45,27,27,,8,1,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,Batsmen,45,,8,0,53,,0,,0,,53
419136,KP Pietersen,70,45,45,1,7,1,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,6,6,8,0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,8,Batsmen,70,2,7,8,87,,0,0,0,0,87
419136,MK Pandey,30,25,25,,3,0,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,30,,3,0,33,,0,,0,,33
419136,MS Bisla,33,27,27,,4,0,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,Batsmen,33,,4,0,37,,0,,0,,37
419136,RS Bopara,44,34,34,,3,2,1st innings,Kings XI Punjab,Royal Challengers Bangalore,,,,,,,,,,AllRounder,44,,3,0,47,,0,,0,,47
419136,RV Uthappa,27,9,9,2,1,3,2nd innings,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,,,,Batsmen,27,4,1,0,32,,0,,0,,32
