matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
734003,BB McCullum,6,3,3,1,,0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,6,2,,0,8,,0,,0,,8
734003,DH Yagnik,5,6,6,,,6,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,5,,,0,5,,0,,0,,5
734003,DR Smith,48,38,38,2,5,0,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,AllRounder,48,4,5,0,57,,0,,0,,57
734003,F du Plessis,40,40,40,,2,2,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,40,,2,0,42,,0,,0,,42
734003,JP Faulkner,1,4,4,,,5,1st innings,Rajasthan Royals,Chennai Super Kings,1,25,25,34,0,2nd innings,Chennai Super Kings,Rajasthan Royals,8.16,Bowler,1,,,0,1,25,0,0,0,25,26
734003,KK Nair,8,11,11,,1,2,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,8,,1,0,9,,0,,0,,9
734003,MS Dhoni,27,17,17,1,1,4,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,27,2,1,0,30,,0,,0,,30
734003,R Ashwin,15,16,16,,1,3,2nd innings,Chennai Super Kings,Rajasthan Royals,1,26,26,36,0,1st innings,Rajasthan Royals,Chennai Super Kings,8.307692308,Bowler,15,,1,0,16,25,0,0,0,25,41
734003,R Bhatia,7,4,4,,1,7,1st innings,Rajasthan Royals,Chennai Super Kings,1,25,25,29,0,2nd innings,Chennai Super Kings,Rajasthan Royals,6.96,Bowler,7,,1,0,8,25,0,0,0,25,33
734003,RA Jadeja,11,6,6,1,,5,2nd innings,Chennai Super Kings,Rajasthan Royals,2,24,24,18,0,1st innings,Rajasthan Royals,Chennai Super Kings,4.5,AllRounder,11,2,,0,13,50,4,0,0,54,67
734003,SK Raina,2,3,3,,,1,2nd innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,2,,,0,2,,0,,0,,2
734003,SPD Smith,10,8,8,,1,4,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,10,,1,0,11,,0,,0,,11
734003,SR Watson,60,39,39,4,3,0,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,AllRounder,60,8,3,8,79,,0,,0,,79
734003,STR Binny,23,17,17,2,,3,1st innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,AllRounder,23,4,,0,27,,0,,0,,27
734005,AB de Villiers,33,17,17,1,4,2,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,33,2,4,0,39,,0,,0,,39
734005,CH Gayle,22,23,23,2,1,0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,22,4,1,0,27,,0,,0,,27
734005,JP Duminy,49,30,30,3,3,3,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,24,24,25,0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,6.25,AllRounder,49,6,3,0,58,,0,0,0,0,58
734005,KD Karthik,1,2,2,,,4,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,1,,,0,1,,0,,0,,1
734005,KM Jadhav,39,20,20,2,3,5,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,39,4,3,0,46,,0,,0,,46
734005,KP Pietersen,40,31,31,1,3,2,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,40,2,3,0,45,,0,,0,,45
734005,M Vijay,1,3,3,,,0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,1,,,0,1,,0,,0,,1
734005,MA Agarwal,31,25,25,2,2,1,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,31,4,2,0,37,,0,,0,,37
734005,Mohammed Shami,1,1,1,,,7,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,1,25,25,30,0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,7.2,Bowler,1,,,0,1,25,0,0,0,25,26
734005,PA Patel,33,28,28,,4,0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,33,,4,0,37,,0,,0,,37
734005,Q de Kock,6,6,6,,1,0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,,,,,,,,,,Batsmen,6,,1,0,7,,0,,0,,7
734005,R Shukla,2,6,6,,,6,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,1,27,27,38,0,1st innings,Royal Challengers Bangalore,Delhi Daredevils,8.444444444,Bowler,2,,,0,2,25,0,0,0,25,27
734005,S Rana,15,14,14,,1,4,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,15,,1,0,16,,0,,0,,16
734005,V Kohli,10,11,11,,,1,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,,,,,,,,,Batsmen,10,,,0,10,,0,,0,,10
734005,Yuvraj Singh,73,32,32,9,1,3,1st innings,Royal Challengers Bangalore,Delhi Daredevils,,24,24,28,0,2nd innings,Delhi Daredevils,Royal Challengers Bangalore,7,AllRounder,73,18,1,8,100,,0,0,0,0,100
734007,AJ Finch,23,25,25,,2,0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,Batsmen,23,,2,0,25,,0,,0,,25
734007,DA Miller,25,24,24,,1,3,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,Batsmen,25,,1,0,26,,0,,0,,26
734007,DA Warner,45,24,24,3,3,2,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,Batsmen,45,6,3,0,54,,0,,0,,54
734007,GJ Bailey,35,19,19,3,2,4,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,Batsmen,35,6,2,0,43,,0,,0,,43
734007,GJ Maxwell,45,22,22,5,2,2,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,AllRounder,45,10,2,0,57,,0,,0,,57
734007,IK Pathan,1,2,2,,,4,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,6,6,5,0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,5,AllRounder,1,,,0,1,,4,0,0,4,5
734007,KV Sharma,1,1,1,,,5,1st innings,Sunrisers Hyderabad,Kings XI Punjab,1,24,24,46,0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,11.5,Bowler,1,,,0,1,25,-6,0,0,19,20
734007,M Vohra,47,20,20,2,5,1,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,Batsmen,47,4,5,0,56,,0,,0,,56
734007,MC Henriques,0,1,1,,,4,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,12,12,36,0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,18,AllRounder,0,,,-2,-2,,-6,0,0,-6,-8
734007,NV Ojha,82,37,37,6,4,1,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,Batsmen,82,12,4,8,106,,0,,0,,106
734007,S Dhawan,53,39,39,2,4,0,1st innings,Sunrisers Hyderabad,Kings XI Punjab,,,,,,,,,,Batsmen,53,4,4,8,69,,0,,0,,69
734007,V Sehwag,4,2,2,,1,0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,Batsmen,4,,1,0,5,,0,,0,,5
734007,WP Saha,55,26,26,2,8,1,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,,,,,,,,,,Batsmen,55,4,8,8,75,,0,,0,,75
734009,AP Tare,2,3,3,,,5,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,2,,,0,2,,0,,0,,2
734009,AT Rayudu,35,28,28,1,3,1,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,35,2,3,0,40,,0,,0,,40
734009,CJ Anderson,18,12,12,1,1,3,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,AllRounder,18,2,1,0,21,,0,,0,,21
734009,CM Gautam,10,10,10,,1,0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,10,,1,0,11,,0,,0,,11
734009,G Gambhir,16,19,19,,1,0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,16,,1,0,17,,0,,0,,17
734009,KA Pollard,10,11,11,,,4,1st innings,Mumbai Indians,Kolkata Knight Riders,,6,6,7,0,2nd innings,Kolkata Knight Riders,Mumbai Indians,7,AllRounder,10,,,0,10,,0,0,0,0,10
734009,LMP Simmons,14,15,15,,2,0,1st innings,Mumbai Indians,Kolkata Knight Riders,1,18,18,34,0,2nd innings,Kolkata Knight Riders,Mumbai Indians,11.33333333,Batsmen,14,,2,0,16,25,-6,0,0,19,35
734009,MK Pandey,15,22,22,,,1,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,15,,,0,15,,0,,0,,15
734009,RG Sharma,52,46,46,2,4,2,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,52,4,4,8,68,,0,,0,,68
734009,RV Uthappa,81,53,53,3,9,0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,81,6,9,8,104,,0,,0,,104
734009,Shakib Al Hasan,9,8,8,,1,3,2nd innings,Kolkata Knight Riders,Mumbai Indians,1,24,24,21,0,1st innings,Mumbai Indians,Kolkata Knight Riders,5.25,AllRounder,9,,1,0,10,25,2,0,0,27,37
734009,YK Pathan,21,14,14,,3,2,2nd innings,Kolkata Knight Riders,Mumbai Indians,,6,6,10,0,1st innings,Mumbai Indians,Kolkata Knight Riders,10,AllRounder,21,,3,0,24,,-4,0,0,-4,20
734011,AM Rahane,70,51,51,1,9,0,1st innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,70,2,9,8,89,,0,,0,,89
734011,BCJ Cutting,9,6,6,1,,4,1st innings,Rajasthan Royals,Delhi Daredevils,1,24,24,31,0,2nd innings,Delhi Daredevils,Rajasthan Royals,7.75,Bowler,9,2,,0,11,25,0,0,0,25,36
734011,Imran Tahir,4,6,6,,1,7,2nd innings,Delhi Daredevils,Rajasthan Royals,2,24,24,25,0,1st innings,Rajasthan Royals,Delhi Daredevils,6.25,Bowler,4,,1,0,5,50,0,0,0,50,55
734011,JP Duminy,8,8,8,1,,2,2nd innings,Delhi Daredevils,Rajasthan Royals,1,20,20,23,0,1st innings,Rajasthan Royals,Delhi Daredevils,6.9,AllRounder,8,2,,0,10,25,0,0,0,25,35
734011,JP Faulkner,24,8,8,3,,5,1st innings,Rajasthan Royals,Delhi Daredevils,1,6,6,6,0,2nd innings,Delhi Daredevils,Rajasthan Royals,6,Bowler,24,6,,0,30,25,2,0,0,27,57
734011,KD Karthik,3,8,8,,,1,2nd innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,3,,,0,3,,0,,0,,3
734011,KK Cooper,36,17,17,3,2,1,1st innings,Rajasthan Royals,Delhi Daredevils,1,19,19,18,0,2nd innings,Delhi Daredevils,Rajasthan Royals,5.684210526,Bowler,36,6,2,0,44,25,2,0,0,27,71
734011,KK Nair,19,14,14,1,1,0,1st innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,19,2,1,0,22,,0,,0,,22
734011,KM Jadhav,3,3,3,,,5,2nd innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,3,,,0,3,,0,,0,,3
734011,KP Pietersen,17,20,20,,1,0,2nd innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,17,,1,0,18,,0,,0,,18
734011,LRPL Taylor,5,6,6,,,4,2nd innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,5,,,0,5,,0,,0,,5
734011,MA Agarwal,17,10,10,,3,0,2nd innings,Delhi Daredevils,Rajasthan Royals,,,,,,,,,,Batsmen,17,,3,0,20,,0,,0,,20
734011,MK Tiwary,65,47,47,2,5,3,2nd innings,Delhi Daredevils,Rajasthan Royals,,12,12,28,0,1st innings,Rajasthan Royals,Delhi Daredevils,14,Batsmen,65,4,5,8,82,,-6,0,0,-6,76
734011,R Shukla,14,12,12,,2,8,2nd innings,Delhi Daredevils,Rajasthan Royals,,25,25,43,0,1st innings,Rajasthan Royals,Delhi Daredevils,10.32,Bowler,14,,2,0,16,,-4,0,0,-4,12
734011,S Kaul,2,2,2,,,9,2nd innings,Delhi Daredevils,Rajasthan Royals,,18,18,34,0,1st innings,Rajasthan Royals,Delhi Daredevils,11.33333333,Bowler,2,,,0,2,,-6,0,0,-6,-4
734011,S Nadeem,1,4,4,,,6,2nd innings,Delhi Daredevils,Rajasthan Royals,2,26,26,33,0,1st innings,Rajasthan Royals,Delhi Daredevils,7.615384615,Bowler,1,,,0,1,50,0,0,0,50,51
734011,STR Binny,0,2,2,,,3,1st innings,Rajasthan Royals,Delhi Daredevils,1,12,12,14,0,2nd innings,Delhi Daredevils,Rajasthan Royals,7,AllRounder,0,,,-2,-2,25,0,0,0,25,23
734011,SV Samson,43,27,27,3,2,2,1st innings,Rajasthan Royals,Delhi Daredevils,,,,,,,,,,Batsmen,43,6,2,0,51,,0,,0,,51
734013,AB de Villiers,31,15,15,3,1,2,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,31,6,1,0,38,,0,,0,,38
734013,AN Ahmed,4,1,1,,1,5,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,1,24,24,18,0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,4.5,Bowler,4,,1,0,5,25,4,0,0,29,34
734013,BB McCullum,19,13,13,2,1,0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,19,4,1,0,24,,0,,0,,24
734013,CH Gayle,52,52,52,3,3,0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,52,6,3,8,69,,0,,0,,69
734013,DJ Hussey,27,31,31,1,1,2,1st innings,Chennai Super Kings,Royal Challengers Bangalore,2,18,18,36,0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,12,Batsmen,27,2,1,0,30,50,-6,0,0,44,74
734013,DR Smith,10,15,15,,1,0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,AllRounder,10,,1,0,11,,0,,0,,11
734013,MS Dhoni,7,6,6,,1,3,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,7,,1,0,8,,0,,0,,8
734013,PA Patel,10,14,14,,2,0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,10,,2,0,12,,0,,0,,12
734013,RA Jadeja,10,9,9,,,4,1st innings,Chennai Super Kings,Royal Challengers Bangalore,1,25,25,30,0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,7.2,AllRounder,10,,,0,10,25,0,0,0,25,35
734013,S Rana,1,2,2,,,4,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,6,6,9,0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,9,Batsmen,1,,,0,1,,-2,0,0,-2,-1
734013,SK Raina,65,49,49,1,6,2,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,24,24,20,0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,5,Batsmen,65,2,6,8,81,,4,0,0,4,85
734013,V Kohli,31,29,29,1,2,1,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,31,2,2,0,35,,0,,0,,35
734013,Yuvraj Singh,13,9,9,1,,3,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,AllRounder,13,2,,0,15,,0,,0,,15
734015,AJ Finch,8,8,8,,1,0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,Batsmen,8,,1,0,9,,0,,0,,9
734015,DA Warner,34,18,18,2,3,2,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,Batsmen,34,4,3,0,41,,0,,0,,41
734015,DJG Sammy,8,16,16,,,5,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,6,6,7,0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,7,AllRounder,8,,,0,8,,0,0,0,0,8
734015,DW Steyn,1,2,2,,,7,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,1,24,24,24,0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,6,Bowler,1,,,0,1,25,2,0,0,27,28
734015,G Gambhir,6,10,10,,1,0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,Batsmen,6,,1,0,7,,0,,0,,7
734015,IK Pathan,25,21,21,,2,4,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,18,18,20,0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,6.666666667,AllRounder,25,,2,0,27,,0,0,0,0,27
734015,KL Rahul,14,15,15,,2,3,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,Batsmen,14,,2,0,16,,0,,0,,16
734015,KV Sharma,5,5,5,,,6,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,1,24,24,19,0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,4.75,Bowler,5,,,0,5,25,4,0,0,29,34
734015,MK Pandey,35,32,32,1,3,1,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,Batsmen,35,2,3,0,40,,0,,0,,40
734015,NV Ojha,26,26,26,2,1,1,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,Batsmen,26,4,1,0,31,,0,,0,,31
734015,RN ten Doeschate,25,15,15,1,2,3,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,6,6,8,0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,8,Batsmen,25,2,2,0,29,,0,0,0,0,29
734015,RV Uthappa,41,33,33,1,5,0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,Batsmen,41,2,5,0,48,,0,,0,,48
734015,S Dhawan,21,15,15,,4,0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,Batsmen,21,,4,0,25,,0,,0,,25
734015,YK Pathan,39,28,28,2,2,2,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,AllRounder,39,4,2,0,45,,0,,0,,45
734017,Ankit Sharma,5,4,4,,,4,2nd innings,Rajasthan Royals,Mumbai Indians,2,24,24,23,0,1st innings,Mumbai Indians,Rajasthan Royals,5.75,Bowler,5,,,0,5,50,2,0,0,52,57
734017,BJ Hodge,41,31,31,3,,6,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,41,6,,0,47,,0,,0,,47
734017,JP Faulkner,33,22,22,2,1,7,2nd innings,Rajasthan Royals,Mumbai Indians,,25,25,46,0,1st innings,Mumbai Indians,Rajasthan Royals,11.04,Bowler,33,4,1,0,38,,-6,0,0,-6,32
734017,KA Pollard,17,12,12,1,,1,1st innings,Mumbai Indians,Rajasthan Royals,,6,6,11,0,2nd innings,Rajasthan Royals,Mumbai Indians,11,AllRounder,17,2,,0,19,,-6,0,0,-6,13
734017,KK Cooper,6,9,9,,,3,2nd innings,Rajasthan Royals,Mumbai Indians,,19,19,26,0,1st innings,Mumbai Indians,Rajasthan Royals,8.210526316,Bowler,6,,,0,6,,0,0,0,0,6
734017,KK Nair,50,26,26,3,4,0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,50,6,4,8,68,,0,,0,,68
734017,LMP Simmons,63,51,51,2,6,0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,63,4,6,8,81,,0,,0,,81
734017,MEK Hussey,58,41,41,2,3,0,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,58,4,3,8,73,,0,,0,,73
734017,R Bhatia,6,4,4,,1,8,2nd innings,Rajasthan Royals,Mumbai Indians,,24,24,39,0,1st innings,Mumbai Indians,Rajasthan Royals,9.75,Bowler,6,,1,0,7,,-2,0,0,-2,5
734017,RG Sharma,40,19,19,4,3,2,1st innings,Mumbai Indians,Rajasthan Royals,,,,,,,,,,Batsmen,40,8,3,0,51,,0,,0,,51
734017,SR Watson,5,6,6,,1,1,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,AllRounder,5,,1,0,6,,0,,0,,6
734017,STR Binny,2,10,10,,,5,2nd innings,Rajasthan Royals,Mumbai Indians,,6,6,12,0,1st innings,Mumbai Indians,Rajasthan Royals,12,AllRounder,2,,,0,2,,-6,0,0,-6,-4
734017,SV Samson,2,5,5,,,2,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,2,,,0,2,,0,,0,,2
734017,UBT Chand,3,10,10,,,0,2nd innings,Rajasthan Royals,Mumbai Indians,,,,,,,,,,Batsmen,3,,,0,3,,0,,0,,3
734019,AR Patel,43,36,36,1,5,4,2nd innings,Kings XI Punjab,Delhi Daredevils,1,25,25,17,1,1st innings,Delhi Daredevils,Kings XI Punjab,4.08,Bowler,43,2,5,0,50,25,4,8,0,37,87
734019,DA Miller,2,6,6,,,2,2nd innings,Kings XI Punjab,Delhi Daredevils,,,,,,,,,,Batsmen,2,,,0,2,,0,,0,,2
734019,GJ Bailey,6,7,7,,,5,2nd innings,Kings XI Punjab,Delhi Daredevils,,,,,,,,,,Batsmen,6,,,0,6,,0,,0,,6
734019,GJ Maxwell,17,13,13,1,,1,2nd innings,Kings XI Punjab,Delhi Daredevils,,,,,,,,,,AllRounder,17,2,,0,19,,0,,0,,19
734019,JP Duminy,18,21,21,,1,2,1st innings,Delhi Daredevils,Kings XI Punjab,2,26,26,25,0,2nd innings,Kings XI Punjab,Delhi Daredevils,5.769230769,AllRounder,18,,1,0,19,50,2,0,0,52,71
734019,KD Karthik,71,46,46,3,7,1,1st innings,Delhi Daredevils,Kings XI Punjab,,,,,,,,,,Batsmen,71,6,7,8,92,,0,,0,,92
734019,KM Jadhav,0,1,1,,,4,1st innings,Delhi Daredevils,Kings XI Punjab,,,,,,,,,,Batsmen,0,,,-2,-2,,0,,0,,-2
734019,KP Pietersen,50,33,33,1,6,0,1st innings,Delhi Daredevils,Kings XI Punjab,,,,,,,,,,Batsmen,50,2,6,8,66,,0,,0,,66
734019,M Vijay,6,9,9,,1,0,1st innings,Delhi Daredevils,Kings XI Punjab,,,,,,,,,,Batsmen,6,,1,0,7,,0,,0,,7
734019,M Vohra,47,24,24,3,4,0,2nd innings,Kings XI Punjab,Delhi Daredevils,,,,,,,,,,Batsmen,47,6,4,0,57,,0,,0,,57
734019,MA Agarwal,6,2,2,1,,4,1st innings,Delhi Daredevils,Kings XI Punjab,,,,,,,,,,Batsmen,6,2,,0,8,,0,,0,,8
734019,MK Tiwary,10,8,8,,1,5,1st innings,Delhi Daredevils,Kings XI Punjab,,,,,,,,,,Batsmen,10,,1,0,11,,0,,0,,11
734019,Mohammed Shami,1,2,2,,,7,1st innings,Delhi Daredevils,Kings XI Punjab,1,27,27,36,0,2nd innings,Kings XI Punjab,Delhi Daredevils,8,Bowler,1,,,0,1,25,0,0,0,25,26
734019,R Dhawan,8,5,5,,1,6,2nd innings,Kings XI Punjab,Delhi Daredevils,,24,24,42,0,1st innings,Delhi Daredevils,Kings XI Punjab,10.5,Bowler,8,,1,0,9,,-4,0,0,-4,5
734019,V Sehwag,27,23,23,1,2,0,2nd innings,Kings XI Punjab,Delhi Daredevils,,,,,,,,,,Batsmen,27,2,2,0,31,,0,,0,,31
734019,WD Parnell,2,2,2,,,6,1st innings,Delhi Daredevils,Kings XI Punjab,,25,25,39,0,2nd innings,Kings XI Punjab,Delhi Daredevils,9.36,Bowler,2,,,0,2,,-2,0,0,-2,0
734019,WP Saha,15,15,15,,1,3,2nd innings,Kings XI Punjab,Delhi Daredevils,,,,,,,,,,Batsmen,15,,1,0,16,,0,,0,,16
734021,AB de Villiers,32,18,18,1,2,3,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,32,2,2,0,36,,0,,0,,36
734021,AJ Finch,11,9,9,,1,2,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,11,,1,0,12,,0,,0,,12
734021,CH Gayle,15,20,20,,1,0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,15,,1,0,16,,0,,0,,16
734021,DA Warner,63,47,47,4,3,0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,63,8,3,8,82,,0,,0,,82
734021,DJG Sammy,10,4,4,1,,3,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,7,7,18,0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,15.42857143,AllRounder,10,2,,0,12,,-6,0,0,-6,6
734021,MA Starc,6,6,6,,1,5,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,23,23,30,0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,7.826086957,Bowler,6,,1,0,7,,0,0,0,0,7
734021,NV Ojha,27,22,22,2,,1,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,27,4,,0,31,,0,,0,,31
734021,PA Patel,4,4,4,,1,0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,4,,1,0,5,,0,,0,,5
734021,S Dhawan,50,39,39,1,7,0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,50,2,7,8,67,,0,,0,,67
734021,S Rana,12,7,7,,2,4,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,12,,2,0,14,,0,,0,,14
734021,V Kohli,69,43,43,4,4,1,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,69,8,4,8,89,,0,,0,,89
734021,Yuvraj Singh,22,25,25,1,2,2,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,11,11,9,0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,4.909090909,AllRounder,22,2,2,0,26,,4,0,0,4,30
734023,BB McCullum,29,25,25,2,1,0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,29,4,1,0,34,,0,,0,,34
734023,DR Smith,5,6,6,,1,0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,AllRounder,5,,1,0,6,,0,,0,,6
734023,F du Plessis,23,20,20,,2,2,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,23,,2,0,25,,0,,0,,25
734023,G Gambhir,21,20,20,,3,0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,21,,3,0,24,,0,,0,,24
734023,MK Pandey,19,28,28,,,1,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,19,,,0,19,,0,,0,,19
