matchid,playername,playing_role,playing_team,playercost,total_points,pred_points_catboost,pred_points,pred_selection_rank,pred_selection_true,actual_selection_rank,actual_selection_true
598041,Mandeep Singh,Batsmen,Kings XI Punjab,10,18.0,33.514549725432595,33.514549725432595,4.0,1.0,,
598041,P Awana,Bowler,Kings XI Punjab,10,50.0,28.434367653646387,28.434367653646387,10.0,1.0,4.0,1.0
598041,P Kumar,Bowler,Kings XI Punjab,10,-2.0,27.81581449634251,27.81581449634251,,,,
598041,PP Chawla,Bowler,Kings XI Punjab,10,25.0,25.747081147322216,25.747081147322216,,,10.0,1.0
598041,R Ashwin,Bowler,Chennai Super Kings,10,25.0,28.96170530734184,28.96170530734184,9.0,1.0,9.0,1.0
598041,R Sathish,Batsmen,Kings XI Punjab,10,-8.0,17.82823730149552,17.82823730149552,,,,
598041,RA Jadeja,AllRounder,Chennai Super Kings,10,6.0,34.94348964521967,34.94348964521967,3.0,1.0,,
598041,SE Marsh,Batsmen,Kings XI Punjab,10,141.0,32.79309918579367,32.79309918579367,5.0,1.0,1.0,1.0
598041,SK Raina,Batsmen,Chennai Super Kings,10,278.0,37.672187899509595,37.672187899509595,2.0,1.0,0.0,1.0
598041,WP Saha,Batsmen,Chennai Super Kings,10,21.0,30.081458294586664,30.081458294586664,7.0,1.0,,
598042,AB Dinda,Bowler,Pune Warriors,10,51.0,25.893711826619377,25.893711826619377,,,6.0,1.0
598042,AB de Villiers,Batsmen,Royal Challengers Bangalore,10,68.0,29.933489489740893,29.933489489740893,8.0,1.0,3.0,1.0
598042,AD Mathews,AllRounder,Pune Warriors,10,41.0,32.79686963211456,32.79686963211456,7.0,1.0,8.0,1.0
598042,AJ Finch,Batsmen,Pune Warriors,10,19.0,34.819862117955395,34.819862117955395,4.0,1.0,,
598042,AM Nayar,Batsmen,Pune Warriors,10,1.0,21.98609644054596,21.98609644054596,,,,
598042,B Kumar,Bowler,Pune Warriors,10,4.0,27.522361421895408,27.522361421895408,10.0,1.0,,
598042,BAW Mendis,Bowler,Pune Warriors,10,2.0,24.471027893961335,24.471027893961335,,,,
598042,CH Gayle,Batsmen,Royal Challengers Bangalore,10,54.0,49.00193630468847,98.00387260937694,0.0,1.0,4.0,1.0
598042,M Kartik,Bowler,Royal Challengers Bangalore,10,50.0,25.21967727743011,25.21967727743011,,,7.0,1.0
598042,M Muralitharan,Bowler,Royal Challengers Bangalore,10,-2.0,27.004405430752072,27.004405430752072,,,,
598042,MC Henriques,AllRounder,Royal Challengers Bangalore,10,52.0,42.91355487776779,64.37033231665168,1.0,1.0,5.0,1.0
598042,R Sharma,Bowler,Pune Warriors,10,-1.0,23.938580014416882,23.938580014416882,,,,
598042,R Vinay Kumar,Bowler,Royal Challengers Bangalore,10,75.0,35.64623097519372,35.64623097519372,2.0,1.0,2.0,1.0
598042,RP Singh,Bowler,Royal Challengers Bangalore,10,27.0,27.783542672844128,27.783542672844128,9.0,1.0,,
598042,RV Uthappa,Batsmen,Pune Warriors,10,202.0,33.29379760350725,33.29379760350725,6.0,1.0,0.0,1.0
598042,SPD Smith,Batsmen,Pune Warriors,10,5.0,23.80922049242129,23.80922049242129,,,,
598042,SS Tiwary,Batsmen,Royal Challengers Bangalore,10,117.0,25.08771431631364,25.08771431631364,,,1.0,1.0
598042,TL Suman,Batsmen,Pune Warriors,10,37.0,24.78395583492991,24.78395583492991,,,9.0,1.0
