matchid,playername,playing_role,playing_team,playercost,total_points,pred_points_catboost,pred_points,pred_selection_rank,pred_selection_true,actual_selection_rank,actual_selection_true
392224,P Kumar,Bowler,Royal Challengers Bangalore,10,37.0,28.365276700873817,28.365276700873817,10.0,1.0,8.0,1.0
392224,R Dravid,Batsmen,Royal Challengers Bangalore,10,11.0,24.596001264659304,24.596001264659304,,,,
392224,R Vinay Kumar,Bowler,Royal Challengers Bangalore,10,55.0,25.77992107959475,25.77992107959475,,,6.0,1.0
392224,RE van der Merwe,Bowler,Royal Challengers Bangalore,10,29.0,26.918753394609233,26.918753394609233,,,,
392224,RV Uthappa,Batsmen,Royal Challengers Bangalore,10,7.0,28.451178115445995,28.451178115445995,9.0,1.0,,
392224,S Badrinath,Batsmen,Chennai Super Kings,10,2.0,29.106716457349844,29.106716457349844,6.0,1.0,,
392224,S Tyagi,Bowler,Chennai Super Kings,10,23.0,25.44291163230993,25.44291163230993,,,,
392224,SB Jakati,Bowler,Chennai Super Kings,10,8.0,26.815768249085913,26.815768249085913,,,,
392224,SK Raina,Batsmen,Chennai Super Kings,10,16.0,39.98129273045242,39.98129273045242,2.0,1.0,,
392224,V Kohli,Batsmen,Royal Challengers Bangalore,10,46.0,27.287674997119602,27.287674997119602,,,7.0,1.0
392225,AM Nayar,Batsmen,Mumbai Indians,10,43.0,23.06463359672381,23.06463359672381,,,7.0,1.0
392225,AM Rahane,Batsmen,Mumbai Indians,10,4.0,28.203724317103852,28.203724317103852,7.0,1.0,,
392225,C Nanda,Bowler,Mumbai Indians,10,29.0,26.49506967798591,26.49506967798591,,,9.0,1.0
392225,DJ Bravo,AllRounder,Mumbai Indians,10,26.0,44.512966955083535,89.02593391016707,0.0,1.0,10.0,1.0
392225,DS Kulkarni,Bowler,Mumbai Indians,10,2.0,25.777661217257695,25.777661217257695,,,,
392225,GC Smith,Batsmen,Rajasthan Royals,10,22.0,31.147186646897936,31.147186646897936,4.0,1.0,,
392225,Harbhajan Singh,Bowler,Mumbai Indians,10,34.0,27.00948640410523,27.00948640410523,10.0,1.0,8.0,1.0
392225,J Botha,AllRounder,Rajasthan Royals,10,4.0,31.016492399723806,31.016492399723806,,,,
392225,JP Duminy,AllRounder,Mumbai Indians,10,7.0,40.531682547102115,40.531682547102115,2.0,1.0,,
392225,MM Patel,Bowler,Rajasthan Royals,10,52.0,26.533059062016225,26.533059062016225,,,4.0,1.0
392225,NV Ojha,Batsmen,Rajasthan Royals,10,1.0,28.123936402841764,28.123936402841764,9.0,1.0,,
392225,RA Jadeja,AllRounder,Rajasthan Royals,10,45.0,38.80347863398847,38.80347863398847,3.0,1.0,6.0,1.0
392225,RJ Quiney,Batsmen,Rajasthan Royals,10,71.0,26.440876623956925,26.440876623956925,,,2.0,1.0
392225,SD Chitnis,Batsmen,Rajasthan Royals,10,8.0,24.498702360412253,24.498702360412253,,,,
392225,SK Trivedi,Bowler,Rajasthan Royals,10,54.0,25.720175252638676,25.720175252638676,,,3.0,1.0
392225,SK Warne,Bowler,Rajasthan Royals,10,118.5,30.333267290087623,30.333267290087623,6.0,1.0,1.0,1.0
392225,SL Malinga,Bowler,Mumbai Indians,10,23.0,28.125529506149512,28.125529506149512,8.0,1.0,,
392225,SR Tendulkar,Batsmen,Mumbai Indians,10,50.0,30.53351120270665,30.53351120270665,5.0,1.0,5.0,1.0
392225,ST Jayasuriya,AllRounder,Mumbai Indians,10,158.0,36.090346836720826,36.090346836720826,,,0.0,1.0
392225,YK Pathan,AllRounder,Rajasthan Royals,10,20.0,41.59891508614051,62.39837262921076,1.0,1.0,,
392225,YV Takawale,Batsmen,Mumbai Indians,10,20.0,21.794090271131388,21.794090271131388,,,,
392226,A Nehra,Bowler,Delhi Daredevils,10,40.0,31.919609375239677,31.919609375239677,7.0,1.0,5.0,1.0
392226,AB de Villiers,Batsmen,Delhi Daredevils,10,13.0,32.2851292096815,32.2851292096815,5.0,1.0,,
392226,B Lee,Bowler,Kings XI Punjab,10,178.0,32.70891170943827,32.70891170943827,3.0,1.0,0.0,1.0
392226,DL Vettori,Bowler,Delhi Daredevils,10,5.0,30.787832294750448,30.787832294750448,8.0,1.0,,
392226,G Gambhir,Batsmen,Delhi Daredevils,10,8.0,32.037619252552965,32.037619252552965,6.0,1.0,,
392226,IK Pathan,AllRounder,Kings XI Punjab,10,121.5,40.63498944764397,81.26997889528793,0.0,1.0,1.0,1.0
392226,KC Sangakkara,Batsmen,Kings XI Punjab,10,52.0,30.20883008703127,30.20883008703127,10.0,1.0,4.0,1.0
392226,KD Karthik,Batsmen,Delhi Daredevils,10,34.0,27.54639989490793,27.54639989490793,,,6.0,1.0
392226,LA Pomersbach,Batsmen,Kings XI Punjab,10,14.0,24.260725784902768,24.260725784902768,,,,
392226,M Manhas,Batsmen,Delhi Daredevils,10,32.0,22.89813280353097,22.89813280353097,,,7.0,1.0
392226,MF Maharoof,Bowler,Delhi Daredevils,10,57.0,35.566967843489834,35.566967843489834,2.0,1.0,2.0,1.0
392226,PJ Sangwan,Bowler,Delhi Daredevils,10,26.0,29.546579971854673,29.546579971854673,,,9.0,1.0
392226,PP Chawla,Bowler,Kings XI Punjab,10,12.0,29.960740508180013,29.960740508180013,,,,
392226,R Bhatia,Bowler,Delhi Daredevils,10,-2.0,28.893660075387594,28.893660075387594,,,,
392226,RR Powar,Bowler,Kings XI Punjab,10,2.0,25.540370615209714,25.540370615209714,,,,
392226,S Sohal,Batsmen,Kings XI Punjab,10,3.0,29.13063055157644,29.13063055157644,,,,
392226,S Sreesanth,Bowler,Kings XI Punjab,10,54.0,25.06898435397684,25.06898435397684,,,3.0,1.0
392226,SM Katich,Batsmen,Kings XI Punjab,10,25.0,27.638592974262615,27.638592974262615,,,10.0,1.0
392226,TM Dilshan,Batsmen,Delhi Daredevils,10,18.0,32.56787657146397,32.56787657146397,4.0,1.0,,
392226,V Sehwag,Batsmen,Delhi Daredevils,10,14.0,30.66958355309217,30.66958355309217,9.0,1.0,,
392226,WA Mota,Bowler,Kings XI Punjab,10,27.0,22.620540387220522,22.620540387220522,,,8.0,1.0
392226,Yuvraj Singh,AllRounder,Kings XI Punjab,10,14.0,36.68798099485365,55.031971492280476,1.0,1.0,,
392227,AM Nayar,Batsmen,Mumbai Indians,10,38.0,24.362958933180174,24.362958933180174,,,4.0,1.0
392227,C Nanda,Bowler,Mumbai Indians,10,2.0,22.30997409005895,22.30997409005895,,,,
392227,DJ Bravo,AllRounder,Mumbai Indians,10,33.0,42.01772426177738,63.026586392666076,1.0,1.0,6.0,1.0
392227,DS Kulkarni,Bowler,Mumbai Indians,10,23.0,26.96887882640356,26.96887882640356,,,,
392227,Harbhajan Singh,Bowler,Mumbai Indians,10,1.0,28.067680643554784,28.067680643554784,,,,
392227,JA Morkel,Bowler,Chennai Super Kings,10,25.0,30.55377896228789,30.55377896228789,8.0,1.0,9.0,1.0
392227,JP Duminy,AllRounder,Mumbai Indians,10,127.5,40.96473308174058,40.96473308174058,2.0,1.0,1.0,1.0
392227,L Balaji,Bowler,Chennai Super Kings,10,0.0,26.737139083218068,26.737139083218068,,,,
392227,M Muralitharan,Bowler,Chennai Super Kings,10,4.0,28.76297319434578,28.76297319434578,10.0,1.0,,
392227,ML Hayden,Batsmen,Chennai Super Kings,10,192.0,45.9887476309503,91.9774952619006,0.0,1.0,0.0,1.0
392227,MS Dhoni,Batsmen,Chennai Super Kings,10,26.0,30.94747724696315,30.94747724696315,7.0,1.0,8.0,1.0
392227,PA Patel,Batsmen,Chennai Super Kings,10,-2.0,30.47014983952798,30.47014983952798,9.0,1.0,,
392227,S Badrinath,Batsmen,Chennai Super Kings,10,32.0,26.614962311565584,26.614962311565584,,,7.0,1.0
392227,S Tyagi,Bowler,Chennai Super Kings,10,23.0,25.59955836218409,25.59955836218409,,,10.0,1.0
392227,SB Jakati,Bowler,Chennai Super Kings,10,0.0,32.16513389375541,32.16513389375541,5.0,1.0,,
392227,SK Raina,Batsmen,Chennai Super Kings,10,53.0,39.052394826131895,39.052394826131895,3.0,1.0,2.0,1.0
392227,SL Malinga,Bowler,Mumbai Indians,10,37.0,31.378671880141226,31.378671880141226,6.0,1.0,5.0,1.0
392227,SR Tendulkar,Batsmen,Mumbai Indians,10,11.0,28.0805381131348,28.0805381131348,,,,
392227,ST Jayasuriya,AllRounder,Mumbai Indians,10,39.0,36.18518784479961,36.18518784479961,4.0,1.0,3.0,1.0
392228,A Symonds,AllRounder,Deccan Chargers,10,46.0,43.173226172306784,86.34645234461357,0.0,1.0,5.0,1.0
392228,AB Agarkar,Bowler,Kolkata Knight Riders,10,-4.0,26.1842998619654,26.1842998619654,,,,
392228,AC Gilchrist,Batsmen,Deccan Chargers,10,54.0,31.76469206396737,31.76469206396737,4.0,1.0,4.0,1.0
392228,BB McCullum,Batsmen,Kolkata Knight Riders,10,25.0,31.94974740619913,31.94974740619913,3.0,1.0,,
392228,BJ Hodge,Batsmen,Kolkata Knight Riders,10,158.0,39.22728062143867,39.22728062143867,2.0,1.0,0.0,1.0
392228,DJ Hussey,Batsmen,Kolkata Knight Riders,10,58.0,28.40741623617995,28.40741623617995,10.0,1.0,2.0,1.0
392228,HH Gibbs,Batsmen,Deccan Chargers,10,31.0,28.348777408352003,28.348777408352003,,,9.0,1.0
392228,Harmeet Singh,Bowler,Deccan Chargers,10,-4.0,24.543067691937033,24.543067691937033,,,,
392228,I Sharma,Bowler,Kolkata Knight Riders,10,2.0,29.810336200371474,29.810336200371474,8.0,1.0,10.0,1.0
392228,M Kartik,Bowler,Kolkata Knight Riders,10,31.0,26.39599794308136,26.39599794308136,,,8.0,1.0
392228,Mashrafe Mortaza,Bowler,Kolkata Knight Riders,10,-4.0,25.951497292333787,25.951497292333787,,,,
392228,PP Ojha,Bowler,Deccan Chargers,10,0.0,30.19829672000659,30.19829672000659,7.0,1.0,,
392228,RG Sharma,Batsmen,Deccan Chargers,10,99.0,39.26680580563511,58.900208708452666,1.0,1.0,1.0,1.0
392228,RJ Harris,Bowler,Deccan Chargers,10,54.0,24.399134749621943,24.399134749621943,,,3.0,1.0
392228,RP Singh,Bowler,Deccan Chargers,10,0.0,30.207787876726726,30.207787876726726,6.0,1.0,,
392228,SC Ganguly,Batsmen,Kolkata Knight Riders,10,36.0,29.71820448985364,29.71820448985364,9.0,1.0,7.0,1.0
392228,TL Suman,Batsmen,Deccan Chargers,10,37.0,31.395621271622357,31.395621271622357,5.0,1.0,6.0,1.0
392228,WP Saha,Batsmen,Kolkata Knight Riders,10,9.0,17.866196240400647,17.866196240400647,,,,
392228,Y Venugopal Rao,Batsmen,Deccan Chargers,10,7.0,20.20241990601674,20.20241990601674,,,,
392229,A Symonds,AllRounder,Deccan Chargers,10,57.0,43.923960817897346,87.84792163579469,0.0,1.0,4.0,1.0
392229,AC Gilchrist,Batsmen,Deccan Chargers,10,29.0,34.12913292897604,34.12913292897604,4.0,1.0,9.0,1.0
392229,B Lee,Bowler,Kings XI Punjab,10,2.0,34.05644332381441,34.05644332381441,5.0,1.0,,
392229,DB Ravi Teja,Batsmen,Deccan Chargers,10,11.0,20.042069264524315,20.042069264524315,,,,
392229,HH Gibbs,Batsmen,Deccan Chargers,10,29.0,29.02067661221589,29.02067661221589,8.0,1.0,8.0,1.0
392229,IK Pathan,AllRounder,Kings XI Punjab,10,69.0,41.91802992208417,62.87704488312626,1.0,1.0,3.0,1.0
392229,KC Sangakkara,Batsmen,Kings XI Punjab,10,71.0,29.151772620659738,29.151772620659738,7.0,1.0,2.0,1.0
392229,LA Pomersbach,Batsmen,Kings XI Punjab,10,1.0,24.50234178855941,24.50234178855941,,,,
392229,PP Chawla,Bowler,Kings XI Punjab,10,5.0,28.23426439922771,28.23426439922771,10.0,1.0,,
392229,PP Ojha,Bowler,Deccan Chargers,10,2.0,27.78241795727914,27.78241795727914,,,,
392229,RG Sharma,Batsmen,Deccan Chargers,10,46.0,37.10472333721058,37.10472333721058,2.0,1.0,6.0,1.0
392229,RJ Harris,Bowler,Deccan Chargers,10,3.0,24.392086047676955,24.392086047676955,,,,
392229,RP Singh,Bowler,Deccan Chargers,10,112.5,28.58669998827104,28.58669998827104,9.0,1.0,1.0,1.0
392229,RR Powar,Bowler,Kings XI Punjab,10,54.0,25.60423199997085,25.60423199997085,,,5.0,1.0
392229,S Sohal,Batsmen,Kings XI Punjab,10,14.0,27.743561161154524,27.743561161154524,,,,
392229,S Sreesanth,Bowler,Kings XI Punjab,10,4.0,25.940445940472284,25.940445940472284,,,,
392229,SM Katich,Batsmen,Kings XI Punjab,10,14.0,27.08261177894948,27.08261177894948,,,,
392229,TL Suman,Batsmen,Deccan Chargers,10,25.0,31.461194878459416,31.461194878459416,6.0,1.0,,
392229,WA Mota,Bowler,Kings XI Punjab,10,6.0,23.62105496150241,23.62105496150241,,,10.0,1.0
392229,Y Venugopal Rao,Batsmen,Deccan Chargers,10,29.0,20.69605705024904,20.69605705024904,,,7.0,1.0
392229,Yuvraj Singh,AllRounder,Kings XI Punjab,10,210.0,35.85053670806715,35.85053670806715,3.0,1.0,0.0,1.0
392230,A Mishra,Bowler,Delhi Daredevils,10,75.0,30.27806710877112,30.27806710877112,,,2.0,1.0
392230,A Nehra,Bowler,Delhi Daredevils,10,31.0,33.25870768869493,33.25870768869493,4.0,1.0,7.0,1.0
392230,A Singh,Bowler,Rajasthan Royals,10,-2.0,29.06644347334332,29.06644347334332,,,,
392230,AB de Villiers,Batsmen,Delhi Daredevils,10,192.0,31.672424248749966,31.672424248749966,8.0,1.0,0.0,1.0
392230,AM Salvi,Bowler,Delhi Daredevils,10,54.0,26.8560499439847,26.8560499439847,,,4.0,1.0
392230,AS Raut,Batsmen,Rajasthan Royals,10,7.0,20.510631324606813,20.510631324606813,,,,
392230,DP Nannes,Bowler,Delhi Daredevils,10,25.0,31.711271245725875,31.711271245725875,7.0,1.0,10.0,1.0
392230,G Gambhir,Batsmen,Delhi Daredevils,10,9.0,31.651838359005467,31.651838359005467,9.0,1.0,,
392230,GC Smith,Batsmen,Rajasthan Royals,10,1.0,30.664376876147323,30.664376876147323,10.0,1.0,,
392230,J Botha,AllRounder,Rajasthan Royals,10,73.0,36.53014519265025,36.53014519265025,2.0,1.0,3.0,1.0
392230,KD Karthik,Batsmen,Delhi Daredevils,10,26.0,26.493497626724228,26.493497626724228,,,9.0,1.0
392230,MF Maharoof,Bowler,Delhi Daredevils,10,50.0,35.858941495750706,35.858941495750706,3.0,1.0,5.0,1.0
392230,MM Patel,Bowler,Rajasthan Royals,10,117.0,27.912194606679677,27.912194606679677,,,1.0,1.0
392230,NV Ojha,Batsmen,Rajasthan Royals,10,11.0,25.272464826833822,25.272464826833822,,,,
392230,RA Jadeja,AllRounder,Rajasthan Royals,10,29.0,40.232957842538056,60.349436763807084,1.0,1.0,8.0,1.0
392230,RJ Quiney,Batsmen,Rajasthan Royals,10,8.0,29.225797827935,29.225797827935,,,,
392230,SK Trivedi,Bowler,Rajasthan Royals,10,6.0,27.938020205916576,27.938020205916576,,,,
392230,SK Warne,Bowler,Rajasthan Royals,10,8.0,32.72029996967439,32.72029996967439,6.0,1.0,,
392230,TM Dilshan,Batsmen,Delhi Daredevils,10,32.0,33.1642724620039,33.1642724620039,5.0,1.0,6.0,1.0
392230,V Sehwag,Batsmen,Delhi Daredevils,10,4.0,29.579440727960506,29.579440727960506,,,,
392230,YK Pathan,AllRounder,Rajasthan Royals,10,7.0,42.95179923237536,85.90359846475071,0.0,1.0,,
392231,AB Agarkar,Bowler,Kolkata Knight Riders,10,0.0,25.358003810346656,25.358003810346656,,,,
392231,AB Dinda,Bowler,Kolkata Knight Riders,10,25.0,24.045335094427443,24.045335094427443,,,8.0,1.0
392231,Anureet Singh,Bowler,Kolkata Knight Riders,10,0.0,26.63077467215301,26.63077467215301,,,,
392231,BAW Mendis,Bowler,Kolkata Knight Riders,10,-2.0,25.18563064778709,25.18563064778709,,,,
392231,BB McCullum,Batsmen,Kolkata Knight Riders,10,222.0,36.941520781465385,36.941520781465385,2.0,1.0,0.0,1.0
392231,BJ Hodge,Batsmen,Kolkata Knight Riders,10,139.5,43.62965902887925,87.2593180577585,0.0,1.0,1.0,1.0
392231,DJ Hussey,Batsmen,Kolkata Knight Riders,10,3.0,29.99661114788306,29.99661114788306,7.0,1.0,,
392231,GJ Bailey,Batsmen,Chennai Super Kings,10,40.0,26.5031577712572,26.5031577712572,,,4.0,1.0
392231,JA Morkel,Bowler,Chennai Super Kings,10,21.0,32.4218606270041,32.4218606270041,3.0,1.0,10.0,1.0
392231,L Balaji,Bowler,Chennai Super Kings,10,-6.0,27.709155674041234,27.709155674041234,10.0,1.0,,
392231,M Kartik,Bowler,Kolkata Knight Riders,10,0.0,26.232152331996197,26.232152331996197,,,,
392231,M Muralitharan,Bowler,Chennai Super Kings,10,31.0,29.97302765443264,29.97302765443264,8.0,1.0,6.0,1.0
392231,MS Dhoni,Batsmen,Chennai Super Kings,10,49.0,30.860199091639444,30.860199091639444,5.0,1.0,3.0,1.0
392231,PA Patel,Batsmen,Chennai Super Kings,10,37.0,31.150579491628648,31.150579491628648,4.0,1.0,5.0,1.0
392231,S Tyagi,Bowler,Chennai Super Kings,10,-2.0,26.16205501129508,26.16205501129508,,,,
392231,SB Jakati,Bowler,Chennai Super Kings,10,23.0,29.493031213768443,29.493031213768443,9.0,1.0,9.0,1.0
392231,SC Ganguly,Batsmen,Kolkata Knight Riders,10,4.0,30.613394187225172,30.613394187225172,6.0,1.0,,
392231,SK Raina,Batsmen,Chennai Super Kings,10,72.0,41.720955254037094,62.58143288105564,1.0,1.0,2.0,1.0
392231,WP Saha,Batsmen,Kolkata Knight Riders,10,29.0,17.921109459030443,17.921109459030443,,,7.0,1.0
392232,A Kumble,Bowler,Royal Challengers Bangalore,10,52.0,26.6109854224926,26.6109854224926,,,3.0,1.0
392232,A Nehra,Bowler,Delhi Daredevils,10,29.0,31.92153790870173,31.92153790870173,5.0,1.0,9.0,1.0
392232,AB McDonald,AllRounder,Delhi Daredevils,10,3.0,32.50350508013374,32.50350508013374,4.0,1.0,,
392232,AB de Villiers,Batsmen,Delhi Daredevils,10,31.0,38.616385492761395,57.92457823914209,1.0,1.0,8.0,1.0
392232,AM Salvi,Bowler,Delhi Daredevils,10,0.0,24.886795142248978,24.886795142248978,,,,
392232,B Akhil,Bowler,Royal Challengers Bangalore,10,-4.0,21.627743409334716,21.627743409334716,,,,
392232,DL Vettori,Bowler,Delhi Daredevils,10,4.0,24.525229522038423,24.525229522038423,,,,
392232,G Gambhir,Batsmen,Delhi Daredevils,10,32.0,28.92984782394409,28.92984782394409,7.0,1.0,7.0,1.0
392232,JH Kallis,AllRounder,Royal Challengers Bangalore,10,204.0,42.77711991497368,85.55423982994736,0.0,1.0,0.0,1.0
392232,KD Karthik,Batsmen,Delhi Daredevils,10,33.0,23.834460394772464,23.834460394772464,,,6.0,1.0
392232,LRPL Taylor,Batsmen,Royal Challengers Bangalore,10,33.0,33.79297669943004,33.79297669943004,3.0,1.0,5.0,1.0
392232,M Manhas,Batsmen,Delhi Daredevils,10,-2.0,20.07735039909152,20.07735039909152,,,,
392232,MF Maharoof,Bowler,Delhi Daredevils,10,22.0,35.035129970837026,35.035129970837026,2.0,1.0,,
392232,MV Boucher,Batsmen,Royal Challengers Bangalore,10,12.0,20.615142956875886,20.615142956875886,,,,
392232,P Kumar,Bowler,Royal Challengers Bangalore,10,112.5,28.934798826416845,28.934798826416845,6.0,1.0,1.0,1.0
392232,R Dravid,Batsmen,Royal Challengers Bangalore,10,42.0,27.05288082804921,27.05288082804921,,,4.0,1.0
392232,RE van der Merwe,Bowler,Royal Challengers Bangalore,10,25.0,28.762319148364874,28.762319148364874,8.0,1.0,10.0,1.0
392232,RV Uthappa,Batsmen,Royal Challengers Bangalore,10,1.0,28.49329615083757,28.49329615083757,9.0,1.0,,
392232,V Kohli,Batsmen,Royal Challengers Bangalore,10,2.0,27.416646111348022,27.416646111348022,10.0,1.0,,
392232,V Sehwag,Batsmen,Delhi Daredevils,10,-2.0,26.35323411744844,26.35323411744844,,,,
392232,Y Nagar,Batsmen,Delhi Daredevils,10,73.0,24.56313938091021,24.56313938091021,,,2.0,1.0
392233,A Singh,Bowler,Rajasthan Royals,10,28.0,24.37572527092715,24.37572527092715,,,7.0,1.0
392233,AB Agarkar,Bowler,Kolkata Knight Riders,10,70.0,26.08205968513272,26.08205968513272,,,2.0,1.0
392233,AB Dinda,Bowler,Kolkata Knight Riders,10,6.0,24.05962701287073,24.05962701287073,,,,
392233,BB McCullum,Batsmen,Kolkata Knight Riders,10,11.0,36.92561627256286,36.92561627256286,2.0,1.0,10.0,1.0
392233,BJ Hodge,Batsmen,Kolkata Knight Riders,10,1.0,41.34195288033382,82.68390576066764,0.0,1.0,,
392233,CK Langeveldt,Bowler,Kolkata Knight Riders,10,162.0,26.457283333260694,26.457283333260694,,,0.0,1.0
392233,DJ Hussey,Batsmen,Kolkata Knight Riders,10,11.0,28.363453246617155,28.363453246617155,,,,
392233,J Botha,AllRounder,Rajasthan Royals,10,64.0,33.990656645587556,33.990656645587556,4.0,1.0,4.0,1.0
392233,LR Shukla,AllRounder,Kolkata Knight Riders,10,105.0,31.956940388829697,31.956940388829697,5.0,1.0,1.0,1.0
392233,MM Patel,Bowler,Rajasthan Royals,10,69.0,29.81771443281669,29.81771443281669,8.0,1.0,3.0,1.0
392233,NV Ojha,Batsmen,Rajasthan Royals,10,29.0,22.349261374342326,22.349261374342326,,,6.0,1.0
392233,Niraj Patel,Batsmen,Rajasthan Royals,10,15.0,25.53531602885569,25.53531602885569,,,9.0,1.0
392233,RA Jadeja,AllRounder,Rajasthan Royals,10,16.0,39.129658857958134,58.6944882869372,1.0,1.0,,
392233,RJ Quiney,Batsmen,Rajasthan Royals,10,1.0,27.99491142731657,27.99491142731657,,,,
392233,SA Asnodkar,Batsmen,Rajasthan Royals,10,5.0,30.30685701648183,30.30685701648183,6.0,1.0,,
392233,SC Ganguly,Batsmen,Kolkata Knight Riders,10,-2.0,30.16353204510703,30.16353204510703,7.0,1.0,,
392233,SK Warne,Bowler,Rajasthan Royals,10,22.0,29.7859383535944,29.7859383535944,9.0,1.0,8.0,1.0
392233,SS Sarkar,Bowler,Kolkata Knight Riders,10,29.0,27.017606993286627,27.017606993286627,10.0,1.0,5.0,1.0
392233,SS Shaikh,Batsmen,Kolkata Knight Riders,10,7.0,24.93078610320357,24.93078610320357,,,,
392233,T Henderson,AllRounder,Rajasthan Royals,10,2.0,31.452335879192376,31.452335879192376,,,,
392233,YK Pathan,AllRounder,Rajasthan Royals,10,12.0,35.259368838964036,35.259368838964036,3.0,1.0,,
392233,Yashpal Singh,Batsmen,Kolkata Knight Riders,10,7.0,22.265980212119146,22.265980212119146,,,,
392234,B Lee,Bowler,Kings XI Punjab,10,13.0,29.73632276575569,29.73632276575569,6.0,1.0,,
392234,GJ Bailey,Batsmen,Chennai Super Kings,10,18.0,27.6583624530565,27.6583624530565,10.0,1.0,10.0,1.0
392234,IK Pathan,AllRounder,Kings XI Punjab,10,99.0,42.15947935776934,63.23921903665401,1.0,1.0,1.0,1.0
392234,JDP Oram,Bowler,Chennai Super Kings,10,20.0,25.55000405741829,25.55000405741829,,,,
392234,KC Sangakkara,Batsmen,Kings XI Punjab,10,7.0,29.099812939726725,29.099812939726725,7.0,1.0,,
392234,L Balaji,Bowler,Chennai Super Kings,10,5.0,26.30253000938261,26.30253000938261,,,,
392234,LA Pomersbach,Batsmen,Kings XI Punjab,10,30.0,25.575396252428746,25.575396252428746,,,9.0,1.0
392234,M Muralitharan,Bowler,Chennai Super Kings,10,57.0,26.676555477633,26.676555477633,,,3.0,1.0
392234,MS Dhoni,Batsmen,Chennai Super Kings,10,2.0,31.582935802912502,31.582935802912502,3.0,1.0,,
392234,MS Gony,Bowler,Chennai Super Kings,10,13.0,27.62425190745403,27.62425190745403,,,,
392234,PA Patel,Batsmen,Chennai Super Kings,10,38.0,30.85245009680857,30.85245009680857,4.0,1.0,6.0,1.0
392234,PP Chawla,Bowler,Kings XI Punjab,10,30.0,26.33598829973225,26.33598829973225,,,,
392234,R Ashwin,Bowler,Chennai Super Kings,10,65.0,27.93026579460945,27.93026579460945,9.0,1.0,2.0,1.0
392234,RR Powar,Bowler,Kings XI Punjab,10,37.0,25.1454822456286,25.1454822456286,,,7.0,1.0
392234,S Badrinath,Batsmen,Chennai Super Kings,10,5.0,25.920357542627393,25.920357542627393,,,,
392234,S Sohal,Batsmen,Kings XI Punjab,10,4.0,26.100418113683524,26.100418113683524,,,,
392234,S Sreesanth,Bowler,Kings XI Punjab,10,52.0,25.644384435086547,25.644384435086547,,,5.0,1.0
392234,SK Raina,Batsmen,Chennai Super Kings,10,158.0,44.34832318615217,88.69664637230434,0.0,1.0,0.0,1.0
392234,SM Katich,Batsmen,Kings XI Punjab,10,9.0,29.985694937555614,29.985694937555614,5.0,1.0,,
392234,T Thushara,Bowler,Chennai Super Kings,10,53.0,28.35653684567885,28.35653684567885,8.0,1.0,4.0,1.0
392234,WA Mota,Bowler,Kings XI Punjab,10,36.0,23.616884045498878,23.616884045498878,,,8.0,1.0
392234,Yuvraj Singh,AllRounder,Kings XI Punjab,10,8.0,40.41572059551557,40.41572059551557,2.0,1.0,,
392235,A Mishra,Bowler,Delhi Daredevils,10,14.0,32.070269149239074,32.070269149239074,6.0,1.0,,
392235,AB de Villiers,Batsmen,Delhi Daredevils,10,8.0,35.39785014613981,35.39785014613981,2.0,1.0,,
392235,AM Nayar,Batsmen,Mumbai Indians,10,-2.0,23.67259009244009,23.67259009244009,,,,
392235,AM Rahane,Batsmen,Mumbai Indians,10,126.0,27.13013593745873,27.13013593745873,,,1.0,1.0
392235,AM Salvi,Bowler,Delhi Daredevils,10,27.0,28.02005870703044,28.02005870703044,,,9.0,1.0
392235,DA Warner,Batsmen,Delhi Daredevils,10,18.0,31.403671757066924,31.403671757066924,8.0,1.0,,
392235,DP Nannes,Bowler,Delhi Daredevils,10,79.0,32.88209173593577,32.88209173593577,4.0,1.0,2.0,1.0
392235,DS Kulkarni,Bowler,Mumbai Indians,10,19.0,27.585964079506308,27.585964079506308,,,,
392235,G Gambhir,Batsmen,Delhi Daredevils,10,54.0,31.68698548544785,31.68698548544785,7.0,1.0,6.0,1.0
392235,Harbhajan Singh,Bowler,Mumbai Indians,10,262.0,28.601997709125932,28.601997709125932,,,0.0,1.0
392235,JP Duminy,AllRounder,Mumbai Indians,10,9.0,43.079633038374396,86.15926607674879,0.0,1.0,10.0,1.0
392235,KD Karthik,Batsmen,Delhi Daredevils,10,-2.0,25.79060870723682,25.79060870723682,,,,
392235,Mohammad Ashraful,Batsmen,Mumbai Indians,10,5.0,25.55232249963379,25.55232249963379,,,,
392235,PJ Sangwan,Bowler,Delhi Daredevils,10,60.0,34.334106985302604,34.334106985302604,3.0,1.0,5.0,1.0
392235,PR Shah,Batsmen,Mumbai Indians,10,14.0,23.558400585963298,23.558400585963298,,,,
392235,R Bhatia,Bowler,Delhi Daredevils,10,27.0,29.48853363772593,29.48853363772593,10.0,1.0,8.0,1.0
392235,RA Shaikh,Bowler,Mumbai Indians,10,-6.0,26.8832974506666,26.8832974506666,,,,
392235,SL Malinga,Bowler,Mumbai Indians,10,25.0,31.069369598218213,31.069369598218213,9.0,1.0,,
392235,SR Tendulkar,Batsmen,Mumbai Indians,10,67.0,28.456153372886487,28.456153372886487,,,4.0,1.0
392235,ST Jayasuriya,AllRounder,Mumbai Indians,10,2.0,36.68170303741701,55.02255455612551,1.0,1.0,,
392235,TM Dilshan,Batsmen,Delhi Daredevils,10,32.0,32.34262106893281,32.34262106893281,5.0,1.0,7.0,1.0
