matchid,pred_points_player,actual_points_player,pred_selection_cnt,error,rewards_earned
419138,448.0,692.0,11.0,0.35260115606936415,-50.0
419139,454.0,784.0,11.0,0.42091836734693877,-50.0
419140,614.5,702.5,11.0,0.12526690391459075,75.0
419141,582.0,894.5,11.0,0.34935718278367806,-50.0
419142,514.5,622.5,11.0,0.17349397590361446,50.0
419143,587.5,634.5,11.0,0.07407407407407407,950.0
419144,479.0,675.0,11.0,0.2903703703703704,-50.0
419145,435.0,771.0,11.0,0.4357976653696498,-50.0
419146,498.0,739.5,11.0,0.3265720081135903,-50.0
419147,544.5,659.5,11.0,0.17437452615617893,50.0
419148,543.0,678.5,11.0,0.19970523212969787,50.0
419149,514.5,635.5,11.0,0.1904012588512982,50.0
419150,559.0,694.0,11.0,0.19452449567723343,50.0
419151,470.0,730.5,11.0,0.35660506502395617,-50.0
419152,415.0,567.0,11.0,0.26807760141093473,-50.0
419153,621.5,747.5,11.0,0.16856187290969898,50.0
419154,373.0,536.0,11.0,0.3041044776119403,-50.0
419155,357.0,605.5,11.0,0.41040462427745666,-50.0
419156,588.5,710.5,11.0,0.1717100633356791,50.0
419157,635.5,754.5,11.0,0.15772034459907222,50.0
419158,468.5,667.5,11.0,0.29812734082397,-50.0
419159,558.5,760.5,11.0,0.2656147271531887,-50.0
419160,529.5,681.5,11.0,0.22303741746148203,0.0
419161,326.0,582.0,11.0,0.43986254295532645,-50.0
419162,608.5,731.5,11.0,0.16814764183185235,50.0
419163,633.5,755.5,11.0,0.1614824619457313,50.0
419164,498.0,674.0,11.0,0.26112759643916916,-50.0
419165,524.0,661.0,11.0,0.20726172465960666,0.0
501198,472.0,673.5,11.0,0.2991833704528582,-50.0
501199,567.5,666.5,11.0,0.1485371342835709,75.0
501200,450.0,568.0,11.0,0.20774647887323944,0.0
501201,558.0,658.0,11.0,0.1519756838905775,50.0
501202,409.0,669.5,11.0,0.38909634055265124,-50.0
501203,420.5,673.5,11.0,0.37564959168522644,-50.0
501204,398.0,630.0,11.0,0.3682539682539683,-50.0
501205,537.0,608.0,11.0,0.11677631578947369,75.0
501206,660.0,819.0,11.0,0.19413919413919414,50.0
501207,497.5,698.5,11.0,0.2877594846098783,-50.0
501208,567.0,731.0,11.0,0.2243502051983584,0.0
501209,474.0,600.0,11.0,0.21,0.0
501210,717.0,771.0,11.0,0.07003891050583658,950.0
501211,432.0,729.0,11.0,0.4074074074074074,-50.0
501212,827.5,863.5,11.0,0.04169079328314997,4950.0
501213,833.0,914.0,11.0,0.0886214442013129,350.0
501214,285.0,517.0,11.0,0.44874274661508706,-50.0
501215,433.0,486.0,11.0,0.10905349794238683,75.0
501216,572.5,643.5,11.0,0.11033411033411034,75.0
501218,425.0,666.5,11.0,0.3623405851462866,-50.0
501219,522.0,692.0,11.0,0.24566473988439305,0.0
501220,673.5,740.5,11.0,0.09047940580688724,350.0
501221,738.0,870.0,11.0,0.15172413793103448,50.0
501222,665.0,749.0,11.0,0.11214953271028037,75.0
501223,701.0,814.0,11.0,0.13882063882063883,75.0
501224,388.5,641.5,11.0,0.39438815276695244,-50.0
501225,576.5,588.5,11.0,0.020390824129141887,24950.0
501226,479.0,670.0,11.0,0.28507462686567164,-50.0
501227,573.5,676.5,11.0,0.15225424981522542,50.0
501228,592.5,650.5,11.0,0.08916218293620293,350.0
501229,678.5,869.5,11.0,0.21966647498562392,0.0
501230,485.0,641.5,11.0,0.24395946999220577,0.0
501231,433.0,630.0,11.0,0.3126984126984127,-50.0
501232,643.0,690.0,11.0,0.06811594202898551,950.0
501233,670.5,790.5,11.0,0.15180265654648956,50.0
501234,340.0,501.0,11.0,0.3213572854291417,-50.0
501235,517.5,607.5,11.0,0.14814814814814814,75.0
501236,568.5,736.5,11.0,0.22810590631364563,0.0
501237,595.5,724.5,11.0,0.17805383022774326,50.0
501238,340.0,476.0,11.0,0.2857142857142857,-50.0
501239,511.5,622.5,11.0,0.1783132530120482,50.0
501240,540.5,681.5,11.0,0.20689655172413793,0.0
501241,501.5,721.5,11.0,0.3049203049203049,-50.0
501242,324.5,676.5,11.0,0.5203252032520326,-50.0
501243,781.0,843.0,11.0,0.07354685646500593,950.0
501244,951.0,1025.0,11.0,0.0721951219512195,950.0
501245,312.0,427.0,11.0,0.2693208430913349,-50.0
501246,668.0,786.0,11.0,0.15012722646310434,50.0
501247,559.0,584.0,11.0,0.04280821917808219,4950.0
501248,405.0,583.0,11.0,0.3053173241852487,-50.0
501249,706.5,765.5,11.0,0.07707380796864795,950.0
501250,525.5,650.5,11.0,0.1921598770176787,50.0
501251,552.0,816.0,11.0,0.3235294117647059,-50.0
501252,627.5,635.5,11.0,0.012588512981904013,149950.0
501253,419.0,656.0,11.0,0.36128048780487804,-50.0
501254,457.0,757.0,11.0,0.3963011889035667,-50.0
501255,434.0,483.0,11.0,0.10144927536231885,75.0
501256,306.0,656.5,11.0,0.5338918507235338,-50.0
501257,657.0,782.0,11.0,0.159846547314578,50.0
501258,146.0,674.0,11.0,0.7833827893175074,-50.0
501259,511.0,631.0,11.0,0.1901743264659271,50.0
501260,891.0,947.0,11.0,0.059134107708553325,3950.0
501261,532.0,590.0,11.0,0.09830508474576272,350.0
501262,519.5,586.5,11.0,0.11423699914748509,75.0
501263,619.0,682.0,11.0,0.09237536656891496,350.0
501264,553.0,851.0,11.0,0.3501762632197415,-50.0
501266,557.5,715.5,11.0,0.22082459818308875,0.0
501267,526.0,715.0,11.0,0.26433566433566436,-50.0
501268,482.5,665.5,11.0,0.2749812171299775,-50.0
501269,454.0,709.0,11.0,0.35966149506346967,-50.0
501270,522.0,747.5,11.0,0.3016722408026756,-50.0
501271,703.0,780.0,11.0,0.09871794871794871,350.0
548306,365.0,572.0,11.0,0.3618881118881119,-50.0
548307,336.0,530.0,11.0,0.3660377358490566,-50.0
548308,337.0,737.5,11.0,0.5430508474576271,-50.0
548309,663.0,809.0,11.0,0.18046971569839307,50.0
548310,578.0,674.0,11.0,0.142433234421365,75.0
548311,789.5,917.5,11.0,0.13950953678474115,75.0
548312,394.0,714.0,11.0,0.4481792717086835,-50.0
548313,426.0,624.5,11.0,0.3178542834267414,-50.0
548314,788.0,825.0,11.0,0.044848484848484846,4950.0
548315,540.0,877.0,11.0,0.38426453819840367,-50.0
548316,408.0,437.0,11.0,0.06636155606407322,950.0
548317,715.0,1016.0,11.0,0.296259842519685,-50.0
548318,662.0,864.0,11.0,0.2337962962962963,0.0
548319,632.5,710.5,11.0,0.10978184377199156,75.0
548320,449.0,544.5,11.0,0.1753902662993572,50.0
548321,560.0,818.5,11.0,0.3158216249236408,-50.0
548322,451.0,567.5,11.0,0.2052863436123348,0.0
548323,597.0,809.0,11.0,0.2620519159456119,-50.0
548324,566.0,842.0,11.0,0.32779097387173395,-50.0
548325,389.0,565.0,11.0,0.31150442477876106,-50.0
548326,589.0,730.0,11.0,0.19315068493150686,50.0
548327,587.5,724.5,11.0,0.189095928226363,50.0
548328,482.5,573.5,11.0,0.15867480383609417,50.0
548329,658.5,832.5,11.0,0.209009009009009,0.0
548330,584.5,708.5,11.0,0.17501764290755117,50.0
548331,489.0,771.0,11.0,0.3657587548638132,-50.0
548332,493.0,593.0,11.0,0.16863406408094436,50.0
548333,405.5,790.5,11.0,0.48703352308665404,-50.0
548334,498.0,711.0,11.0,0.29957805907172996,-50.0
548335,437.5,541.5,11.0,0.19205909510618652,50.0
548336,431.5,776.5,11.0,0.44430135222150674,-50.0
548337,405.0,612.0,11.0,0.3382352941176471,-50.0
548339,426.5,678.5,11.0,0.3714075165806927,-50.0
548341,289.0,581.0,11.0,0.5025817555938038,-50.0
548342,573.0,834.5,11.0,0.31336129418813663,-50.0
548343,585.0,740.0,11.0,0.20945945945945946,0.0
548344,688.5,790.5,11.0,0.12903225806451613,75.0
548345,488.5,655.5,11.0,0.2547673531655225,-50.0
548346,614.5,705.5,11.0,0.12898653437278526,75.0
548347,548.0,652.0,11.0,0.15950920245398773,50.0
548348,536.5,702.5,11.0,0.23629893238434163,0.0
548349,420.0,736.0,11.0,0.42934782608695654,-50.0
548350,616.5,694.5,11.0,0.11231101511879049,75.0
548351,354.0,578.5,11.0,0.38807260155574763,-50.0
548352,507.0,656.0,11.0,0.22713414634146342,0.0
548353,600.5,707.5,11.0,0.15123674911660778,50.0
548354,664.5,803.5,11.0,0.1729931549471064,50.0
548355,685.5,846.5,11.0,0.19019492025989368,50.0
548356,492.5,657.5,11.0,0.2509505703422053,-50.0
548357,602.5,637.5,11.0,0.054901960784313725,3950.0
548358,529.5,599.5,11.0,0.11676396997497915,75.0
548359,579.0,673.0,11.0,0.13967310549777118,75.0
548360,472.0,627.0,11.0,0.24720893141945774,0.0
548361,399.0,557.0,11.0,0.2836624775583483,-50.0
548362,524.5,667.5,11.0,0.21423220973782772,0.0
548363,631.5,738.5,11.0,0.14488828706838186,75.0
548364,418.0,516.0,11.0,0.18992248062015504,50.0
548365,634.0,843.0,11.0,0.2479240806642942,0.0
548366,686.0,754.0,11.0,0.09018567639257294,350.0
548367,304.5,724.5,11.0,0.5797101449275363,-50.0
548368,494.0,640.0,11.0,0.228125,0.0
548369,294.0,649.5,11.0,0.5473441108545035,-50.0
548370,610.0,711.0,11.0,0.1420534458509142,75.0
548371,599.5,685.5,11.0,0.12545587162654998,75.0
548372,662.5,926.5,11.0,0.28494333513221803,-50.0
548373,268.0,555.0,11.0,0.5171171171171172,-50.0
548374,629.5,824.5,11.0,0.23650697392359005,0.0
548375,468.0,621.0,11.0,0.2463768115942029,0.0
548376,592.5,758.5,11.0,0.2188529993408042,0.0
548377,251.0,676.5,11.0,0.6289726533628973,-50.0
548378,455.0,602.0,11.0,0.2441860465116279,0.0
548379,591.5,758.5,11.0,0.22017139090309823,0.0
548380,626.0,845.5,11.0,0.25960969840331166,-50.0
548381,761.0,807.0,11.0,0.057001239157372985,3950.0
597998,549.0,709.0,11.0,0.22566995768688294,0.0
597999,556.5,747.5,11.0,0.2555183946488294,-50.0
598000,389.5,627.5,11.0,0.37928286852589643,-50.0
598001,662.5,773.5,11.0,0.14350355526826114,75.0
598002,404.0,747.0,11.0,0.45917001338688085,-50.0
598003,397.0,476.0,11.0,0.16596638655462184,50.0
598004,473.0,709.0,11.0,0.3328631875881523,-50.0
598005,427.0,683.5,11.0,0.37527432333577176,-50.0
598006,657.5,863.5,11.0,0.23856398378691374,0.0
598007,522.5,671.5,11.0,0.22189128816083395,0.0
598008,661.0,712.0,11.0,0.07162921348314606,950.0
598009,342.0,680.0,11.0,0.4970588235294118,-50.0
598010,457.0,613.0,11.0,0.2544861337683524,-50.0
598011,543.0,652.5,11.0,0.167816091954023,50.0
598012,373.0,713.0,11.0,0.47685834502103785,-50.0
598013,504.0,724.0,11.0,0.30386740331491713,-50.0
598014,282.0,646.0,11.0,0.5634674922600619,-50.0
598015,503.0,686.0,11.0,0.26676384839650147,-50.0
598016,545.0,843.0,11.0,0.3534994068801898,-50.0
598017,431.0,535.0,11.0,0.19439252336448598,50.0
598018,575.0,780.5,11.0,0.26329276105060856,-50.0
598019,517.5,677.5,11.0,0.23616236162361623,0.0
598020,412.0,625.5,11.0,0.3413269384492406,-50.0
598021,289.0,559.0,11.0,0.48300536672629696,-50.0
598022,485.0,698.5,11.0,0.30565497494631355,-50.0
598023,484.5,673.5,11.0,0.2806236080178174,-50.0
598024,589.5,674.5,11.0,0.12601927353595255,75.0
598025,508.5,728.5,11.0,0.30199039121482496,-50.0
598026,684.0,845.0,11.0,0.19053254437869824,50.0
598027,856.0,1056.0,11.0,0.1893939393939394,50.0
598028,363.0,680.5,11.0,0.4665686994856723,-50.0
598029,531.5,672.5,11.0,0.20966542750929368,0.0
598030,611.0,707.0,11.0,0.13578500707213578,75.0
598031,497.5,660.5,11.0,0.24678274034822104,0.0
598032,766.5,826.5,11.0,0.07259528130671507,950.0
598033,624.5,767.5,11.0,0.18631921824104233,50.0
598034,365.0,767.0,11.0,0.5241199478487614,-50.0
598035,427.0,620.0,11.0,0.31129032258064515,-50.0
598036,564.0,751.0,11.0,0.24900133155792276,0.0
598037,504.0,758.5,11.0,0.3355306526038233,-50.0
598038,477.5,607.5,11.0,0.2139917695473251,0.0
598039,395.0,577.0,11.0,0.31542461005199307,-50.0
598040,293.0,545.0,11.0,0.46238532110091746,-50.0
598041,647.0,809.0,11.0,0.20024721878862795,0.0
598042,584.0,775.0,11.0,0.24645161290322581,0.0
598043,465.5,575.5,11.0,0.19113814074717636,50.0
598044,499.0,560.0,11.0,0.10892857142857143,75.0
598045,729.5,808.5,11.0,0.09771181199752628,350.0
598046,561.5,712.5,11.0,0.2119298245614035,0.0
598047,563.0,707.0,11.0,0.2036775106082037,0.0
598048,510.0,717.5,11.0,0.289198606271777,-50.0
598049,380.0,622.0,11.0,0.3890675241157556,-50.0
598050,535.5,639.5,11.0,0.16262705238467554,50.0
598051,726.5,881.5,11.0,0.1758366420873511,50.0
598052,559.0,689.0,11.0,0.18867924528301888,50.0
598053,391.0,732.0,11.0,0.46584699453551914,-50.0
598054,532.0,836.5,11.0,0.36401673640167365,-50.0
598055,351.0,558.0,11.0,0.3709677419354839,-50.0
598056,631.5,719.5,11.0,0.12230715774843641,75.0
598057,616.5,706.5,11.0,0.12738853503184713,75.0
598058,536.5,670.5,11.0,0.19985085756897839,50.0
598059,369.0,553.0,11.0,0.33273056057866185,-50.0
598060,305.0,661.0,11.0,0.5385779122541604,-50.0
598061,209.0,660.5,11.0,0.6835730507191522,-50.0
598062,418.5,700.5,11.0,0.4025695931477516,-50.0
598063,412.0,666.0,11.0,0.3813813813813814,-50.0
598064,603.0,770.0,11.0,0.21688311688311687,0.0
598065,605.0,827.5,11.0,0.2688821752265861,-50.0
598066,572.5,873.5,11.0,0.34459072696050375,-50.0
598067,545.0,757.5,11.0,0.28052805280528054,-50.0
598068,520.5,564.5,11.0,0.07794508414526129,950.0
598069,407.5,579.5,11.0,0.29680759275237273,-50.0
598070,693.5,821.5,11.0,0.15581253804017042,50.0
598071,397.0,631.0,11.0,0.37083993660855785,-50.0
598072,498.0,685.0,11.0,0.272992700729927,-50.0
598073,609.0,877.0,11.0,0.3055872291904219,-50.0
729279,581.0,815.0,11.0,0.2871165644171779,-50.0
729281,461.0,624.0,11.0,0.26121794871794873,-50.0
729283,676.5,842.5,11.0,0.1970326409495549,50.0
729285,469.0,633.5,11.0,0.2596685082872928,-50.0
729287,400.0,576.0,11.0,0.3055555555555556,-50.0
729289,401.5,650.5,11.0,0.382782475019216,-50.0
729291,559.0,706.0,11.0,0.20821529745042494,0.0
729293,547.0,669.0,11.0,0.18236173393124067,50.0
729295,663.0,843.0,11.0,0.21352313167259787,0.0
729297,534.0,718.5,11.0,0.2567849686847599,-50.0
729299,470.5,648.5,11.0,0.2744795682343871,-50.0
729301,581.0,688.0,11.0,0.1555232558139535,50.0
729303,261.5,705.5,11.0,0.6293408929836996,-50.0
729305,344.5,630.5,11.0,0.4536082474226804,-50.0
729307,537.0,709.0,11.0,0.24259520451339917,0.0
729309,379.0,492.0,11.0,0.22967479674796748,0.0
729311,543.5,704.5,11.0,0.22853087295954577,0.0
729313,409.0,655.0,11.0,0.3755725190839695,-50.0
729315,451.0,667.5,11.0,0.3243445692883895,-50.0
729317,644.5,768.5,11.0,0.16135328562134027,50.0
733971,573.5,721.5,11.0,0.20512820512820512,0.0
733973,405.0,647.0,11.0,0.3740340030911901,-50.0
733975,293.0,584.0,11.0,0.4982876712328767,-50.0
733977,425.5,763.5,11.0,0.4426981008513425,-50.0
733979,711.5,807.5,11.0,0.11888544891640866,75.0
733981,477.0,653.5,11.0,0.2700841622035195,-50.0
733983,504.0,646.5,11.0,0.22041763341067286,0.0
733985,550.0,608.0,11.0,0.09539473684210527,350.0
733987,632.0,783.5,11.0,0.19336311423101468,50.0
733989,566.0,744.0,11.0,0.239247311827957,0.0
733991,604.0,757.0,11.0,0.202113606340819,0.0
733993,298.0,468.0,11.0,0.36324786324786323,-50.0
733995,464.0,643.0,11.0,0.27838258164852253,-50.0
733997,489.0,651.0,11.0,0.2488479262672811,0.0
733999,659.5,959.5,11.0,0.3126628452318916,-50.0
734001,502.0,650.5,11.0,0.2282859338970023,0.0
734003,391.5,685.5,11.0,0.4288840262582057,-50.0
734005,506.0,647.0,11.0,0.21792890262751158,0.0
734007,323.0,729.5,11.0,0.5572309801233721,-50.0
734009,564.0,634.0,11.0,0.11041009463722397,75.0
734011,503.0,723.0,11.0,0.30428769017980634,-50.0
734013,478.0,655.0,11.0,0.27022900763358776,-50.0
734015,311.0,552.0,11.0,0.4365942028985507,-50.0
734017,508.5,711.5,11.0,0.2853127196064652,-50.0
734019,482.0,811.5,11.0,0.4060382008626001,-50.0
734021,427.0,638.0,11.0,0.33072100313479624,-50.0
734023,509.5,592.5,11.0,0.140084388185654,75.0
734025,230.0,684.0,11.0,0.6637426900584795,-50.0
734027,621.5,729.5,11.0,0.14804660726525018,75.0
734029,564.0,723.0,11.0,0.21991701244813278,0.0
734031,437.0,662.5,11.0,0.34037735849056605,-50.0
734033,450.5,606.5,11.0,0.25721352019785654,-50.0
734035,536.0,665.5,11.0,0.19459053343350863,50.0
734037,396.5,723.5,11.0,0.45196959225984795,-50.0
734039,475.0,639.0,11.0,0.2566510172143975,-50.0
734041,555.0,749.0,11.0,0.2590120160213618,-50.0
734043,300.0,699.0,11.0,0.5708154506437768,-50.0
734045,647.5,705.5,11.0,0.08221119773210489,350.0
734047,751.0,898.0,11.0,0.16369710467706014,50.0
734049,484.5,957.5,11.0,0.4939947780678851,-50.0
829705,569.0,731.0,11.0,0.2216142270861833,0.0
829707,337.0,688.5,11.0,0.5105301379811183,-50.0
829709,476.0,776.0,11.0,0.3865979381443299,-50.0
829711,632.0,779.0,11.0,0.18870346598202825,50.0
829713,665.0,737.0,11.0,0.09769335142469471,350.0
829715,561.0,781.0,11.0,0.28169014084507044,-50.0
829717,610.0,825.5,11.0,0.26105390672319806,-50.0
829719,474.0,736.5,11.0,0.3564154786150713,-50.0
829721,577.0,651.0,11.0,0.11367127496159754,75.0
829723,412.0,808.0,11.0,0.4900990099009901,-50.0
829725,487.5,731.5,11.0,0.33356117566643884,-50.0
829727,435.0,589.0,11.0,0.2614601018675722,-50.0
829729,792.5,850.5,11.0,0.06819517930629042,950.0
829731,602.0,795.0,11.0,0.24276729559748428,0.0
829733,404.0,848.0,11.0,0.5235849056603774,-50.0
829735,595.0,673.0,11.0,0.11589895988112928,75.0
829737,364.0,872.5,11.0,0.5828080229226361,-50.0
829739,394.0,607.0,11.0,0.35090609555189456,-50.0
829741,498.5,707.5,11.0,0.2954063604240283,-50.0
829743,595.5,650.5,11.0,0.08455034588777863,350.0
829745,701.0,791.0,11.0,0.11378002528445007,75.0
829747,641.5,790.5,11.0,0.18848829854522453,50.0
829749,557.5,628.5,11.0,0.11296738265712013,75.0
829751,567.0,792.0,11.0,0.2840909090909091,-50.0
829753,523.5,715.5,11.0,0.26834381551362685,-50.0
829757,480.5,601.5,11.0,0.20116375727348296,0.0
829759,384.5,677.5,11.0,0.43247232472324726,-50.0
829761,305.0,673.5,11.0,0.5471417965850037,-50.0
829763,280.0,457.5,11.0,0.3879781420765027,-50.0
829765,474.0,612.5,11.0,0.22612244897959183,0.0
829767,256.0,664.0,11.0,0.6144578313253012,-50.0
