matchid,pred_points_player,actual_points_player,pred_selection_cnt,error,rewards_earned
829769,357.5,659.5,11.0,0.4579226686884003,-50.0
829771,383.0,467.5,11.0,0.18074866310160428,50.0
829773,685.5,736.5,11.0,0.06924643584521385,950.0
829775,476.5,593.5,11.0,0.1971356360572873,50.0
829777,586.0,783.0,11.0,0.2515964240102171,-50.0
829779,578.5,739.5,11.0,0.21771467207572684,0.0
829781,470.0,674.0,11.0,0.3026706231454006,-50.0
829783,428.0,656.0,11.0,0.3475609756097561,-50.0
829785,833.0,928.0,11.0,0.10237068965517242,75.0
829787,588.0,779.0,11.0,0.24518613607188702,0.0
829789,316.5,513.5,11.0,0.38364167478091526,-50.0
829791,455.5,769.5,11.0,0.4080571799870045,-50.0
829793,424.0,677.5,11.0,0.37416974169741696,-50.0
829795,834.5,907.5,11.0,0.08044077134986226,350.0
829797,566.5,793.5,11.0,0.28607435412728416,-50.0
829799,480.5,792.5,11.0,0.3936908517350158,-50.0
829801,404.0,634.0,11.0,0.3627760252365931,-50.0
829803,208.0,500.0,11.0,0.584,-50.0
829805,417.5,636.5,11.0,0.3440691280439906,-50.0
829807,561.0,599.0,11.0,0.06343906510851419,950.0
829809,228.0,541.0,11.0,0.5785582255083179,-50.0
829811,845.5,1025.5,11.0,0.17552413456850316,50.0
829813,474.0,494.0,11.0,0.04048582995951417,4950.0
829815,325.5,616.5,11.0,0.4720194647201946,-50.0
829817,648.5,774.5,11.0,0.16268560361523562,50.0
829819,466.0,686.0,11.0,0.3206997084548105,-50.0
829821,341.5,582.5,11.0,0.41373390557939915,-50.0
829823,642.0,829.0,11.0,0.2255729794933655,0.0
980901,433.0,623.0,11.0,0.30497592295345105,-50.0
980903,480.5,619.5,11.0,0.22437449556093625,0.0
980905,482.0,732.5,11.0,0.34197952218430033,-50.0
980907,675.0,803.0,11.0,0.15940224159402241,50.0
980909,670.0,748.0,11.0,0.10427807486631016,75.0
980911,442.5,690.5,11.0,0.3591600289645185,-50.0
980913,233.0,622.0,11.0,0.6254019292604501,-50.0
980915,404.0,675.5,11.0,0.40192450037009625,-50.0
980917,604.5,751.5,11.0,0.19560878243512975,50.0
980919,442.0,722.5,11.0,0.38823529411764707,-50.0
980921,677.5,858.5,11.0,0.21083284799068142,0.0
980923,493.5,690.5,11.0,0.28530050687907316,-50.0
980925,447.5,646.5,11.0,0.30781129156999226,-50.0
980927,383.0,674.5,11.0,0.43217197924388434,-50.0
980929,622.5,677.5,11.0,0.08118081180811808,350.0
980931,719.5,843.5,11.0,0.14700652045050386,75.0
980933,587.5,627.5,11.0,0.06374501992031872,950.0
980935,456.0,601.0,11.0,0.24126455906821964,0.0
980937,525.0,707.5,11.0,0.2579505300353357,-50.0
980939,404.0,696.0,11.0,0.41954022988505746,-50.0
980941,597.5,804.5,11.0,0.25730267246737104,-50.0
980943,342.0,642.0,11.0,0.4672897196261682,-50.0
980945,668.0,889.5,11.0,0.24901630129286115,0.0
980947,470.0,655.0,11.0,0.2824427480916031,-50.0
980949,694.0,781.0,11.0,0.11139564660691421,75.0
980951,409.0,894.0,11.0,0.5425055928411633,-50.0
980953,639.0,708.0,11.0,0.09745762711864407,350.0
980955,523.0,776.5,11.0,0.3264649066323245,-50.0
980957,469.0,644.0,11.0,0.2717391304347826,-50.0
980959,570.0,783.5,11.0,0.2724952137843012,-50.0
980961,290.0,608.5,11.0,0.5234182415776499,-50.0
980963,534.0,738.0,11.0,0.2764227642276423,-50.0
980965,470.0,576.0,11.0,0.1840277777777778,50.0
980967,557.5,641.5,11.0,0.1309431021044427,75.0
980969,778.0,861.0,11.0,0.09639953542392567,350.0
980971,647.0,750.0,11.0,0.13733333333333334,75.0
980973,409.0,753.5,11.0,0.45719973457199736,-50.0
980975,383.0,708.5,11.0,0.45942131263232183,-50.0
980977,623.5,695.5,11.0,0.10352264557872035,75.0
980979,321.5,790.5,11.0,0.5932953826691967,-50.0
980981,407.5,568.5,11.0,0.2832014072119613,-50.0
980983,462.0,559.0,11.0,0.1735241502683363,50.0
980985,541.5,729.5,11.0,0.2577107607950651,-50.0
980987,910.5,1049.5,11.0,0.13244402096236302,75.0
980989,281.5,414.5,11.0,0.3208685162846803,-50.0
980991,279.0,657.0,11.0,0.5753424657534246,-50.0
980993,562.0,828.5,11.0,0.32166566083283044,-50.0
980995,468.0,702.0,11.0,0.3333333333333333,-50.0
980997,327.5,538.5,11.0,0.3918291550603528,-50.0
980999,839.0,861.0,11.0,0.025551684088269456,24950.0
981001,524.0,607.0,11.0,0.13673805601317957,75.0
981003,516.5,648.5,11.0,0.2035466461063994,0.0
981005,387.0,803.5,11.0,0.5183571873055383,-50.0
981007,455.5,795.5,11.0,0.4274041483343809,-50.0
981009,492.0,668.0,11.0,0.2634730538922156,-50.0
981011,587.5,634.5,11.0,0.07407407407407407,950.0
981013,682.5,942.5,11.0,0.27586206896551724,-50.0
981015,510.0,695.0,11.0,0.26618705035971224,-50.0
981017,546.5,757.5,11.0,0.27854785478547855,-50.0
981019,546.0,834.0,11.0,0.34532374100719426,-50.0
1082591,577.5,657.5,11.0,0.12167300380228137,75.0
1082592,520.0,753.0,11.0,0.3094289508632138,-50.0
1082593,445.5,765.5,11.0,0.41802743305029394,-50.0
1082594,459.0,581.0,11.0,0.2099827882960413,0.0
1082595,403.5,749.5,11.0,0.4616410940627085,-50.0
1082596,431.0,626.5,11.0,0.3120510774142059,-50.0
1082597,563.0,762.0,11.0,0.26115485564304464,-50.0
1082598,578.0,675.0,11.0,0.1437037037037037,75.0
1082599,560.0,779.5,11.0,0.281590763309814,-50.0
1082600,521.0,709.5,11.0,0.2656800563777308,-50.0
1082601,469.5,722.5,11.0,0.3501730103806228,-50.0
1082602,339.0,756.0,11.0,0.5515873015873016,-50.0
1082603,442.5,790.5,11.0,0.44022770398481975,-50.0
1082604,548.5,663.5,11.0,0.1733232856066315,50.0
1082605,453.0,744.0,11.0,0.3911290322580645,-50.0
1082606,430.5,667.5,11.0,0.3550561797752809,-50.0
1082607,446.0,668.5,11.0,0.33283470456245323,-50.0
1082608,470.0,712.5,11.0,0.34035087719298246,-50.0
1082609,755.0,935.0,11.0,0.1925133689839572,50.0
1082610,649.0,752.0,11.0,0.13696808510638298,75.0
1082611,405.0,791.0,11.0,0.4879898862199747,-50.0
1082612,774.0,821.0,11.0,0.057247259439707675,3950.0
1082613,665.0,756.0,11.0,0.12037037037037036,75.0
1082614,349.0,676.0,11.0,0.48372781065088755,-50.0
1082615,424.0,615.5,11.0,0.31112916328188467,-50.0
1082616,541.0,742.0,11.0,0.27088948787061995,-50.0
1082617,346.0,738.0,11.0,0.5311653116531165,-50.0
1082618,521.0,681.0,11.0,0.23494860499265785,0.0
1082620,667.5,748.5,11.0,0.10821643286573146,75.0
1082621,481.0,665.5,11.0,0.2772351615326822,-50.0
1082622,535.0,674.0,11.0,0.2062314540059347,0.0
1082623,645.0,850.0,11.0,0.2411764705882353,0.0
1082624,327.5,620.5,11.0,0.47219983883964545,-50.0
1082625,510.0,803.0,11.0,0.36488169364881695,-50.0
1082626,204.0,589.0,11.0,0.6536502546689303,-50.0
1082627,666.5,815.5,11.0,0.18270999386879216,50.0
1082628,633.5,676.5,11.0,0.06356245380635625,950.0
1082629,690.5,815.5,11.0,0.15328019619865113,50.0
1082630,480.0,603.0,11.0,0.20398009950248755,0.0
1082631,559.0,740.0,11.0,0.2445945945945946,0.0
1082632,360.0,879.0,11.0,0.590443686006826,-50.0
1082633,594.5,813.5,11.0,0.26920712968653965,-50.0
1082634,627.0,880.0,11.0,0.2875,-50.0
1082635,452.0,738.5,11.0,0.3879485443466486,-50.0
1082636,545.0,821.0,11.0,0.33617539585870887,-50.0
1082637,721.0,802.0,11.0,0.10099750623441396,75.0
1082638,384.5,618.5,11.0,0.37833468067906223,-50.0
1082639,414.0,711.5,11.0,0.4181307097680956,-50.0
1082640,470.0,752.0,11.0,0.375,-50.0
1082641,502.5,819.5,11.0,0.38682123245881633,-50.0
1082642,490.0,735.0,11.0,0.3333333333333333,-50.0
1082643,494.5,844.5,11.0,0.4144464179988159,-50.0
1082644,280.0,691.0,11.0,0.5947901591895803,-50.0
1082645,325.0,542.0,11.0,0.4003690036900369,-50.0
1082646,591.0,739.0,11.0,0.20027063599458728,0.0
1082647,269.0,704.5,11.0,0.6181689141234918,-50.0
1082648,322.0,483.0,11.0,0.3333333333333333,-50.0
1082649,415.0,703.5,11.0,0.410092395167022,-50.0
1082650,427.0,663.0,11.0,0.3559577677224736,-50.0
1136561,632.0,754.0,11.0,0.16180371352785147,50.0
1136562,538.5,641.5,11.0,0.16056118472330475,50.0
1136563,545.0,773.0,11.0,0.2949547218628719,-50.0
1136564,549.0,612.0,11.0,0.10294117647058823,75.0
1136565,641.5,772.5,11.0,0.16957928802588998,50.0
1136566,271.0,435.0,11.0,0.37701149425287356,-50.0
1136567,341.0,756.5,11.0,0.549239920687376,-50.0
1136568,529.0,725.5,11.0,0.2708476912474156,-50.0
1136569,289.0,794.0,11.0,0.6360201511335013,-50.0
1136570,531.5,690.5,11.0,0.23026792179580013,0.0
1136571,555.5,781.5,11.0,0.2891874600127959,-50.0
1136572,502.5,745.5,11.0,0.32595573440643866,-50.0
1136573,674.0,811.0,11.0,0.16892725030826142,50.0
1136574,657.0,905.0,11.0,0.2740331491712707,-50.0
1136575,466.0,647.0,11.0,0.2797527047913447,-50.0
1136576,579.0,758.0,11.0,0.23614775725593667,0.0
1136577,692.0,933.5,11.0,0.25870380289234063,-50.0
1136578,628.0,678.0,11.0,0.07374631268436578,950.0
1136579,557.0,741.0,11.0,0.2483130904183536,0.0
1136580,565.0,759.0,11.0,0.25559947299077734,-50.0
1136581,682.0,764.0,11.0,0.10732984293193717,75.0
1136582,402.5,662.5,11.0,0.39245283018867927,-50.0
1136583,333.0,657.0,11.0,0.4931506849315068,-50.0
1136584,709.5,863.5,11.0,0.17834394904458598,50.0
1136585,377.5,855.5,11.0,0.5587375803623612,-50.0
1136586,574.0,832.0,11.0,0.31009615384615385,-50.0
1136587,552.0,694.5,11.0,0.20518358531317496,0.0
1136588,442.5,679.5,11.0,0.3487858719646799,-50.0
1136589,542.5,692.5,11.0,0.21660649819494585,0.0
1136590,372.0,788.0,11.0,0.5279187817258884,-50.0
1136591,615.0,734.0,11.0,0.16212534059945505,50.0
1136592,503.0,745.5,11.0,0.32528504359490273,-50.0
1136593,352.0,671.0,11.0,0.47540983606557374,-50.0
1136594,506.5,609.5,11.0,0.1689909762100082,50.0
1136595,402.5,625.5,11.0,0.3565147881694644,-50.0
1136596,232.0,596.5,11.0,0.6110645431684828,-50.0
1136597,674.5,732.5,11.0,0.07918088737201365,950.0
1136598,619.5,682.5,11.0,0.09230769230769231,350.0
1136599,585.5,664.5,11.0,0.11888638073739653,75.0
1136600,712.5,845.5,11.0,0.15730337078651685,50.0
1136601,486.5,720.5,11.0,0.3247744621790423,-50.0
1136602,779.5,820.5,11.0,0.049969530773918344,4950.0
1136603,553.5,642.5,11.0,0.13852140077821012,75.0
1136604,783.0,935.0,11.0,0.1625668449197861,50.0
1136605,513.5,708.5,11.0,0.27522935779816515,-50.0
1136606,670.5,789.5,11.0,0.15072830905636478,50.0
1136607,612.5,761.5,11.0,0.19566644780039397,50.0
1136608,431.5,515.5,11.0,0.1629485935984481,50.0
1136609,502.0,785.0,11.0,0.36050955414012736,-50.0
1136610,711.0,858.0,11.0,0.17132867132867133,50.0
1136611,646.5,838.5,11.0,0.22898032200357782,0.0
1136612,535.0,642.0,11.0,0.16666666666666666,50.0
1136613,297.0,800.5,11.0,0.6289818863210493,-50.0
1136614,518.5,776.5,11.0,0.3322601416613007,-50.0
1136615,563.5,721.5,11.0,0.218988218988219,0.0
1136616,362.0,830.0,11.0,0.563855421686747,-50.0
1136617,323.5,643.5,11.0,0.4972804972804973,-50.0
1136618,524.0,668.0,11.0,0.2155688622754491,0.0
1136619,567.5,771.5,11.0,0.2644199611147116,-50.0
1136620,661.5,743.5,11.0,0.11028917283120376,75.0
1175356,446.0,633.5,11.0,0.2959747434885556,-50.0
1175357,500.5,743.5,11.0,0.32683254875588436,-50.0
1175358,628.5,775.5,11.0,0.1895551257253385,50.0
1175359,580.5,746.5,11.0,0.22237106496985934,0.0
1175360,510.5,591.5,11.0,0.13693998309382924,75.0
1175361,531.0,759.0,11.0,0.30039525691699603,-50.0
1175362,456.5,809.5,11.0,0.43607164916615193,-50.0
1175363,643.0,834.0,11.0,0.2290167865707434,0.0
1175364,538.0,698.0,11.0,0.22922636103151864,0.0
1175365,681.0,822.0,11.0,0.17153284671532848,50.0
1175366,302.0,862.0,11.0,0.6496519721577726,-50.0
1175367,283.0,803.5,11.0,0.6477909147479776,-50.0
1175368,289.0,845.5,11.0,0.6581904198698995,-50.0
1175369,599.0,668.0,11.0,0.10329341317365269,75.0
1175370,440.0,748.5,11.0,0.4121576486305945,-50.0
1175371,434.5,573.5,11.0,0.24237140366172624,0.0
1175372,739.0,762.0,11.0,0.030183727034120734,9950.0
1178393,225.0,683.5,11.0,0.6708119970738844,-50.0
1178394,219.0,755.0,11.0,0.7099337748344371,-50.0
1178395,335.5,736.5,11.0,0.5444670739986422,-50.0
1178396,533.0,612.0,11.0,0.12908496732026145,75.0
1178397,505.0,611.0,11.0,0.1734860883797054,50.0
1178398,528.5,632.5,11.0,0.16442687747035573,50.0
1178399,756.0,859.0,11.0,0.119906868451688,75.0
1178400,360.0,694.5,11.0,0.4816414686825054,-50.0
1178401,529.0,787.0,11.0,0.3278271918678526,-50.0
1178402,663.0,822.5,11.0,0.1939209726443769,50.0
1178403,656.0,722.0,11.0,0.09141274238227147,350.0
1178404,513.0,772.0,11.0,0.33549222797927464,-50.0
1178405,469.0,839.5,11.0,0.44133412745681955,-50.0
1178406,615.0,839.0,11.0,0.266984505363528,-50.0
1178407,645.0,700.0,11.0,0.07857142857142857,950.0
1178408,509.5,591.5,11.0,0.1386306001690617,75.0
1178409,444.5,702.5,11.0,0.36725978647686836,-50.0
1178410,790.5,900.5,11.0,0.12215435868961688,75.0
1178411,390.0,665.5,11.0,0.41397445529676935,-50.0
1178412,514.5,711.5,11.0,0.2768798313422347,-50.0
1178413,663.5,700.5,11.0,0.05281941470378301,3950.0
1178414,358.5,732.5,11.0,0.510580204778157,-50.0
1178415,647.0,837.0,11.0,0.2270011947431302,0.0
1178416,450.0,741.5,11.0,0.3931220498988537,-50.0
1178417,624.5,778.5,11.0,0.19781631342324985,50.0
1178418,349.0,817.5,11.0,0.5730886850152905,-50.0
1178419,366.5,746.5,11.0,0.5090421969189551,-50.0
1178420,512.5,676.5,11.0,0.24242424242424243,0.0
1178421,465.0,647.0,11.0,0.28129829984544047,-50.0
1178422,750.0,945.0,11.0,0.20634920634920634,0.0
1178423,688.0,820.0,11.0,0.16097560975609757,50.0
1178424,267.0,414.0,11.0,0.35507246376811596,-50.0
1178425,658.0,796.0,11.0,0.17336683417085427,50.0
1178426,588.0,754.0,11.0,0.22015915119363394,0.0
1178427,306.0,651.0,11.0,0.5299539170506913,-50.0
1178428,274.0,710.5,11.0,0.6143560872624912,-50.0
1178429,213.0,783.5,11.0,0.7281429483088705,-50.0
1178430,604.5,804.5,11.0,0.24860161591050342,0.0
1178431,355.0,628.0,11.0,0.43471337579617836,-50.0
1181764,181.0,574.0,11.0,0.6846689895470384,-50.0
1181766,402.0,732.5,11.0,0.45119453924914676,-50.0
1181767,520.5,646.5,11.0,0.19489559164733178,50.0
1181768,244.0,701.5,11.0,0.6521739130434783,-50.0
